player_key,player,squad,src_league,pos,season,age,n_real_seasons,forecast_1y_eur,forecast_2y_eur
chapela,Chapela,Cádiz,ESP1,MF,2021-22,22.0,1,1448504.0,1876022.0
charalampos kostoulas,Charalampos Kostoulas,Brighton,ENG1,FW,2026-27,19.0,2,23207434.0,21258959.0
charalampos lykogiannis,Charalampos Lykogiannis,Bologna,ITA1,DF,2025-26,32.0,6,796313.0,637573.0
charles aranguiz,Charles Aránguiz,Leverkusen,GER1,MF,2022-23,33.0,3,2126652.0,1387255.0
charles boli,Charles Boli,Lens,FRA1,MF,2021-22,23.0,1,1083401.0,1419121.0
charles de ketelaere,Charles De Ketelaere,Atalanta,ITA1,FW,2026-27,25.0,5,27686783.0,21301691.0
charles herrmann,Charles Herrmann,Gladbach,GER1,FW,2025-26,19.0,1,1724490.0,2333031.0
charles pickel,Charles Pickel,Espanyol,ESP1,MF,2025-26,28.0,2,2375724.0,2184984.0
charles traore,Charles Traore,Nantes,FRA1,DF,2022-23,30.0,3,1257819.0,1092701.0
charlie austin,Charlie Austin,West Brom,ENG1,FW,2020-21,31.0,1,2017259.0,1681061.0
charlie cresswell,Charlie Cresswell,Rennes,FRA1,DF,2026-27,24.0,4,15755565.0,13062240.0
charlie goode,Charlie Goode,Brentford,ENG1,DF,2021-22,25.0,1,1675682.0,1862263.0
charlie taylor,Charlie Taylor,Southampton,ENG1,DF,2024-25,30.0,4,1850428.0,1517076.0
che adams,Che Adams,Torino,ITA1,FW,2026-27,30.0,6,5226679.0,4024046.0
cheick doucoure,Cheick Doucouré,Crystal Palace,ENG1,MF,2024-25,24.0,3,20694015.0,16778358.0
cheick doukoure,Cheick Doukouré,Levante,ESP1,MF,2020-21,27.0,1,1172884.0,1269674.0
cheick souare,Cheick Souare,Marseille,FRA1,MF,2020-21,18.0,1,450000.0,600000.0
cheick traore,Cheick Traore,Lens,FRA1,DF,2020-21,25.0,1,1549137.0,1742026.0
cheikh niasse,Cheikh Niasse,Verona,ITA1,DF,2025-26,25.0,3,2226664.0,2371289.0
cheikhou kouyate,Cheikhou Kouyaté,Nottingham,ENG1,MF,2023-24,33.0,4,1333550.0,932980.0
chema,Chema,Stuttgart,GER1,MF,2026-27,21.0,5,8508699.0,8683370.0
chemsdine talbi,Chemsdine Talbi,Sunderland,ENG1,MF,2026-27,21.0,2,20737142.0,18515743.0
chidera ejuke,Chidera Ejuke,Sevilla,ESP1,FW,2026-27,28.0,4,3634557.0,3310182.0
chidozie awaziem,Chidozie Awaziem,Nantes,FRA1,DF,2025-26,28.0,1,2711248.0,2391611.0
chiedozie ogbene,Chiedozie Ogbene,Ipswich Town,ENG1,MF,2024-25,27.0,2,6167840.0,5205213.0
chiquinho,Chiquinho,Mallorca,ESP1,MF,2024-25,24.0,3,2530689.0,2812124.0
chris basham,Chris Basham,Sheffield United,ENG1,DF,2023-24,35.0,2,298040.0,212761.0
chris bedia,Chris Bedia,Union Berlin,GER1,FW,2023-24,27.0,1,3205414.0,3127029.0
chris fuhrich,Chris Führich,Stuttgart,GER1,MF,2026-27,28.0,6,8231484.0,6283158.0
chris mepham,Chris Mepham,Bournemouth,ENG1,DF,2023-24,25.0,2,5010485.0,4724718.0
chris ramos,Chris Ramos,Cádiz,ESP1,FW,2023-24,26.0,2,1673929.0,1883555.0
chris richards,Chris Richards,Crystal Palace,ENG1,DF,2026-27,26.0,9,13361985.0,10366000.0
chris rigg,Chris Rigg,Sunderland,ENG1,MF,2026-27,19.0,2,22006732.0,20262649.0
chris smalling,Chris Smalling,Roma,ITA1,DF,2023-24,34.0,4,2336418.0,1343116.0
chris wood,Chris Wood,Nottingham,ENG1,FW,2026-27,35.0,9,2288839.0,1385994.0
chrislain matsima,Chrislain Matsima,Augsburg,GER1,DF,2026-27,24.0,7,14435291.0,12125802.0
christantus uche,Christantus Uche,Getafe,ESP1,FW,2025-26,22.0,3,12650639.0,12033031.0
christian acella,Christian Acella,Cremonese,ITA1,MF,2022-23,20.0,1,375000.0,500000.0
christian benteke,Christian Benteke,Crystal Palace,ENG1,FW,2021-22,30.0,2,5150534.0,3974160.0
christian conteh,Christian Conteh,Heidenheim,GER1,MF,2025-26,25.0,1,2430014.0,2604491.0
christian eriksen,Christian Eriksen,Wolfsburg,GER1,MF,2025-26,33.0,6,2770634.0,1737028.0
christian fruchtl,Christian Früchtl,Bayern Munich,GER1,GK,2021-22,21.0,1,1245421.0,1633056.0
christian fuchs,Christian Fuchs,Leicester City,ENG1,DF,2020-21,34.0,1,633042.0,442653.0
christian gebauer,Christian Gebauer,Arminia,GER1,MF,2020-21,26.0,1,1515224.0,1662935.0
christian gentner,Christian Gentner,Union Berlin,GER1,MF,2020-21,34.0,1,485971.0,362638.0
christian gross,Christian Groß,Werder Bremen,GER1,DF,2023-24,34.0,3,245403.0,197807.0
christian gunter,Christian Günter,Freiburg,GER1,DF,2025-26,32.0,6,2133971.0,1473735.0
christian gytkjaer,Christian Gytkjaer,Venezia,ITA1,FW,2024-25,34.0,2,651002.0,516692.0
christian kabasele,Christian Kabasele,Udinese,ITA1,DF,2026-27,35.0,5,385186.0,264593.0
christian kofane,Christian Kofane,Leverkusen,GER1,FW,2026-27,20.0,2,32607551.0,28011975.0
christian kouame,Christian Kouame,Fiorentina,ITA1,MF,2025-26,28.0,5,2993115.0,2659050.0
christian kuhlwetter,Christian Kühlwetter,Heidenheim,GER1,FW,2023-24,27.0,1,1096237.0,1256172.0
christian maggio,Christian Maggio,Benevento,ITA1,DF,2020-21,38.0,1,166444.0,95446.0
christian norgaard,Christian Nørgaard,Arsenal,ENG1,MF,2025-26,31.0,5,5240754.0,3500577.0
christian oliva,Christian Oliva,Cagliari,ITA1,MF,2021-22,25.0,3,2876442.0,3005955.0
christian pastina,Christian Pastina,Benevento,ITA1,DF,2020-21,19.0,1,1083550.0,1546589.0
christian pulisic,Christian Pulisic,AC Milan,ITA1,MF,2026-27,28.0,7,27460935.0,17495631.0
christian walton,Christian Walton,Ipswich Town,ENG1,GK,2024-25,28.0,1,1465380.0,1473227.0
christoph baumgartner,Christoph Baumgartner,RB Leipzig,GER1,MF,2025-26,25.0,6,19707621.0,15431010.0
christoph kramer,Christoph Kramer,Gladbach,GER1,MF,2023-24,32.0,4,1469921.0,1100055.0
christoph zimmermann,Christoph Zimmermann,Norwich City,ENG1,DF,2021-22,28.0,1,1471892.0,1422955.0
christophe herelle,Christophe Herelle,Metz,FRA1,DF,2023-24,31.0,4,1685379.0,1303103.0
christopher antwi adjei,Christopher Antwi-Adjei,Bochum,GER1,FW,2023-24,29.0,3,1082301.0,1119465.0
christopher jullien,Christopher Jullien,Montpellier,FRA1,DF,2023-24,30.0,1,2246721.0,1789133.0
christopher lenz,Christopher Lenz,Frankfurt,GER1,DF,2023-24,28.0,5,1959070.0,1814425.0
christopher nkunku,Christopher Nkunku,RB Leipzig,GER1,FW,2026-27,29.0,7,23131871.0,15114509.0
christopher operi,Christopher Operi,Le Havre,FRA1,DF,2024-25,27.0,2,3582649.0,3211447.0
christopher rocchia,Christopher Rocchia,Marseille,FRA1,DF,2020-21,22.0,1,1989689.0,2416561.0
christopher scott,Christopher Scott,Bayern Munich,GER1,MF,2020-21,18.0,1,2231361.0,2932103.0
christopher trimmel,Christopher Trimmel,Union Berlin,GER1,DF,2026-27,39.0,7,153559.0,79685.0
christopher wooh,Christopher Wooh,Rennes,FRA1,DF,2025-26,24.0,5,5317526.0,5188621.0
christos kourfalidis,Christos Kourfalidis,Cagliari,ITA1,MF,2021-22,19.0,1,1595772.0,2177957.0
christos tzolis,Christos Tzolis,Arsenal,ENG1,MF,2026-27,24.0,2,25009505.0,19709280.0
chuba akpom,Chuba Akpom,Ipswich Town,ENG1,FW,2026-27,31.0,2,3108210.0,2427560.0
chumi,Chumi,Almería,ESP1,DF,2023-24,24.0,2,2503908.0,2735422.0
ciaran clark,Ciaran Clark,Newcastle,ENG1,DF,2021-22,31.0,2,1663846.0,1288938.0
cimo rocker,Cimo Röcker,Hertha BSC,GER1,DF,2021-22,27.0,1,300000.0,400000.0
ciprian tatarusanu,Ciprian Tatarusanu,AC Milan,ITA1,GK,2022-23,36.0,3,341452.0,241119.0
ciro immobile,Ciro Immobile,Paris FC,FRA1,FW,2025-26,35.0,6,1902408.0,1184395.0
cj egan riley,CJ Egan-Riley,Marseille,FRA1,DF,2025-26,22.0,2,9345340.0,8999867.0
claudio bravo,Claudio Bravo,Real Betis,ESP1,GK,2023-24,40.0,4,289667.0,139936.0
claudio echeverri,Claudio Echeverri,Leverkusen,GER1,MF,2025-26,19.0,3,16478766.0,15845647.0
claudio terzi,Claudio Terzi,Spezia,ITA1,DF,2020-21,36.0,1,239253.0,160164.0
clemens riedel,Clemens Riedel,Espanyol,ESP1,DF,2026-27,23.0,2,4503239.0,4680358.0
clement depres,Clement Depres,Nimes,FRA1,FW,2020-21,26.0,1,1305451.0,1524749.0
clement grenier,Clément Grenier,Mallorca,ESP1,MF,2022-23,31.0,3,1034910.0,881703.0
clement lenglet,Clément Lenglet,Atlético Madrid,ESP1,DF,2025-26,30.0,6,4445816.0,3195838.0
clement michelin,Clement Michelin,Lens,FRA1,DF,2020-21,23.0,1,3582039.0,3852951.0
clement vidal,Clement Vidal,Ajaccio,FRA1,DF,2022-23,22.0,2,1600048.0,2007906.0
clinton mola,Clinton Mola,Stuttgart,GER1,DF,2022-23,21.0,2,1610476.0,2077075.0
coba da costa,Coba da Costa,Getafe,ESP1,MF,2025-26,23.0,2,2675050.0,3059712.0
cody drameh,Cody Drameh,Leeds United,ENG1,DF,2022-23,20.0,2,3975027.0,4583049.0
cody gakpo,Cody Gakpo,Liverpool,ENG1,MF,2026-27,27.0,4,38181305.0,24513116.0
coke,Coke,Levante,ESP1,DF,2021-22,34.0,2,470630.0,344051.0
cole campbell,Cole Campbell,Hoffenheim,GER1,FW,2025-26,19.0,3,4620100.0,5391538.0
cole palmer,Cole Palmer,Chelsea,ENG1,MF,2026-27,24.0,7,60505773.0,41764637.0
colin dagba,Colin Dagba,Strasbourg,FRA1,DF,2022-23,24.0,3,7590386.0,7021389.0
connor metcalfe,Connor Metcalfe,St Pauli,GER1,MF,2025-26,25.0,2,2295711.0,2481618.0
connor noss,Connor Noß,Gladbach,GER1,MF,2021-22,20.0,1,1616699.0,2164356.0
connor roberts,Connor Roberts,Burnley,ENG1,DF,2023-24,27.0,2,4312470.0,3759622.0
connor ronan,Connor Ronan,Wolves,ENG1,MF,2022-23,24.0,1,1596817.0,1901290.0
conor bradley,Conor Bradley,Liverpool,ENG1,DF,2025-26,22.0,3,21531164.0,18295222.0
conor chaplin,Conor Chaplin,Ipswich Town,ENG1,MF,2024-25,27.0,1,5444042.0,4681215.0
conor coady,Conor Coady,Leicester City,ENG1,DF,2024-25,31.0,4,4170644.0,2814871.0
conor coventry,Conor Coventry,West Ham,ENG1,MF,2022-23,22.0,1,1282722.0,1691876.0
conor gallagher,Conor Gallagher,Tottenham,ENG1,MF,2026-27,26.0,8,25987590.0,18621773.0
conor hourihane,Conor Hourihane,Aston Villa,ENG1,MF,2020-21,29.0,1,3233050.0,2668266.0
conor townsend,Conor Townsend,Ipswich Town,ENG1,DF,2024-25,31.0,2,816594.0,703868.0
conrad harder,Conrad Harder,Strasbourg,FRA1,MF,2026-27,21.0,2,16831992.0,15506714.0
copete,Copete,Valencia,ESP1,DF,2025-26,25.0,4,3042267.0,3091689.0
corentin jean,Corentin Jean,Lens,FRA1,FW,2021-22,26.0,2,1761347.0,1966845.0
corentin tolisso,Corentin Tolisso,Lyon,FRA1,MF,2026-27,32.0,7,4854898.0,3037158.0
costinha,Costinha,Brighton,ENG1,DF,2026-27,26.0,1,5860809.0,5144993.0
couhaib driouech,Couhaib Driouech,Celta Vigo,ESP1,FW,2026-27,24.0,1,7311904.0,7121938.0
craig cathcart,Craig Cathcart,Watford,ENG1,DF,2021-22,32.0,1,1092524.0,834210.0
craig dawson,Craig Dawson,Wolves,ENG1,DF,2024-25,34.0,6,1017972.0,662859.0
crespo,Crespo,Rayo Vallecano,ESP1,MF,2023-24,26.0,1,4430541.0,4139598.0
cristhian mosquera,Cristhian Mosquera,Arsenal,ENG1,DF,2026-27,22.0,6,23272305.0,19545364.0
cristhian stuani,Cristhian Stuani,Girona,ESP1,FW,2025-26,38.0,4,420090.0,249568.0
cristian,Cristian,Valencia,ESP1,GK,2023-24,25.0,1,577639.0,762744.0
cristian ansaldi,Cristian Ansaldi,Torino,ITA1,DF,2021-22,35.0,2,610024.0,391114.0
cristian battocchio,Cristian Battocchio,Brest,FRA1,MF,2020-21,28.0,1,2345644.0,2161445.0
cristian buonaiuto,Cristian Buonaiuto,Cremonese,ITA1,MF,2022-23,30.0,1,1096401.0,995200.0
cristian dellorco,Cristian Dell'Orco,Spezia,ITA1,DF,2020-21,26.0,1,1209498.0,1345350.0
cristian gamboa,Cristian Gamboa,Bochum,GER1,MF,2024-25,34.0,4,332404.0,262586.0
cristian herrera,Cristian Herrera,Las Palmas,ESP1,MF,2023-24,32.0,1,453887.0,405153.0
cristian molinaro,Cristian Molinaro,Venezia,ITA1,DF,2021-22,38.0,1,147394.0,86077.0
cristian romero,Cristian Romero,Atlético Madrid,ESP1,DF,2026-27,28.0,7,29690203.0,18290175.0
cristian tello,Cristian Tello,Real Betis,ESP1,MF,2021-22,29.0,2,4458178.0,3506246.0
cristian volpato,Cristian Volpato,Sassuolo,ITA1,FW,2026-27,23.0,5,6879271.0,6978825.0
cristian zapata,Cristian Zapata,Genoa,ITA1,DF,2020-21,34.0,1,398792.0,298868.0
cristiano biraghi,Cristiano Biraghi,Torino,ITA1,DF,2025-26,33.0,6,1180781.0,820615.0
cristiano piccini,Cristiano Piccini,Valencia,ESP1,DF,2021-22,28.0,3,1643894.0,1563110.0
cristiano ronaldo,Cristiano Ronaldo,Manchester Utd,ENG1,FW,2022-23,37.0,4,10660348.0,4290676.0
cristo,Cristo,Real Sociedad,ESP1,DF,2021-22,21.0,1,900000.0,1200000.0
crysencio summerville,Crysencio Summerville,West Ham,ENG1,MF,2025-26,23.0,4,14646004.0,12981044.0
cucho,Cucho,Real Betis,ESP1,FW,2026-27,27.0,5,12958633.0,10251930.0
curro,Curro,Almería,ESP1,FW,2022-23,26.0,1,1581441.0,1794721.0
curtis jones,Curtis Jones,Inter,ITA1,MF,2026-27,25.0,7,30018840.0,22066837.0
cyle larin,Cyle Larin,Mallorca,ESP1,FW,2024-25,29.0,2,3288232.0,2878942.0
cyriaque irie,Cyriaque Irié,Freiburg,GER1,MF,2026-27,21.0,2,8767271.0,8907162.0
cyriel dessers,Cyriel Dessers,Cremonese,ITA1,FW,2022-23,28.0,1,5393435.0,4629709.0
cyril ngonge,Cyril Ngonge,Torino,ITA1,FW,2025-26,25.0,4,7610160.0,7106687.0
cyrille bayala,Cyrille Bayala,Ajaccio,FRA1,MF,2022-23,26.0,1,1515224.0,1662935.0
daam foulon,Daam Foulon,Benevento,ITA1,DF,2020-21,21.0,1,2013657.0,2511475.0
daan dierckx,Daan Dierckx,Parma Calcio 1913,ITA1,DF,2020-21,17.0,1,1893682.0,2541732.0
daan heymans,Daan Heymans,Venezia,ITA1,MF,2021-22,22.0,1,2299357.0,2778571.0
daichi kamada,Daichi Kamada,Crystal Palace,ENG1,MF,2026-27,30.0,7,6998212.0,4810336.0
daiki hashioka,Daiki Hashioka,Gladbach,GER1,DF,2026-27,27.0,2,1761475.0,1756395.0
daishawn redan,Daishawn Redan,Hertha BSC,GER1,FW,2020-21,19.0,1,3384924.0,4138811.0
daizen maeda,Daizen Maeda,Ipswich Town,ENG1,MF,2026-27,29.0,1,7594177.0,5514006.0
dalbert,Dalbert,Cagliari,ITA1,DF,2021-22,28.0,2,2743826.0,2416016.0
dale stephens,Dale Stephens,Burnley,ENG1,MF,2021-22,32.0,2,1114529.0,869445.0
daley blind,Daley Blind,Girona,ESP1,DF,2025-26,35.0,4,958602.0,574317.0
daley sinkgraven,Daley Sinkgraven,Las Palmas,ESP1,DF,2024-25,29.0,5,1167837.0,1097752.0
damian,Damián,Getafe,ESP1,MF,2025-26,22.0,1,600000.0,800000.0
damian kadzior,Damian Kądzior,Eibar,ESP1,MF,2020-21,28.0,1,2178005.0,2029419.0
damian rodriguez,Damián Rodríguez,Celta Vigo,ESP1,MF,2025-26,22.0,3,2265260.0,2743510.0
damian suarez,Damián Suárez,Getafe,ESP1,DF,2023-24,35.0,4,506421.0,333882.0
damien da silva,Damien Da Silva,Lyon,FRA1,DF,2022-23,34.0,3,657911.0,457391.0
damien le tallec,Damien Le Tallec,Montpellier,FRA1,MF,2020-21,30.0,1,1882599.0,1575725.0
damion downs,Damion Downs,Hamburger SV,GER1,FW,2025-26,21.0,2,4306089.0,4923425.0
damir ceter,Damir Ceter,Cagliari,ITA1,FW,2021-22,24.0,1,1408075.0,1755918.0
dan axel zagadou,Dan-Axel Zagadou,Stuttgart,GER1,DF,2025-26,26.0,6,3609387.0,3407527.0
dan burn,Dan Burn,Newcastle,ENG1,DF,2025-26,33.0,7,2812338.0,1715944.0
dan gosling,Dan Gosling,Watford,ENG1,MF,2021-22,31.0,1,1141442.0,958276.0
dan ndoye,Dan Ndoye,Nottingham,ENG1,MF,2026-27,26.0,6,18833201.0,14163006.0
dan neil,Dan Neil,Sunderland,ENG1,MF,2025-26,23.0,1,5439479.0,5593351.0
dan nlundulu,Dan Nlundulu,Southampton,ENG1,FW,2020-21,21.0,1,2691762.0,3302387.0
dane scarlett,Dane Scarlett,Tottenham,ENG1,FW,2025-26,21.0,5,1911192.0,2468342.0
danel sinani,Danel Sinani,St Pauli,GER1,MF,2025-26,28.0,2,2170298.0,2023312.0
dango ouattara,Dango Ouattara,Brentford,ENG1,MF,2026-27,24.0,7,17715409.0,14702119.0
dani alves,Dani Alves,Barcelona,ESP1,DF,2021-22,38.0,1,371411.0,188823.0
dani calvo,Dani Calvo,Oviedo,ESP1,DF,2025-26,31.0,2,838138.0,719621.0
dani cardenas,Dani Cárdenas,Rayo Vallecano,ESP1,GK,2026-27,29.0,6,1394692.0,1338072.0
dani carvajal,Dani Carvajal,Real Madrid,ESP1,DF,2025-26,33.0,6,3738633.0,2185756.0
dani ceballos,Dani Ceballos,Real Madrid,ESP1,MF,2025-26,28.0,6,6658244.0,5246592.0
dani de wit,Dani de Wit,Bochum,GER1,MF,2024-25,26.0,1,3238745.0,3171686.0
dani escriche,Dani Escriche,Huesca,ESP1,MF,2020-21,22.0,1,2036193.0,2505833.0
dani garcia,Dani García,Athletic Club,ESP1,MF,2023-24,33.0,4,1323108.0,926767.0
dani gomez,Dani Gómez,Valencia,ESP1,FW,2024-25,26.0,4,1751763.0,1957744.0
dani olmo,Dani Olmo,Barcelona,ESP1,MF,2026-27,28.0,7,34737423.0,21364835.0
dani plomer,Dani Plomer,Granada,ESP1,FW,2020-21,21.0,1,225000.0,300000.0
dani raba,Dani Raba,Valencia,ESP1,FW,2026-27,31.0,6,878476.0,829290.0
dani rodriguez,Dani Rodríguez,Mallorca,ESP1,FW,2025-26,37.0,5,244154.0,173154.0
daniel amartey,Daniel Amartey,Leicester City,ENG1,DF,2022-23,27.0,3,6687714.0,5459000.0
daniel bachmann,Daniel Bachmann,Watford,ENG1,GK,2021-22,27.0,1,2861325.0,2733316.0
daniel ballard,Daniel Ballard,Sunderland,ENG1,DF,2026-27,27.0,2,13593391.0,9975983.0
daniel batz,Daniel Batz,Mainz 05,GER1,GK,2025-26,34.0,2,295696.0,253545.0
daniel bentley,Daniel Bentley,Wolves,ENG1,GK,2025-26,32.0,3,911323.0,768991.0
daniel bessa,Daniel Bessa,Verona,ITA1,MF,2021-22,28.0,2,2415602.0,2216119.0
daniel brosinski,Daniel Brosinski,Mainz 05,GER1,MF,2021-22,33.0,2,508991.0,411451.0
daniel caligiuri,Daniel Caligiuri,Augsburg,GER1,MF,2022-23,34.0,3,583406.0,423575.0
daniel chesters,Daniel Chesters,West Ham,ENG1,MF,2021-22,19.0,1,750000.0,1000000.0
daniel ciofani,Daniel Ciofani,Cremonese,ITA1,FW,2022-23,37.0,1,199802.0,146025.0
daniel congre,Daniel Congre,Montpellier,FRA1,DF,2020-21,35.0,1,396669.0,271283.0
daniel diaz,Daniel Díaz,Real Sociedad,ESP1,FW,2025-26,19.0,2,1582766.0,2169018.0
daniel didavi,Daniel Didavi,Stuttgart,GER1,MF,2021-22,31.0,2,795105.0,704719.0
daniel elfadli,Daniel Elfadli,Hamburger SV,GER1,DF,2025-26,28.0,1,3061659.0,2651917.0
daniel fuzato,Daniel Fuzato,Getafe,ESP1,GK,2023-24,26.0,2,1197799.0,1362972.0
daniel ginczek,Daniel Ginczek,Wolfsburg,GER1,FW,2021-22,30.0,2,1286142.0,1221987.0
daniel gore,Daniel Gore,Manchester Utd,ENG1,MF,2023-24,18.0,1,1841948.0,2491040.0
daniel heuer fernandes,Daniel Heuer Fernandes,Hamburger SV,GER1,GK,2026-27,34.0,2,795745.0,588158.0
daniel iversen,Daniel Iversen,Leicester City,ENG1,GK,2022-23,25.0,1,2681157.0,2812190.0
daniel james,Daniel James,Leeds United,ENG1,FW,2026-27,29.0,7,8655898.0,6554359.0
daniel jebbison,Daniel Jebbison,Bournemouth,ENG1,FW,2026-27,23.0,4,4622404.0,4977473.0
daniel kyereh,Daniel Kyereh,Freiburg,GER1,MF,2022-23,26.0,1,3657331.0,3516896.0
daniel luna,Daniel Luna,Mallorca,ESP1,MF,2024-25,21.0,1,1294406.0,1752123.0
daniel maldini,Daniel Maldini,Cagliari,ITA1,MF,2026-27,25.0,7,6252879.0,5815985.0
daniel martinez,Daniel Martinez,Atlético Madrid,ESP1,DF,2026-27,22.0,2,937541.0,1274741.0
daniel munoz,Daniel Muñoz,Crystal Palace,ENG1,MF,2026-27,30.0,4,12462509.0,7855992.0
daniel oyegoke,Daniel Oyegoke,Verona,ITA1,DF,2025-26,22.0,2,1250653.0,1628533.0
daniel parejo,Daniel Parejo,Villarreal,ESP1,MF,2025-26,36.0,6,812372.0,464677.0
daniel peretz,Daniel Peretz,Bayern Munich,GER1,GK,2024-25,24.0,2,3441609.0,3599028.0
daniel podence,Daniel Podence,Wolves,ENG1,FW,2024-25,28.0,4,8503805.0,6817723.0
daniel requena,Daniel Requena,Villarreal,ESP1,MF,2024-25,20.0,1,1113279.0,1576186.0
daniel rodriguez,Daniel Rodriguez,Barcelona,ESP1,MF,2024-25,18.0,1,600000.0,800000.0
daniel svensson,Daniel Svensson,Dortmund,GER1,MF,2026-27,24.0,3,15996234.0,13480205.0
daniel villahermosa,Daniel Villahermosa,Espanyol,ESP1,MF,2021-22,20.0,1,750000.0,1000000.0
daniel vivian,Daniel Vivian,Athletic Club,ESP1,DF,2025-26,26.0,5,17080376.0,12771553.0
daniel wass,Daniel Wass,Valencia,ESP1,MF,2021-22,32.0,3,3939164.0,2542774.0
daniel yanez,Daniel Yáñez,Real Madrid,ESP1,MF,2025-26,18.0,2,1761530.0,2398289.0
daniele baselli,Daniele Baselli,Como,ITA1,MF,2024-25,32.0,3,464562.0,413239.0
daniele padelli,Daniele Padelli,Udinese,ITA1,GK,2025-26,40.0,4,67045.0,40339.0
daniele rugani,Daniele Rugani,Fiorentina,ITA1,DF,2025-26,31.0,6,1638699.0,1272360.0
daniele sommariva,Daniele Sommariva,Genoa,ITA1,GK,2025-26,28.0,3,154749.0,217969.0
daniele verde,Daniele Verde,Spezia,ITA1,FW,2022-23,26.0,3,3874343.0,3843883.0
danijel petkovic,Danijel Petkovic,Angers,FRA1,GK,2021-22,28.0,1,1465380.0,1473227.0
danilho doekhi,Danilho Doekhi,Lazio,ITA1,DF,2026-27,28.0,5,8511866.0,6324377.0
danilo,Danilo,Juventus,ITA1,DF,2024-25,33.0,8,7912389.0,4133874.0
danilo cataldi,Danilo Cataldi,Lazio,ITA1,MF,2025-26,31.0,6,2293330.0,1734009.0
danilo dambrosio,Danilo D'Ambrosio,Monza,ITA1,DF,2024-25,36.0,5,539876.0,319879.0
danilo pereira,Danilo Pereira,Paris Saint Germain,FRA1,DF,2023-24,32.0,4,6160114.0,3628771.0
danilo santos,Danilo Santos,Nottingham,ENG1,MF,2024-25,23.0,2,22102062.0,18416887.0
danilo soares,Danilo Soares,Bochum,GER1,MF,2023-24,31.0,3,1019057.0,870209.0
danley jean jacques,Danley Jean Jacques,Metz,FRA1,MF,2023-24,23.0,1,3167882.0,3532661.0
danny blum,Danny Blum,Bochum,GER1,FW,2021-22,30.0,1,992981.0,980778.0
danny da costa,Danny da Costa,Mainz 05,GER1,DF,2026-27,33.0,8,677327.0,511651.0
danny ings,Danny Ings,West Ham,ENG1,FW,2024-25,32.0,6,6240324.0,4100498.0
danny latza,Danny Latza,Schalke 04,GER1,MF,2022-23,32.0,2,668292.0,562905.0
danny rose,Danny Rose,Watford,ENG1,DF,2021-22,31.0,1,1847589.0,1408966.0
danny ward,Danny Ward,Leicester City,ENG1,GK,2024-25,31.0,3,1804754.0,1472727.0
danny welbeck,Danny Welbeck,Brighton,ENG1,FW,2025-26,34.0,6,1917356.0,1294148.0
dante,Dante,Nice,FRA1,DF,2025-26,42.0,6,201859.0,148133.0
dany mota,Dany Mota,Monza,ITA1,FW,2026-27,28.0,4,3306758.0,3054640.0
danylo ignatenko,Danylo Ignatenko,Bordeaux,FRA1,MF,2021-22,24.0,1,2534789.0,2815996.0
dapo afolayan,Dapo Afolayan,St Pauli,GER1,MF,2025-26,27.0,2,2194612.0,2162616.0
dara oshea,Dara O'Shea,Ipswich Town,ENG1,DF,2026-27,27.0,4,9244664.0,7188438.0
dario benedetto,Dario Benedetto,Marseille,FRA1,FW,2021-22,31.0,3,2902485.0,2290290.0
dario essugo,Dario Essugo,Strasbourg,FRA1,MF,2026-27,21.0,3,16017419.0,14866483.0
dario maresic,Dario Maresic,Reims,FRA1,DF,2020-21,21.0,1,4188575.0,4680557.0
dario osorio,Darío Osorio,Crystal Palace,ENG1,FW,2026-27,22.0,1,12244167.0,11703595.0
dario poveda,Darío Poveda,Getafe,ESP1,FW,2021-22,24.0,2,879836.0,1177372.0
dariusz stalmach,Dariusz Stalmach,Werder Bremen,GER1,MF,2026-27,21.0,1,2810846.0,3387007.0
darko brasanac,Darko Brašanac,Leganés,ESP1,MF,2024-25,32.0,5,669922.0,564073.0
darko churlinov,Darko Churlinov,Stuttgart,GER1,FW,2022-23,22.0,2,1907757.0,2410039.0
darko lazovic,Darko Lazovic,Verona,ITA1,DF,2024-25,34.0,5,829950.0,557236.0
darnell furlong,Darnell Furlong,Ipswich Town,ENG1,DF,2026-27,31.0,2,1875332.0,1426928.0
darren randolph,Darren Randolph,West Ham,ENG1,GK,2020-21,33.0,1,1217014.0,913252.0
darwin machis,Darwin Machís,Valladolid,ESP1,MF,2024-25,31.0,5,1321830.0,1085561.0
darwin nunez,Darwin Núñez,Liverpool,ENG1,FW,2024-25,25.0,3,39730475.0,28955939.0
david abraham,David Abraham,Frankfurt,GER1,DF,2020-21,34.0,1,829520.0,556991.0
david affengruber,David Affengruber,Elche,ESP1,DF,2026-27,25.0,2,15015309.0,12009703.0
david alaba,David Alaba,Real Madrid,ESP1,DF,2025-26,33.0,6,4425153.0,2522521.0
david arguelles,David Argüelles,Getafe,ESP1,DF,2024-25,22.0,1,300000.0,400000.0
david brooks,David Brooks,Bournemouth,ENG1,FW,2026-27,29.0,5,8085947.0,6185661.0
david button,David Button,West Brom,ENG1,GK,2020-21,31.0,1,1151879.0,1005456.0
david carmo,David Carmo,Oviedo,ESP1,DF,2025-26,26.0,1,4971463.0,4473346.0
david costas,David Costas,Oviedo,ESP1,DF,2025-26,30.0,1,1377347.0,1180355.0
david daiber,David Daiber,Bayern Munich,GER1,FW,2025-26,18.0,1,4045985.0,4858189.0
