league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup,src_league
GER-Bundesliga,2025-26,RasenBallsport Leipzig,Lukas Klostermann,3,2025,136,5358,D S,5,94,0,0.10610051080584526,0,0.10610051080584526,1,0.16196180507540703,2,2,0,0,1.1594983972609043,0.9541020207107067,GER1
GER-Bundesliga,2025-26,RasenBallsport Leipzig,Maarten Vandevoordt,3,2025,136,12942,GK S,12,1052,0,0.0,0,0.0,0,0.0,0,0,0,0,3.504514906555414,3.504514906555414,GER1
GER-Bundesliga,2025-26,RasenBallsport Leipzig,Max Finkgrafe,3,2025,136,11894,D S,13,491,1,0.22592449933290482,1,0.22592449933290482,1,0.6198278795927763,4,12,2,0,4.128876706585288,3.778356781229377,GER1
GER-Bundesliga,2025-26,RasenBallsport Leipzig,Nicolas Seiwald,3,2025,136,11871,D M S,33,2730,0,1.818481955677271,0,1.818481955677271,2,1.8090799655765295,20,15,2,0,16.26779694482684,14.033266069367528,GER1
GER-Bundesliga,2025-26,RasenBallsport Leipzig,Péter Gulácsi,3,2025,136,5241,GK,23,2008,0,0.0,0,0.0,0,0.0,0,0,1,0,5.831954948604107,5.831954948604107,GER1
GER-Bundesliga,2025-26,RasenBallsport Leipzig,Rômulo,3,2025,136,13852,F M S,30,2246,9,15.936640277504921,9,15.178863540291786,4,3.606802409514785,63,25,3,0,23.735963854938745,7.021602770313621,GER1
GER-Bundesliga,2025-26,RasenBallsport Leipzig,Samba Konate,3,2025,136,14223,S,1,1,0,0.0413617305457592,0,0.0413617305457592,0,0.0,1,0,0,0,0.0,0.0,GER1
GER-Bundesliga,2025-26,RasenBallsport Leipzig,Tidiam Gomis,3,2025,136,13442,F S,18,309,1,0.6109884418547153,1,0.6109884418547153,0,0.48779478669166565,9,3,1,0,1.586239816620946,0.7072353083640337,GER1
GER-Bundesliga,2025-26,RasenBallsport Leipzig,Timo Werner,3,2025,136,65,S,3,11,0,0.0,0,0.0,0,0.0,0,0,0,0,0.04754505679011345,0.04754505679011345,GER1
GER-Bundesliga,2025-26,RasenBallsport Leipzig,Willi Orban,3,2025,136,5257,D,33,2952,2,3.142488135956228,2,3.142488135956228,0,0.7130345124751329,20,11,4,0,16.448472633957863,15.863021917641163,GER1
GER-Bundesliga,2025-26,RasenBallsport Leipzig,Xaver Schlager,3,2025,136,7783,M S,26,1844,3,2.157680917531252,3,2.157680917531252,1,2.197766998782754,21,21,6,0,20.343336034566164,17.009082730859518,GER1
GER-Bundesliga,2025-26,RasenBallsport Leipzig,Xavi Simons,3,2025,136,8700,M,1,90,0,0.0,0,0.0,0,0.02922726608812809,0,1,0,0,0.25656625628471375,0.25656625628471375,GER1
GER-Bundesliga,2025-26,RasenBallsport Leipzig,Yan Diomande,3,2025,136,13561,F M S,33,2507,12,8.03020796738565,12,8.03020796738565,8,10.04887573234737,53,57,2,0,29.469644859433174,14.411308905109763,GER1
GER-Bundesliga,2025-26,St. Pauli,Abdoulie Ceesay,3,2025,288,13326,S,20,282,3,1.543990956619382,3,1.543990956619382,0,0.4445373900234699,11,3,4,0,1.7915069554001093,0.24322334676980972,GER1
GER-Bundesliga,2025-26,St. Pauli,Adam Dzwigala,3,2025,288,12984,D S,19,1303,1,0.15548471733927727,1,0.15548471733927727,1,0.2130086086690426,4,5,5,0,2.6446524187922478,2.524500971660018,GER1
GER-Bundesliga,2025-26,St. Pauli,Andréas Hountondji,3,2025,288,13885,F M S,21,1092,4,4.958361548837274,4,4.200584930833429,0,0.7058144751936197,21,6,2,0,3.75940072350204,0.1124955490231514,GER1
GER-Bundesliga,2025-26,St. Pauli,Arkadiusz Pyrka,3,2025,288,13882,D M S,31,2596,0,1.008908435702324,0,1.008908435702324,1,2.2230269787833095,19,24,3,0,8.325334949418902,6.6152997855097055,GER1
GER-Bundesliga,2025-26,St. Pauli,Connor Metcalfe,3,2025,288,12979,F M S,25,536,0,0.7382826870307326,0,0.7382826870307326,2,1.1607451755553484,16,9,2,0,1.9794561108574271,0.7128131743520498,GER1
GER-Bundesliga,2025-26,St. Pauli,Danel Sinani,3,2025,288,12983,F M S,30,2080,5,5.7479472532868385,2,3.4746172204613686,3,3.7052691830322146,49,45,4,0,9.471564121544361,5.2387011256068945,GER1
GER-Bundesliga,2025-26,St. Pauli,Eric Smith,3,2025,288,12975,D M S,27,2313,2,0.814800588414073,2,0.814800588414073,2,0.8954977933317423,12,18,4,1,5.893046077340841,5.734260914847255,GER1
GER-Bundesliga,2025-26,St. Pauli,Finley Stevens,3,2025,288,9916,S,1,25,0,0.0,0,0.0,0,0.0,0,0,0,0,0.041828397661447525,0.041828397661447525,GER1
GER-Bundesliga,2025-26,St. Pauli,Hauke Wahl,3,2025,288,5344,D S,30,2591,2,0.5231343070045114,2,0.5231343070045114,1,0.6354480646550655,10,6,1,0,3.7871760576963425,3.6133358404040337,GER1
GER-Bundesliga,2025-26,St. Pauli,Jackson Irvine,3,2025,288,12978,M S,24,1617,0,1.6277177091687918,0,1.6277177091687918,1,0.908556679263711,19,11,0,1,4.692420791834593,2.7359869442880154,GER1
GER-Bundesliga,2025-26,St. Pauli,James Sands,3,2025,288,13325,M S,24,1957,1,0.8688814658671618,1,0.8688814658671618,0,0.9661839380860329,16,10,4,0,4.826324421912432,3.5835245344787836,GER1
GER-Bundesliga,2025-26,St. Pauli,Joel Chima Fujita,3,2025,288,13883,F M S,32,2689,1,1.4086154643446207,1,1.4086154643446207,3,4.352827329188585,32,30,6,0,9.678257964551449,4.85630483366549,GER1
GER-Bundesliga,2025-26,St. Pauli,Karol Mets,3,2025,288,12974,D S,23,1938,1,0.7716115931980312,1,0.7716115931980312,0,0.1689066644757986,7,4,3,0,3.6232578307390213,3.6035998510196805,GER1
GER-Bundesliga,2025-26,St. Pauli,Lars Ritzka,3,2025,288,12977,D M S,21,974,0,0.22573823854327202,0,0.22573823854327202,0,0.8755739834159613,4,6,1,0,1.4658792736008763,0.7808276889845729,GER1
GER-Bundesliga,2025-26,St. Pauli,Louis Oppie,3,2025,288,13884,D M S,23,1606,1,1.1548993904143572,1,1.1548993904143572,0,1.1255840882658958,15,10,0,0,4.7634373884648085,2.7592283356934786,GER1
GER-Bundesliga,2025-26,St. Pauli,Manolis Saliakas,3,2025,288,12981,D M S,17,1118,1,0.5466044023633003,1,0.5466044023633003,3,0.9010673672892153,16,12,2,0,2.8804356046020985,1.7787759266793728,GER1
GER-Bundesliga,2025-26,St. Pauli,Martijn Kaars,3,2025,288,13966,F S,29,1331,3,3.8047829251736403,2,3.047006232663989,1,1.339794876985252,23,10,2,0,6.194270332343876,3.194861490279436,GER1
GER-Bundesliga,2025-26,St. Pauli,Mathias Rasmussen,3,2025,288,14390,M S,13,692,0,0.7939996533095837,0,0.7939996533095837,0,0.26394072920084,6,5,0,0,2.191186435520649,1.7720584273338318,GER1
GER-Bundesliga,2025-26,St. Pauli,Nikola Vasilj,3,2025,288,12973,GK,34,3060,0,0.0,0,0.0,0,0.0,0,0,0,0,2.8116685058921576,2.8116685058921576,GER1
GER-Bundesliga,2025-26,St. Pauli,Oladapo Afolayan,3,2025,288,12982,M S,7,135,0,0.526158856227994,0,0.526158856227994,0,0.08374877460300922,4,2,1,0,0.7736875526607037,0.16377991437911987,GER1
GER-Bundesliga,2025-26,St. Pauli,Pereira Lage,3,2025,288,7743,D F M S,28,2067,2,4.428796678781509,2,4.428796678781509,2,2.062663111835718,43,24,3,0,6.917279999703169,2.1819291338324547,GER1
GER-Bundesliga,2025-26,St. Pauli,Ricky-Jade Jones,3,2025,288,14197,F S,9,344,2,2.837136209011078,2,2.837136209011078,0,1.4098595241084695,11,7,1,0,4.384352348744869,0.17614782229065895,GER1
GER-Bundesliga,2025-26,St. Pauli,Taichi Hara,3,2025,288,9776,S,4,23,0,0.2931467592716217,0,0.2931467592716217,0,0.0,1,0,0,0,0.2931467592716217,0.0,GER1
GER-Bundesliga,2025-26,St. Pauli,Tomoya Ando,3,2025,288,14345,D S,15,1263,0,0.5493685305118561,0,0.5493685305118561,1,1.2957977838814259,8,6,3,0,3.7063579857349396,3.663719467818737,GER1
GER-Bundesliga,2025-26,Union Berlin,Alex Kral,3,2025,240,8017,M S,20,394,0,0.35847950726747513,0,0.35847950726747513,0,0.272127328440547,7,4,1,0,1.076263951137662,0.6060352418571711,GER1
GER-Bundesliga,2025-26,Union Berlin,Aljoscha Kemlein,3,2025,240,11236,M S,30,1984,0,1.4002653919160366,0,1.4002653919160366,2,1.5705977864563465,17,14,4,0,6.956056768074632,5.00193196348846,GER1
GER-Bundesliga,2025-26,Union Berlin,Andras Schafer,3,2025,240,7410,M S,28,1420,2,1.778747895732522,2,1.778747895732522,1,0.7768908403813839,27,6,2,1,5.5322664473205805,3.3308603167533875,GER1
GER-Bundesliga,2025-26,Union Berlin,Andrej Ilic,3,2025,240,12421,F M S,32,2238,5,11.113924760371447,5,10.356148082762957,9,4.753498738631606,71,30,5,0,13.322315469384193,2.3859814694151282,GER1
GER-Bundesliga,2025-26,Union Berlin,Carl Klaus,3,2025,240,13292,GK S,4,330,0,0.0,0,0.0,0,0.0,0,0,0,0,0.5431037116795778,0.5431037116795778,GER1
GER-Bundesliga,2025-26,Union Berlin,Christopher Trimmel,3,2025,240,7875,D S,29,1904,0,0.07365039084106684,0,0.07365039084106684,3,5.092283573001623,5,52,8,0,4.565780051983893,3.3375917868688703,GER1
GER-Bundesliga,2025-26,Union Berlin,Danilho Doekhi,3,2025,240,10725,D,34,3060,5,4.879229350015521,5,4.879229350015521,0,0.54770487267524,45,8,4,0,4.549193911254406,3.164020985364914,GER1
GER-Bundesliga,2025-26,Union Berlin,Derrick Köhn,3,2025,240,13093,D S,29,1887,1,2.375174617394805,0,1.6173979174345732,2,3.0893841087818146,28,25,5,1,4.535877007059753,2.7453682981431484,GER1
GER-Bundesliga,2025-26,Union Berlin,Diogo Leite,3,2025,240,10724,D,23,1998,0,0.7947779260575771,0,0.7947779260575771,0,0.46254740469157696,10,9,4,0,4.022552821785212,3.7514554671943188,GER1
GER-Bundesliga,2025-26,Union Berlin,Dmytro Bogdanov,3,2025,240,14109,S,2,2,0,0.5116710662841797,0,0.5116710662841797,0,0.0,3,0,0,0,0.44151416420936584,0.0,GER1
GER-Bundesliga,2025-26,Union Berlin,Frederik Rönnow,3,2025,240,7048,GK,30,2640,0,0.0,0,0.0,0,0.018664758652448654,0,1,2,0,1.797542778775096,1.7788780201226473,GER1
GER-Bundesliga,2025-26,Union Berlin,Ilyas Ansah,3,2025,240,13866,F M S,33,1960,5,3.8260167790576816,5,3.8260167790576816,1,1.5223449170589447,33,17,1,0,6.577519843354821,2.9834984317421913,GER1
GER-Bundesliga,2025-26,Union Berlin,Janik Haberer,3,2025,240,4271,D M S,28,1662,0,0.6165919480845332,0,0.6165919480845332,1,1.4660948365926743,11,21,8,0,2.625936538912356,1.615098069421947,GER1
GER-Bundesliga,2025-26,Union Berlin,Josip Juranovic,3,2025,240,11333,D S,11,309,1,0.7259451868012547,1,0.7259451868012547,1,1.2349283397197723,4,12,1,0,1.2414962649345398,0.4408333860337734,GER1
GER-Bundesliga,2025-26,Union Berlin,Leopold Querfeld,3,2025,240,12920,D S,31,2701,3,3.893261847086251,1,1.6199317695572972,0,2.3009741939604282,29,21,7,0,4.945359595119953,3.9754452016204596,GER1
GER-Bundesliga,2025-26,Union Berlin,Linus Güther,3,2025,240,14567,S,1,4,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,GER1
GER-Bundesliga,2025-26,Union Berlin,Livan Burcu,3,2025,240,14177,F M S,18,621,1,2.16127123311162,1,2.16127123311162,1,0.5088458983227611,16,9,4,0,2.6868134327232838,0.9930684771388769,GER1
GER-Bundesliga,2025-26,Union Berlin,Marin Ljubicic,3,2025,240,13428,S,2,11,2,1.5059347748756409,2,1.5059347748756409,0,0.0,2,0,0,0,0.6139925122261047,0.0,GER1
GER-Bundesliga,2025-26,Union Berlin,Matheo Raab,3,2025,240,13867,GK,1,90,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,GER1
GER-Bundesliga,2025-26,Union Berlin,Oliver Burke,3,2025,240,5256,F M S,29,1699,6,6.0373401287943125,6,6.0373401287943125,2,2.2901990823447704,34,23,4,0,9.287183087319136,1.809681724756956,GER1
GER-Bundesliga,2025-26,Union Berlin,Rani Khedira,3,2025,240,5251,M,32,2854,5,2.2710952758789062,5,2.2710952758789062,1,2.3157351221889257,23,16,7,0,6.596783770248294,3.21970677934587,GER1
GER-Bundesliga,2025-26,Union Berlin,Robert Skov,3,2025,240,7867,D,3,236,0,0.032468199729919434,0,0.032468199729919434,0,0.08000954240560532,1,1,0,0,0.3229803517460823,0.2905121520161629,GER1
GER-Bundesliga,2025-26,Union Berlin,Stanley N'Soki,3,2025,240,6436,D S,13,837,1,0.13325468823313713,1,0.13325468823313713,2,0.20163500867784023,3,4,2,0,1.0962544791400433,0.9779290817677975,GER1
GER-Bundesliga,2025-26,Union Berlin,Tim Skarke,3,2025,240,10926,F M S,22,555,1,0.906526424922049,1,0.906526424922049,1,1.4481029501184821,14,11,0,0,3.765563036315143,1.586321622133255,GER1
GER-Bundesliga,2025-26,Union Berlin,Tom Rothe,3,2025,240,10550,D S,21,1018,2,1.6000693328678608,2,1.6000693328678608,0,0.9030134752392769,19,11,1,1,2.1565405651926994,1.3000704422593117,GER1
GER-Bundesliga,2025-26,Union Berlin,Woo-Yeong Jeong,3,2025,240,7267,F M S,28,1182,4,2.681515445932746,4,2.681515445932746,1,0.4271412957459688,22,6,0,0,4.1683559119701385,1.4844767227768898,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Alexander Nübel,3,2025,133,2639,GK,34,3060,0,0.0,0,0.0,1,0.36824002489447594,0,4,0,0,7.689679289236665,7.51086644269526,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Ameen Al Dakhil,3,2025,133,11699,D S,8,368,0,0.06256280839443207,0,0.06256280839443207,0,0.08149907365441322,1,2,1,0,0.7323282063007355,0.717394694685936,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Angelo Stiller,3,2025,133,9725,M S,34,2752,2,3.622028611600399,2,2.8642519041895866,5,6.064722905866802,17,54,1,0,19.65218799188733,14.894567806273699,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Atakan Karazor,3,2025,133,8878,M S,28,1906,0,1.0594271700829268,0,1.0594271700829268,1,1.621204137802124,7,13,5,1,11.42892475426197,8.954623859375715,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Badredine Bouanani,3,2025,133,11062,F M S,14,451,0,1.0744991190731525,0,1.0744991190731525,0,0.5685664489865303,16,5,1,0,4.118053063750267,2.8789315968751907,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Bilal El Khannouss,3,2025,133,13020,F M S,25,1654,4,3.092769087292254,4,3.092769087292254,5,5.275783350691199,42,44,6,0,11.292239958420396,5.437266502529383,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Chema Andres,3,2025,133,13078,M S,25,1299,3,1.9759311750531197,3,1.9759311750531197,0,1.2185792801901698,15,15,5,0,8.577176412567496,7.514525938779116,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Chris Führich,3,2025,133,6449,F M S,33,1727,7,4.271757278591394,7,4.271757278591394,7,7.827977802604437,45,49,2,0,17.83286163210869,10.075685493648052,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Dan-Axel Zagadou,3,2025,133,6103,D,3,216,0,0.29566334933042526,0,0.29566334933042526,0,0.0886286199092865,6,1,0,0,0.9479237943887711,0.7582869995385408,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Deniz Undav,3,2025,133,10804,F M S,29,2261,19,19.05754723213613,19,18.299770614132285,6,5.584789767861366,124,38,5,0,30.379802346229553,9.692078652791679,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Ermedin Demirovic,3,2025,133,6496,F S,25,1507,12,8.664393775165081,11,7.906617097556591,3,2.179655436426401,41,17,5,0,13.179813992232084,4.325801435858011,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Finn Jeltsch,3,2025,133,13426,D S,23,1501,0,0.19509844854474068,0,0.19509844854474068,1,0.10187679901719093,3,5,3,0,5.332050487399101,5.174723267555237,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Jamie Leweling,3,2025,133,9718,D M S,32,2385,7,4.102848822250962,7,4.102848822250962,9,6.05470309779048,49,41,4,0,17.34269355610013,9.020369471982121,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Jeremy Arévalo,3,2025,133,14338,S,7,21,0,0.15828637033700943,0,0.15828637033700943,1,0.062080275267362595,3,1,0,0,0.34943726658821106,0.12907062470912933,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Joshua Vagnoman,3,2025,133,6626,D M S,27,1589,1,3.556872447952628,1,3.556872447952628,3,2.121924228966236,19,16,3,0,7.574769550934434,3.1966566257178783,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Julian Chabot,3,2025,133,7937,D S,27,2307,0,1.6176300728693604,0,1.6176300728693604,0,0.2743483893573284,18,7,3,0,11.031767396256328,10.77568300254643,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Lazar Jovanovic,3,2025,133,13868,S,3,23,0,0.0999414473772049,0,0.0999414473772049,0,0.09531611576676369,1,2,0,0,0.19525755941867828,0.0,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Lorenz Assignon,3,2025,133,8973,D S,24,1091,0,0.6752535561099648,0,0.6752535561099648,0,1.0527520487084985,12,10,3,1,5.320500722154975,4.25156906992197,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Luca Jaquez,3,2025,133,13425,D S,14,893,0,0.15299018938094378,0,0.15299018938094378,1,0.4413405451923609,4,5,1,0,3.8481910564005375,3.353291839361191,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Maximilian Mittelstädt,3,2025,133,419,D M S,32,2200,6,4.954262416809797,2,1.9231557194143534,4,5.520105980336666,31,37,4,0,16.285320289433002,12.091185672208667,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Nick Woltemade,3,2025,133,8117,M,1,90,0,0.0,0,0.0,0,0.34767159819602966,0,1,0,0,0.5924015045166016,0.2447298914194107,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Nikolas Nartey,3,2025,133,6415,F M S,28,1255,4,4.401471285149455,4,4.401471285149455,3,3.354308173060417,22,24,2,0,12.59413393214345,5.368743376806378,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Pascal Stenzel,3,2025,133,326,D,2,114,0,0.15920219477266073,0,0.15920219477266073,0,0.0,3,0,2,0,0.2664077952504158,0.11815702170133591,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Ramon Hendriks,3,2025,133,12927,D S,31,2011,0,0.2131752036511898,0,0.2131752036511898,3,0.5864755865186453,5,6,3,0,9.381356485188007,9.077877201139927,GER1
GER-Bundesliga,2025-26,VfB Stuttgart,Tiago Tomás,3,2025,133,10367,F M S,27,996,5,5.533668488264084,5,5.533668488264084,3,1.2588633932173252,35,11,4,0,8.350152125582099,2.681462910026312,GER1
GER-Bundesliga,2025-26,Werder Bremen,Amos Pieper,3,2025,123,7320,D,19,1510,0,0.3870185147970915,0,0.3870185147970915,0,0.06971349939703941,8,2,4,0,2.2050731107592583,2.1713340766727924,GER1
GER-Bundesliga,2025-26,Werder Bremen,Cameron Puertas,3,2025,123,14058,F M S,28,1867,1,2.220278110355139,1,2.220278110355139,2,2.42338989302516,37,28,6,0,7.052124924957752,4.7557182889431715,GER1
GER-Bundesliga,2025-26,Werder Bremen,Felix Agu,3,2025,123,8804,D M S,11,757,0,0.08192805992439389,0,0.08192805992439389,0,0.44715105555951595,2,7,1,0,1.3019620757550001,1.035733675584197,GER1
GER-Bundesliga,2025-26,Werder Bremen,Isaac Schmidt,3,2025,123,13974,D S,19,671,1,0.5206902362406254,1,0.5206902362406254,0,0.5155902737751603,5,10,2,0,3.2245144806802273,2.3847034201025963,GER1
GER-Bundesliga,2025-26,Werder Bremen,Isak Hansen-Aaröen,3,2025,123,12431,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,GER1
GER-Bundesliga,2025-26,Werder Bremen,Jens Stage,3,2025,123,10734,M,29,2489,10,6.0983161851763725,10,6.0983161851763725,2,3.4768182542175055,57,26,5,0,12.630906242877245,5.692467089742422,GER1
GER-Bundesliga,2025-26,Werder Bremen,Jovan Milosevic,3,2025,123,11840,F S,13,476,3,2.319580804556608,3,2.319580804556608,1,0.24364536255598068,12,3,2,0,2.8273107409477234,0.4218983128666878,GER1
GER-Bundesliga,2025-26,Werder Bremen,Julián Malatini,3,2025,123,12360,D S,11,508,0,0.02844528667628765,0,0.02844528667628765,0,0.1550656594336033,2,2,3,0,1.295384829863906,1.235657211393118,GER1
GER-Bundesliga,2025-26,Werder Bremen,Justin Njinmah,3,2025,123,10585,D F M S,33,1963,5,6.778727872297168,5,6.778727872297168,0,1.2397968284785748,62,17,2,0,11.163103096187115,3.214089992456138,GER1
GER-Bundesliga,2025-26,Werder Bremen,Karim Coulibaly,3,2025,123,13496,D S,27,2128,1,1.1301267184317112,1,1.1301267184317112,0,0.19372600317001343,6,7,3,1,4.0185731295496225,3.783440677449107,GER1
GER-Bundesliga,2025-26,Werder Bremen,Karl Hein,3,2025,123,9692,GK,2,180,0,0.0,0,0.0,0,0.0,0,0,0,0,0.270400308072567,0.270400308072567,GER1
GER-Bundesliga,2025-26,Werder Bremen,Keke Maximilian Topp,3,2025,123,11314,F S,20,617,1,2.021150179207325,1,2.021150179207325,1,0.873332935385406,25,9,4,0,4.603332705795765,2.0922563280910254,GER1
GER-Bundesliga,2025-26,Werder Bremen,Leonardo Bittencourt,3,2025,123,262,M S,17,588,0,0.21512252185493708,0,0.21512252185493708,1,0.8824588861316442,7,5,5,0,2.723938686773181,2.383876219391823,GER1
GER-Bundesliga,2025-26,Werder Bremen,Marco Friedl,3,2025,123,5340,D S,30,2552,1,0.729124104604125,1,0.729124104604125,0,0.2931987326592207,8,5,9,1,5.8012143187224865,5.562721598893404,GER1
GER-Bundesliga,2025-26,Werder Bremen,Marco Grüll,3,2025,123,12924,F M S,33,2039,3,4.225460607558489,3,4.225460607558489,1,2.3132778629660606,43,33,5,0,9.543412220664322,4.941745131276548,GER1
GER-Bundesliga,2025-26,Werder Bremen,Maximilian Wöber,3,2025,123,7366,S,2,29,0,0.0,0,0.0,0,0.426640123128891,0,1,0,0,0.426640123128891,0.426640123128891,GER1
GER-Bundesliga,2025-26,Werder Bremen,Mick Schmetgens,3,2025,123,13422,S,2,34,0,0.0,0,0.0,0,0.0,0,0,0,0,0.23905259370803833,0.23905259370803833,GER1
GER-Bundesliga,2025-26,Werder Bremen,Mio Backhaus,3,2025,123,12925,GK,32,2880,0,0.0,0,0.0,0,0.0,0,0,1,0,3.336742208339274,3.336742208339274,GER1
GER-Bundesliga,2025-26,Werder Bremen,Niklas Stark,3,2025,123,418,D S,14,721,0,0.5795709788799286,0,0.5795709788799286,0,0.0,3,0,4,2,0.45128859393298626,0.4041371922940016,GER1
GER-Bundesliga,2025-26,Werder Bremen,Olivier Deman,3,2025,123,12028,D S,16,1251,1,0.428515175357461,1,0.428515175357461,2,1.47944251075387,10,17,3,0,4.93840117380023,3.729718029499054,GER1
GER-Bundesliga,2025-26,Werder Bremen,Patrice Covic,3,2025,123,13291,M S,15,326,1,1.1091214641928673,1,1.1091214641928673,0,0.940799904987216,5,4,1,0,2.82220889814198,1.3946651984006166,GER1
GER-Bundesliga,2025-26,Werder Bremen,Romano Schmid,3,2025,123,9069,F M,34,3004,4,7.935770924203098,1,4.904664213769138,8,10.276878538541496,57,87,4,0,17.899825293570757,6.946343030780554,GER1
GER-Bundesliga,2025-26,Werder Bremen,Salim Musah,3,2025,123,14481,F S,8,182,1,0.47056055441498756,1,0.47056055441498756,0,0.25294122099876404,7,3,0,0,0.8138958923518658,0.18231510370969772,GER1
GER-Bundesliga,2025-26,Werder Bremen,Samuel Mbangula,3,2025,123,12904,F M S,26,1160,3,1.8366767894476652,3,1.8366767894476652,2,1.0369327440857887,17,14,0,0,4.303910743445158,1.9078107355162501,GER1
GER-Bundesliga,2025-26,Werder Bremen,Senne Lynen,3,2025,123,11835,D M,31,2766,0,1.0010085487738252,0,1.0010085487738252,0,1.2373423893004656,25,14,4,0,9.094095415435731,7.418055593036115,GER1
GER-Bundesliga,2025-26,Werder Bremen,Skelly Alvero,3,2025,123,12013,S,2,23,0,0.0,0,0.0,0,0.0,0,0,0,0,0.07283493131399155,0.07283493131399155,GER1
GER-Bundesliga,2025-26,Werder Bremen,Victor Boniface,3,2025,123,11867,F S,11,309,0,0.908873425796628,0,0.908873425796628,2,1.0533378049731255,16,7,1,0,2.354151902720332,0.713976114988327,GER1
GER-Bundesliga,2025-26,Werder Bremen,Yukinari Sugawara,3,2025,123,12761,D S,31,2444,0,1.6741932658478618,0,1.6741932658478618,6,2.4432157278060913,30,20,2,1,8.13111265283078,5.448099664412439,GER1
GER-Bundesliga,2025-26,Wolfsburg,Aaron Zehnter,3,2025,131,10863,D M S,20,1467,2,1.8096191370859742,2,1.8096191370859742,0,1.0538889579474926,11,16,0,0,5.76640553586185,3.103568371385336,GER1
GER-Bundesliga,2025-26,Wolfsburg,Adam Daghim,3,2025,131,14024,F M S,27,1328,2,3.1088089011609554,2,3.1088089011609554,3,3.074686413630843,27,18,3,0,9.786626935005188,4.455633115023375,GER1
GER-Bundesliga,2025-26,Wolfsburg,Andreas Skov Olsen,3,2025,131,7934,M S,8,365,1,0.19574299361556768,1,0.19574299361556768,0,0.8937978446483612,7,7,1,0,2.4187796115875244,1.530781688168645,GER1
GER-Bundesliga,2025-26,Wolfsburg,Bence Dárdai,3,2025,131,12965,S,1,31,0,0.0,0,0.0,0,0.012427224777638912,0,1,0,0,0.012427224777638912,0.0,GER1
GER-Bundesliga,2025-26,Wolfsburg,Christian Eriksen,3,2025,131,646,M S,31,2446,3,5.570981449447572,0,2.539874809794128,9,7.904180903919041,38,62,4,0,14.289100974798203,8.979044845327735,GER1
GER-Bundesliga,2025-26,Wolfsburg,Denis Vavro,3,2025,131,7940,D S,17,1168,1,1.6649845857173204,1,1.6649845857173204,0,0.17777816951274872,12,3,2,0,1.7065384555608034,1.423941339366138,GER1
GER-Bundesliga,2025-26,Wolfsburg,Dzenan Pejcinovic,3,2025,131,11227,F S,30,1445,8,8.291429496370256,8,8.291429496370256,0,1.645487703382969,51,12,1,0,9.861923123709857,1.750562708824873,GER1
GER-Bundesliga,2025-26,Wolfsburg,Jan Bürger,3,2025,131,13634,D S,7,247,0,0.06012657471001148,0,0.06012657471001148,0,0.1284901462495327,2,2,0,0,1.0541414730250835,0.9940148964524269,GER1
GER-Bundesliga,2025-26,Wolfsburg,Jenson Seelt,3,2025,131,13714,D S,9,681,0,0.10756358131766319,0,0.10756358131766319,0,0.0,2,0,0,0,1.855355310253799,1.855355310253799,GER1
GER-Bundesliga,2025-26,Wolfsburg,Jesper Lindstrom,3,2025,131,9752,M S,13,362,0,0.9394969940185547,0,0.9394969940185547,0,0.7942945100367069,9,4,2,0,1.9680058527737856,0.7649932485073805,GER1
GER-Bundesliga,2025-26,Wolfsburg,Joakim Maehle,3,2025,131,9233,D M S,16,1226,1,0.6766485814005136,1,0.6766485814005136,2,1.6462530652061105,14,14,1,0,5.031030514277518,3.4584580026566982,GER1
