season,league,tier,competition_type,Div,Date,Time,HomeTeam,AwayTeam,Referee,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,B365H,B365D,B365A,B365CH,B365CD,B365CA,AvgH,AvgD,AvgA,AvgCH,AvgCD,AvgCA,B365>2.5,B365<2.5,B365C>2.5,B365C<2.5
2021-22,La Liga,1,league,SP1,2021-10-26,20:00,Espanol,Ath Bilbao,,1,1,D,1.0,0.0,H,14.0,23.0,3.0,7.0,8.0,12.0,7.0,12.0,1.0,2.0,1.0,0.0,2.9,3.0,2.62,2.8,3.1,2.65,2.93,3.01,2.69,2.87,3.1,2.67,2.5,1.53,2.2,1.66
2021-22,La Liga,1,league,SP1,2021-10-26,20:30,Villarreal,Cadiz,,3,3,D,1.0,2.0,A,14.0,9.0,5.0,4.0,8.0,2.0,13.0,9.0,3.0,6.0,0.0,0.0,1.3,5.5,9.5,1.3,5.25,10.0,1.32,5.34,10.03,1.3,5.46,10.98,1.72,2.1,1.72,2.1
2021-22,La Liga,1,league,SP1,2021-10-27,18:00,Mallorca,Sevilla,,1,1,D,1.0,0.0,H,11.0,10.0,4.0,3.0,4.0,2.0,16.0,14.0,3.0,6.0,1.0,0.0,5.5,3.3,1.75,5.0,3.2,1.83,5.09,3.33,1.81,4.92,3.23,1.87,2.3,1.61,2.5,1.53
2021-22,La Liga,1,league,SP1,2021-10-27,18:00,Vallecano,Barcelona,,1,0,H,1.0,0.0,H,13.0,16.0,3.0,1.0,3.0,7.0,17.0,12.0,2.0,2.0,0.0,0.0,4.33,3.75,1.8,4.0,3.75,1.83,4.32,3.78,1.81,4.18,3.68,1.87,1.72,2.1,1.8,2.0
2021-22,La Liga,1,league,SP1,2021-10-27,19:00,Betis,Valencia,,4,1,H,2.0,1.0,H,14.0,10.0,9.0,4.0,4.0,7.0,14.0,19.0,2.0,5.0,0.0,0.0,1.85,3.5,4.5,1.8,3.75,4.33,1.87,3.57,4.29,1.9,3.61,4.1,1.9,1.9,1.8,2.0
2021-22,La Liga,1,league,SP1,2021-10-27,20:30,Real Madrid,Osasuna,,0,0,D,0.0,0.0,D,17.0,7.0,3.0,0.0,11.0,3.0,12.0,10.0,1.0,1.0,0.0,0.0,1.3,5.5,9.0,1.25,5.75,11.0,1.33,5.49,8.71,1.28,5.9,10.15,1.57,2.37,1.53,2.5
2021-22,La Liga,1,league,SP1,2021-10-28,18:00,Celta,Sociedad,,0,2,A,0.0,0.0,D,14.0,11.0,6.0,4.0,7.0,6.0,12.0,11.0,1.0,0.0,0.0,0.0,2.87,3.4,2.45,2.87,3.2,2.55,2.8,3.35,2.54,2.91,3.19,2.56,2.0,1.8,2.1,1.72
2021-22,La Liga,1,league,SP1,2021-10-28,19:00,Granada,Getafe,,1,1,D,0.0,1.0,A,18.0,6.0,3.0,4.0,5.0,0.0,10.0,15.0,1.0,4.0,0.0,0.0,2.6,2.8,3.25,2.25,2.9,3.75,2.61,2.85,3.16,2.25,2.92,3.81,2.75,1.44,3.2,1.36
2021-22,La Liga,1,league,SP1,2021-10-28,20:30,Levante,Ath Madrid,,2,2,D,1.0,1.0,D,10.0,7.0,3.0,3.0,5.0,2.0,15.0,11.0,3.0,5.0,1.0,0.0,5.5,3.8,1.65,6.5,4.2,1.5,5.55,3.62,1.68,6.97,4.16,1.5,2.1,1.72,2.0,1.8
2021-22,Bundesliga,1,league,D1,2021-10-29,19:30,Hoffenheim,Hertha,,2,0,H,2.0,0.0,H,14.0,5.0,3.0,2.0,9.0,4.0,15.0,9.0,2.0,1.0,0.0,1.0,1.66,4.0,4.75,1.7,3.9,4.75,1.72,3.96,4.74,1.7,4.01,4.78,1.66,2.2,1.72,2.1
2021-22,Bundesliga,1,league,D1,2021-10-30,14:30,Bielefeld,Mainz,,1,2,A,1.0,1.0,D,15.0,16.0,7.0,6.0,6.0,6.0,16.0,9.0,2.0,3.0,0.0,0.0,3.75,3.5,2.0,3.5,3.4,2.1,3.67,3.35,2.1,3.46,3.4,2.15,2.1,1.72,1.9,1.9
2021-22,Bundesliga,1,league,D1,2021-10-30,14:30,Dortmund,FC Koln,,2,0,H,1.0,0.0,H,7.0,19.0,4.0,6.0,4.0,3.0,10.0,11.0,2.0,3.0,0.0,0.0,1.45,5.0,6.0,1.45,4.75,6.5,1.48,4.87,5.94,1.48,4.79,6.19,1.4,3.0,1.53,2.5
2021-22,Bundesliga,1,league,D1,2021-10-30,14:30,Freiburg,Greuther Furth,,3,1,H,2.0,0.0,H,12.0,8.0,5.0,4.0,5.0,2.0,10.0,13.0,0.0,2.0,0.0,0.0,1.36,5.0,8.0,1.36,4.75,8.0,1.39,4.94,7.83,1.41,4.79,7.52,1.61,2.3,1.66,2.2
2021-22,Bundesliga,1,league,D1,2021-10-30,14:30,Leverkusen,Wolfsburg,,0,2,A,0.0,0.0,D,12.0,13.0,1.0,8.0,10.0,2.0,11.0,15.0,3.0,2.0,0.0,1.0,1.9,3.75,4.0,1.9,3.75,3.8,1.95,3.62,3.88,1.91,3.7,3.92,1.8,2.0,1.72,2.1
2021-22,Bundesliga,1,league,D1,2021-10-30,14:30,Union Berlin,Bayern Munich,,2,5,A,1.0,3.0,A,9.0,14.0,6.0,6.0,6.0,1.0,9.0,7.0,1.0,1.0,0.0,0.0,9.0,5.75,1.3,9.0,5.5,1.3,8.73,5.69,1.32,8.79,5.67,1.32,1.4,3.0,1.4,3.0
2021-22,Bundesliga,1,league,D1,2021-10-30,17:30,Ein Frankfurt,RB Leipzig,,1,1,D,0.0,1.0,A,12.0,15.0,3.0,7.0,5.0,5.0,11.0,9.0,1.0,1.0,0.0,0.0,4.2,4.0,1.75,4.33,4.0,1.75,4.01,4.03,1.82,4.48,4.05,1.73,1.53,2.5,1.57,2.37
2021-22,La Liga,1,league,SP1,2021-10-30,13:00,Elche,Real Madrid,,1,2,A,0.0,1.0,A,13.0,17.0,4.0,5.0,5.0,4.0,11.0,13.0,2.0,0.0,1.0,0.0,7.5,4.5,1.44,7.0,4.1,1.5,7.34,4.56,1.45,6.59,4.26,1.51,1.72,2.1,1.8,2.0
2021-22,La Liga,1,league,SP1,2021-10-30,15:15,Sevilla,Osasuna,,2,0,H,1.0,0.0,H,16.0,10.0,4.0,3.0,4.0,5.0,17.0,10.0,2.0,2.0,0.0,0.0,1.53,4.0,7.0,1.5,4.0,7.5,1.53,4.14,6.64,1.51,4.16,7.02,2.1,1.72,2.0,1.8
2021-22,La Liga,1,league,SP1,2021-10-30,17:30,Valencia,Villarreal,,2,0,H,1.0,0.0,H,9.0,11.0,3.0,1.0,7.0,6.0,19.0,17.0,2.0,4.0,0.0,0.0,2.9,3.4,2.45,3.0,3.3,2.4,2.95,3.44,2.39,3.0,3.25,2.46,1.9,1.9,2.0,1.8
2021-22,La Liga,1,league,SP1,2021-10-30,20:00,Barcelona,Alaves,,1,1,D,0.0,0.0,D,16.0,3.0,5.0,2.0,9.0,0.0,11.0,11.0,0.0,2.0,0.0,0.0,1.28,5.5,11.0,1.22,6.5,12.0,1.3,5.69,9.98,1.23,6.36,12.44,1.53,2.5,1.53,2.5
2021-22,Premier League,1,league,E0,2021-10-30,12:30,Leicester,Arsenal,M Oliver,0,2,A,0.0,2.0,A,16.0,9.0,8.0,5.0,7.0,6.0,8.0,11.0,2.0,0.0,0.0,0.0,2.4,3.5,2.87,2.45,3.5,2.8,2.47,3.47,2.87,2.5,3.49,2.8,1.8,2.0,1.72,2.1
2021-22,Premier League,1,league,E0,2021-10-30,15:00,Burnley,Brentford,J Moss,3,1,H,3.0,0.0,H,15.0,12.0,6.0,5.0,4.0,2.0,7.0,10.0,1.0,1.0,0.0,0.0,2.6,3.3,2.75,2.6,3.1,2.87,2.66,3.24,2.78,2.64,3.15,2.88,2.2,1.66,2.3,1.61
2021-22,Premier League,1,league,E0,2021-10-30,15:00,Liverpool,Brighton,M Dean,2,2,D,2.0,1.0,H,14.0,9.0,3.0,6.0,5.0,3.0,8.0,5.0,2.0,2.0,0.0,0.0,1.22,6.5,13.0,1.25,6.0,11.0,1.24,6.49,12.11,1.28,6.06,10.42,1.53,2.5,1.5,2.62
2021-22,Premier League,1,league,E0,2021-10-30,15:00,Man City,Crystal Palace,A Marriner,0,2,A,0.0,1.0,A,14.0,8.0,3.0,3.0,7.0,1.0,11.0,11.0,2.0,3.0,1.0,0.0,1.14,8.0,19.0,1.12,9.0,19.0,1.16,8.13,18.61,1.14,8.64,19.87,1.44,2.75,1.44,2.75
2021-22,Premier League,1,league,E0,2021-10-30,15:00,Newcastle,Chelsea,P Tierney,0,3,A,0.0,0.0,D,6.0,19.0,1.0,6.0,0.0,2.0,14.0,12.0,3.0,2.0,0.0,0.0,8.5,5.0,1.36,7.5,4.5,1.44,8.63,4.91,1.38,7.84,4.54,1.44,1.72,2.1,1.9,1.9
2021-22,Premier League,1,league,E0,2021-10-30,15:00,Watford,Southampton,P Bankes,0,1,A,0.0,1.0,A,10.0,12.0,4.0,1.0,5.0,8.0,16.0,6.0,2.0,2.0,0.0,0.0,3.2,3.3,2.3,3.3,3.5,2.15,3.12,3.37,2.35,3.23,3.44,2.26,1.9,1.9,1.8,2.0
2021-22,Premier League,1,league,E0,2021-10-30,17:30,Tottenham,Man United,S Attwell,0,3,A,0.0,1.0,A,9.0,10.0,0.0,4.0,10.0,2.0,12.0,14.0,2.0,3.0,0.0,0.0,2.87,3.6,2.37,3.0,3.6,2.25,2.93,3.57,2.37,3.12,3.58,2.26,1.72,2.1,1.9,1.9
2021-22,Bundesliga,1,league,D1,2021-10-31,14:30,Augsburg,Stuttgart,,4,1,H,1.0,1.0,D,20.0,12.0,12.0,3.0,7.0,5.0,15.0,12.0,3.0,4.0,0.0,0.0,3.0,3.3,2.4,2.7,3.2,2.62,2.94,3.26,2.49,2.73,3.24,2.67,1.95,1.98,1.9,1.9
2021-22,Bundesliga,1,league,D1,2021-10-31,16:30,M'gladbach,Bochum,,2,1,H,2.0,0.0,H,14.0,11.0,5.0,4.0,9.0,1.0,7.0,15.0,1.0,1.0,0.0,0.0,1.36,5.0,8.5,1.3,5.5,9.0,1.36,5.12,8.37,1.33,5.4,8.86,1.53,2.5,1.44,2.75
2021-22,La Liga,1,league,SP1,2021-10-31,13:00,Cadiz,Mallorca,,1,1,D,0.0,1.0,A,13.0,11.0,2.0,5.0,6.0,5.0,14.0,16.0,3.0,7.0,0.0,2.0,2.5,3.0,3.2,2.75,2.9,3.0,2.56,2.97,3.1,2.71,2.94,2.93,2.62,1.5,2.5,1.53
2021-22,La Liga,1,league,SP1,2021-10-31,15:15,Ath Madrid,Betis,,3,0,H,1.0,0.0,H,18.0,8.0,9.0,1.0,13.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,1.6,3.8,6.0,1.5,4.33,6.5,1.58,3.98,6.02,1.49,4.33,6.85,2.0,1.8,1.72,2.1
2021-22,La Liga,1,league,SP1,2021-10-31,17:30,Getafe,Espanol,,2,1,H,1.0,1.0,D,12.0,10.0,7.0,3.0,6.0,11.0,18.0,11.0,7.0,4.0,0.0,0.0,2.45,3.0,3.2,2.55,3.0,3.0,2.37,3.06,3.31,2.61,2.9,3.11,2.75,1.44,3.0,1.4
2021-22,La Liga,1,league,SP1,2021-10-31,20:00,Sociedad,Ath Bilbao,,1,1,D,0.0,0.0,D,8.0,11.0,3.0,5.0,2.0,7.0,21.0,14.0,4.0,3.0,0.0,1.0,2.1,3.2,3.8,2.15,3.1,3.75,2.14,3.17,3.76,2.16,3.14,3.76,2.2,1.66,2.2,1.66
2021-22,Premier League,1,league,E0,2021-10-31,14:00,Norwich,Leeds,A Taylor,1,2,A,0.0,0.0,D,14.0,13.0,3.0,6.0,5.0,0.0,14.0,23.0,1.0,4.0,0.0,0.0,3.4,3.5,2.1,3.6,3.75,1.95,3.44,3.6,2.11,3.59,3.66,2.03,1.72,2.1,1.8,2.0
2021-22,Premier League,1,league,E0,2021-10-31,16:30,Aston Villa,West Ham,C Kavanagh,1,4,A,1.0,2.0,A,9.0,21.0,3.0,9.0,3.0,6.0,7.0,13.0,1.0,2.0,1.0,0.0,2.8,3.5,2.45,2.9,3.5,2.37,2.83,3.5,2.48,2.96,3.48,2.39,1.8,2.0,1.8,2.0
2021-22,La Liga,1,league,SP1,2021-11-01,17:30,Vallecano,Celta,,0,0,D,0.0,0.0,D,11.0,10.0,5.0,4.0,4.0,7.0,13.0,14.0,2.0,5.0,0.0,0.0,2.37,3.25,3.1,2.25,3.1,3.5,2.38,3.33,3.03,2.31,3.11,3.38,1.9,1.9,2.5,1.53
2021-22,La Liga,1,league,SP1,2021-11-01,20:00,Levante,Granada,,0,3,A,0.0,2.0,A,12.0,12.0,3.0,6.0,3.0,5.0,14.0,13.0,4.0,2.0,0.0,0.0,1.95,3.4,4.0,2.05,3.25,3.8,2.01,3.44,3.85,2.08,3.26,3.81,2.1,1.72,2.2,1.66
2021-22,Premier League,1,league,E0,2021-11-01,20:00,Wolves,Everton,M Atkinson,2,1,H,2.0,0.0,H,10.0,14.0,4.0,5.0,4.0,3.0,10.0,8.0,1.0,1.0,0.0,0.0,2.2,3.2,3.5,2.15,3.2,3.6,2.24,3.28,3.39,2.24,3.17,3.56,2.3,1.61,2.5,1.53
2021-22,Bundesliga,1,league,D1,2021-11-05,19:30,Mainz,M'gladbach,,1,1,D,0.0,1.0,A,19.0,11.0,8.0,5.0,9.0,1.0,15.0,8.0,3.0,3.0,0.0,0.0,2.62,3.6,2.55,2.62,3.6,2.55,2.68,3.52,2.59,2.69,3.47,2.58,1.72,2.1,1.8,2.0
2021-22,La Liga,1,league,SP1,2021-11-05,20:00,Ath Bilbao,Cadiz,,0,1,A,0.0,1.0,A,15.0,8.0,5.0,4.0,5.0,1.0,14.0,19.0,2.0,1.0,0.0,0.0,1.36,4.75,9.0,1.4,4.5,8.0,1.37,4.81,9.42,1.4,4.62,8.84,1.9,1.9,1.9,1.9
2021-22,Premier League,1,league,E0,2021-11-05,20:00,Southampton,Aston Villa,A Madley,1,0,H,1.0,0.0,H,9.0,14.0,3.0,3.0,10.0,8.0,12.0,12.0,2.0,2.0,0.0,0.0,1.95,3.6,3.75,2.0,3.6,3.6,2.02,3.66,3.68,2.06,3.64,3.56,1.72,2.1,1.72,2.1
2021-22,Bundesliga,1,league,D1,2021-11-06,14:30,Bayern Munich,Freiburg,,2,1,H,1.0,0.0,H,29.0,14.0,11.0,4.0,6.0,4.0,5.0,13.0,0.0,0.0,0.0,0.0,1.16,8.0,15.0,1.14,9.0,15.0,1.18,7.94,14.45,1.17,8.18,15.0,1.25,4.0,1.28,3.75
2021-22,Bundesliga,1,league,D1,2021-11-06,14:30,Bochum,Hoffenheim,,2,0,H,0.0,0.0,D,14.0,9.0,4.0,1.0,2.0,4.0,7.0,20.0,1.0,5.0,0.0,0.0,3.8,3.8,1.9,3.8,3.8,1.9,3.66,3.79,1.97,3.81,3.78,1.93,1.61,2.3,1.66,2.2
2021-22,Bundesliga,1,league,D1,2021-11-06,14:30,Stuttgart,Bielefeld,,0,1,A,0.0,1.0,A,9.0,15.0,4.0,2.0,8.0,4.0,11.0,11.0,0.0,3.0,0.0,0.0,1.8,3.8,4.33,1.9,3.6,4.0,1.89,3.64,4.16,1.97,3.52,3.95,1.8,2.0,1.9,1.9
2021-22,Bundesliga,1,league,D1,2021-11-06,14:30,Wolfsburg,Augsburg,,1,0,H,1.0,0.0,H,9.0,13.0,4.0,3.0,0.0,8.0,14.0,13.0,2.0,3.0,0.0,0.0,1.5,4.2,6.5,1.57,4.0,6.0,1.54,4.24,6.25,1.58,4.1,5.95,1.8,2.0,1.72,2.1
2021-22,Bundesliga,1,league,D1,2021-11-06,17:30,RB Leipzig,Dortmund,,2,1,H,1.0,0.0,H,15.0,9.0,7.0,3.0,5.0,6.0,12.0,18.0,3.0,5.0,0.0,0.0,1.9,3.8,3.8,1.8,3.8,4.2,1.99,3.81,3.58,1.85,3.96,3.97,1.57,2.37,1.53,2.5
2021-22,La Liga,1,league,SP1,2021-11-06,13:00,Espanol,Granada,,2,0,H,2.0,0.0,H,17.0,18.0,6.0,5.0,5.0,3.0,12.0,8.0,1.0,1.0,0.0,0.0,1.85,3.4,4.5,1.8,3.6,4.5,1.88,3.42,4.52,1.86,3.55,4.43,2.2,1.66,2.0,1.8
2021-22,La Liga,1,league,SP1,2021-11-06,15:15,Celta,Barcelona,,3,3,D,0.0,3.0,A,18.0,10.0,4.0,6.0,3.0,1.0,18.0,18.0,3.0,6.0,0.0,0.0,3.3,3.6,2.1,3.75,3.5,2.0,3.33,3.6,2.15,3.72,3.5,2.04,1.8,2.0,2.0,1.8
2021-22,La Liga,1,league,SP1,2021-11-06,17:30,Alaves,Levante,,2,1,H,0.0,1.0,A,10.0,12.0,3.0,7.0,1.0,3.0,21.0,17.0,3.0,3.0,0.0,0.0,2.5,3.0,3.2,2.35,3.1,3.3,2.49,3.07,3.15,2.37,3.11,3.33,2.37,1.57,2.3,1.61
2021-22,La Liga,1,league,SP1,2021-11-06,20:00,Real Madrid,Vallecano,,2,1,H,2.0,0.0,H,15.0,19.0,7.0,7.0,4.0,5.0,8.0,14.0,1.0,2.0,0.0,0.0,1.33,5.5,8.0,1.36,5.25,7.5,1.38,5.29,7.68,1.37,4.99,8.22,1.53,2.5,1.66,2.2
2021-22,Premier League,1,league,E0,2021-11-06,12:30,Man United,Man City,M Oliver,0,2,A,0.0,2.0,A,5.0,16.0,1.0,5.0,1.0,9.0,9.0,12.0,1.0,2.0,0.0,0.0,4.75,4.0,1.7,4.75,4.2,1.66,4.69,4.09,1.72,4.65,4.14,1.71,1.57,2.37,1.66,2.2
2021-22,Premier League,1,league,E0,2021-11-06,15:00,Brentford,Norwich,J Gillett,1,2,A,0.0,2.0,A,19.0,9.0,7.0,5.0,6.0,2.0,12.0,13.0,2.0,3.0,0.0,0.0,1.6,4.0,5.75,1.6,4.0,5.5,1.63,3.92,5.8,1.64,3.97,5.53,2.0,1.8,1.97,1.93
2021-22,Premier League,1,league,E0,2021-11-06,15:00,Chelsea,Burnley,A Marriner,1,1,D,1.0,0.0,H,25.0,5.0,4.0,2.0,14.0,2.0,6.0,9.0,1.0,4.0,0.0,0.0,1.25,6.0,12.0,1.28,5.25,12.0,1.26,5.94,12.51,1.27,5.67,12.59,1.72,2.1,1.86,2.04
2021-22,Premier League,1,league,E0,2021-11-06,15:00,Crystal Palace,Wolves,G Scott,2,0,H,0.0,0.0,D,13.0,4.0,6.0,2.0,4.0,6.0,14.0,13.0,2.0,1.0,0.0,0.0,2.45,3.2,3.0,2.3,3.1,3.4,2.5,3.15,3.08,2.34,3.1,3.42,2.37,1.57,2.5,1.53
2021-22,Premier League,1,league,E0,2021-11-06,17:30,Brighton,Newcastle,D Coote,1,1,D,1.0,0.0,H,14.0,6.0,5.0,1.0,2.0,5.0,16.0,10.0,3.0,4.0,1.0,0.0,1.57,3.9,6.0,1.53,4.2,6.0,1.62,3.99,5.76,1.59,4.13,5.84,1.9,1.9,1.9,1.9
2021-22,Bundesliga,1,league,D1,2021-11-07,14:30,Hertha,Leverkusen,,1,1,D,1.0,0.0,H,15.0,8.0,5.0,3.0,5.0,6.0,13.0,13.0,1.0,3.0,0.0,0.0,3.5,3.75,2.0,3.4,3.6,2.1,3.53,3.59,2.06,3.39,3.52,2.15,1.72,2.1,1.8,2.0
2021-22,Bundesliga,1,league,D1,2021-11-07,16:30,FC Koln,Union Berlin,,2,2,D,1.0,2.0,A,16.0,9.0,5.0,3.0,5.0,2.0,8.0,19.0,2.0,2.0,0.0,0.0,2.05,3.5,3.6,1.95,3.5,3.8,2.11,3.55,3.44,2.02,3.5,3.73,1.72,2.1,1.89,2.01
2021-22,Bundesliga,1,league,D1,2021-11-07,18:30,Greuther Furth,Ein Frankfurt,,1,2,A,0.0,0.0,D,20.0,14.0,2.0,4.0,6.0,3.0,12.0,17.0,4.0,1.0,0.0,0.0,3.75,3.75,1.95,3.4,3.75,2.05,3.72,3.76,1.96,3.58,3.68,2.01,1.72,2.1,1.66,2.2
2021-22,La Liga,1,league,SP1,2021-11-07,13:00,Villarreal,Getafe,,1,0,H,1.0,0.0,H,10.0,5.0,4.0,2.0,6.0,4.0,12.0,13.0,1.0,1.0,0.0,0.0,1.5,4.0,7.0,1.45,4.2,8.0,1.53,4.09,6.88,1.48,4.16,7.71,2.2,1.66,2.0,1.8
2021-22,La Liga,1,league,SP1,2021-11-07,15:15,Valencia,Ath Madrid,,3,3,D,0.0,1.0,A,11.0,13.0,5.0,7.0,9.0,0.0,12.0,17.0,2.0,2.0,0.0,0.0,4.5,3.2,1.95,4.2,3.3,1.95,4.38,3.27,1.96,4.52,3.22,1.95,2.2,1.66,2.5,1.53
2021-22,La Liga,1,league,SP1,2021-11-07,17:30,Mallorca,Elche,,2,2,D,0.0,0.0,D,18.0,7.0,6.0,2.0,3.0,3.0,11.0,19.0,2.0,3.0,0.0,0.0,2.05,3.0,4.33,2.1,3.1,4.0,2.06,3.1,4.19,2.1,3.06,4.17,2.5,1.53,2.5,1.53
2021-22,La Liga,1,league,SP1,2021-11-07,17:30,Osasuna,Sociedad,,0,2,A,0.0,0.0,D,6.0,9.0,2.0,4.0,5.0,2.0,11.0,12.0,0.0,2.0,0.0,0.0,3.1,3.3,2.35,3.2,3.2,2.3,3.1,3.3,2.36,3.28,3.16,2.35,2.2,1.66,2.3,1.61
2021-22,La Liga,1,league,SP1,2021-11-07,20:00,Betis,Sevilla,,0,2,A,0.0,0.0,D,8.0,11.0,1.0,2.0,2.0,1.0,12.0,13.0,3.0,1.0,1.0,0.0,3.0,3.3,2.45,2.87,3.25,2.55,2.94,3.28,2.49,2.91,3.12,2.61,2.1,1.72,2.3,1.61
2021-22,Premier League,1,league,E0,2021-11-07,14:00,Arsenal,Watford,K Friend,1,0,H,0.0,0.0,D,14.0,7.0,6.0,1.0,4.0,2.0,6.0,19.0,4.0,2.0,0.0,1.0,1.36,4.75,8.5,1.44,4.75,6.5,1.39,4.9,8.25,1.45,4.76,7.13,1.57,2.37,1.61,2.3
2021-22,Premier League,1,league,E0,2021-11-07,14:00,Everton,Tottenham,C Kavanagh,0,0,D,0.0,0.0,D,12.0,8.0,2.0,0.0,4.0,2.0,13.0,17.0,2.0,4.0,1.0,0.0,3.1,3.25,2.37,3.4,3.3,2.2,3.06,3.28,2.42,3.39,3.28,2.26,2.0,1.8,2.0,1.8
2021-22,Premier League,1,league,E0,2021-11-07,14:00,Leeds,Leicester,D England,1,1,D,1.0,1.0,D,18.0,9.0,5.0,3.0,10.0,5.0,12.0,5.0,1.0,1.0,0.0,0.0,2.8,3.5,2.45,2.6,3.5,2.62,2.76,3.56,2.5,2.64,3.44,2.68,1.66,2.2,1.9,1.9
2021-22,Premier League,1,league,E0,2021-11-07,16:30,West Ham,Liverpool,C Pawson,3,2,H,1.0,1.0,D,7.0,16.0,3.0,5.0,3.0,2.0,11.0,6.0,1.0,1.0,0.0,0.0,4.75,4.0,1.7,4.2,4.1,1.75,4.59,4.11,1.72,4.45,4.21,1.73,1.5,2.62,1.5,2.62
2021-22,Bundesliga,1,league,D1,2021-11-19,19:30,Augsburg,Bayern Munich,,2,1,H,2.0,1.0,H,6.0,18.0,3.0,4.0,1.0,10.0,18.0,9.0,2.0,1.0,0.0,0.0,15.0,8.0,1.16,15.0,8.0,1.16,14.62,7.65,1.19,13.78,7.62,1.19,1.3,3.5,1.28,3.75
2021-22,La Liga,1,league,SP1,2021-11-19,20:00,Levante,Ath Bilbao,,0,0,D,0.0,0.0,D,15.0,7.0,2.0,2.0,6.0,3.0,16.0,7.0,2.0,1.0,0.0,0.0,3.5,3.3,2.15,3.75,3.3,2.05,3.49,3.25,2.23,3.51,3.3,2.19,2.2,1.66,2.0,1.8
2021-22,Bundesliga,1,league,D1,2021-11-20,14:30,Bielefeld,Wolfsburg,,2,2,D,1.0,0.0,H,10.0,13.0,3.0,5.0,6.0,5.0,15.0,9.0,4.0,1.0,0.0,0.0,4.2,3.5,1.9,3.8,3.4,2.0,4.02,3.47,1.97,3.9,3.39,2.02,2.05,1.85,2.0,1.8
2021-22,Bundesliga,1,league,D1,2021-11-20,14:30,Dortmund,Stuttgart,,2,1,H,0.0,0.0,D,20.0,12.0,4.0,4.0,2.0,3.0,11.0,14.0,0.0,2.0,0.0,0.0,1.33,5.5,8.0,1.3,5.5,9.0,1.35,5.44,8.55,1.34,5.44,9.02,1.44,2.75,1.57,2.37
2021-22,Bundesliga,1,league,D1,2021-11-20,14:30,Hoffenheim,RB Leipzig,,2,0,H,1.0,0.0,H,24.0,4.0,8.0,0.0,7.0,2.0,17.0,18.0,2.0,2.0,0.0,0.0,4.0,4.33,1.75,4.33,4.2,1.7,4.04,4.2,1.79,4.36,4.07,1.75,1.57,2.37,1.61,2.3
2021-22,Bundesliga,1,league,D1,2021-11-20,14:30,Leverkusen,Bochum,,1,0,H,1.0,0.0,H,11.0,19.0,5.0,7.0,7.0,7.0,10.0,13.0,3.0,2.0,0.0,0.0,1.36,5.0,9.0,1.44,4.75,6.5,1.4,5.04,7.77,1.45,4.72,6.75,1.53,2.5,1.53,2.5
2021-22,Bundesliga,1,league,D1,2021-11-20,14:30,M'gladbach,Greuther Furth,,4,0,H,3.0,0.0,H,19.0,4.0,11.0,2.0,7.0,7.0,11.0,13.0,1.0,3.0,0.0,0.0,1.28,6.0,10.0,1.25,6.0,11.0,1.31,5.56,9.98,1.27,6.11,10.91,1.44,2.75,1.36,3.2
2021-22,Bundesliga,1,league,D1,2021-11-20,17:30,Union Berlin,Hertha,,2,0,H,2.0,0.0,H,16.0,6.0,5.0,3.0,7.0,6.0,17.0,13.0,1.0,1.0,0.0,0.0,2.0,3.5,3.8,1.9,3.5,4.0,2.0,3.44,3.97,1.98,3.31,4.16,2.2,1.66,2.5,1.53
2021-22,La Liga,1,league,SP1,2021-11-20,13:00,Celta,Villarreal,,1,1,D,0.0,1.0,A,12.0,18.0,3.0,6.0,3.0,5.0,14.0,17.0,1.0,1.0,0.0,0.0,2.75,3.3,2.55,2.37,3.2,3.1,2.81,3.31,2.59,2.48,3.21,3.02,2.1,1.72,2.2,1.66
2021-22,La Liga,1,league,SP1,2021-11-20,15:15,Sevilla,Alaves,,2,2,D,1.0,2.0,A,16.0,8.0,6.0,3.0,5.0,2.0,14.0,17.0,4.0,4.0,0.0,0.0,1.44,4.33,8.5,1.44,4.2,8.0,1.42,4.46,8.44,1.46,4.14,8.41,2.05,1.85,2.2,1.66
2021-22,La Liga,1,league,SP1,2021-11-20,17:30,Ath Madrid,Osasuna,,1,0,H,0.0,0.0,D,15.0,9.0,2.0,3.0,7.0,4.0,7.0,8.0,2.0,2.0,0.0,0.0,1.44,4.33,8.0,1.45,4.2,8.0,1.41,4.49,8.7,1.47,4.17,8.07,2.0,1.8,2.1,1.72
2021-22,La Liga,1,league,SP1,2021-11-20,20:00,Barcelona,Espanol,,1,0,H,0.0,0.0,D,16.0,12.0,6.0,2.0,4.0,4.0,17.0,9.0,4.0,2.0,0.0,0.0,1.36,5.25,7.5,1.5,4.33,7.0,1.37,5.08,8.42,1.49,4.44,6.81,1.57,2.37,1.72,2.1
2021-22,Premier League,1,league,E0,2021-11-20,12:30,Leicester,Chelsea,P Tierney,0,3,A,0.0,2.0,A,4.0,16.0,3.0,7.0,3.0,5.0,15.0,8.0,3.0,1.0,0.0,0.0,4.75,3.75,1.75,5.0,3.75,1.7,4.74,3.72,1.78,4.91,3.71,1.76,2.03,1.87,2.0,1.8
