season,league,tier,competition_type,Div,Date,Time,HomeTeam,AwayTeam,Referee,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,B365H,B365D,B365A,B365CH,B365CD,B365CA,AvgH,AvgD,AvgA,AvgCH,AvgCD,AvgCA,B365>2.5,B365<2.5,B365C>2.5,B365C<2.5
2020-21,La Liga,1,league,SP1,2020-09-12,15:00,Eibar,Celta,,0,0,D,0.0,0.0,D,8.0,6.0,1.0,3.0,3.0,3.0,17.0,13.0,4.0,4.0,1.0,0.0,2.5,3.25,2.9,2.62,3.1,2.8,2.53,3.16,2.97,2.75,3.01,2.83,2.3,1.61,2.5,1.53
2020-21,La Liga,1,league,SP1,2020-09-12,17:30,Granada,Ath Bilbao,,2,0,H,0.0,0.0,D,4.0,9.0,2.0,2.0,1.0,2.0,8.0,10.0,3.0,4.0,0.0,0.0,2.75,3.1,2.75,2.5,2.9,3.2,2.82,3.0,2.75,2.65,2.86,3.12,2.5,1.53,3.2,1.36
2020-21,La Liga,1,league,SP1,2020-09-12,20:00,Cadiz,Osasuna,,0,2,A,0.0,1.0,A,12.0,6.0,3.0,4.0,6.0,2.0,14.0,21.0,2.0,2.0,0.0,0.0,2.8,3.0,2.75,3.2,2.9,2.5,2.8,2.95,2.82,3.21,2.81,2.63,2.75,1.44,3.2,1.36
2020-21,Premier League,1,league,E0,2020-09-12,12:30,Fulham,Arsenal,C Kavanagh,0,3,A,0.0,1.0,A,5.0,13.0,2.0,6.0,2.0,3.0,12.0,12.0,2.0,2.0,0.0,0.0,6.0,4.33,1.53,5.0,4.0,1.66,5.94,4.34,1.55,5.36,3.93,1.67,1.72,2.1,2.0,1.8
2020-21,Premier League,1,league,E0,2020-09-12,15:00,Crystal Palace,Southampton,J Moss,1,0,H,1.0,0.0,H,5.0,9.0,3.0,5.0,7.0,3.0,14.0,11.0,2.0,1.0,0.0,0.0,3.1,3.25,2.37,3.0,3.25,2.4,3.18,3.22,2.39,3.08,3.22,2.47,2.2,1.66,2.2,1.66
2020-21,Premier League,1,league,E0,2020-09-12,17:30,Liverpool,Leeds,M Oliver,4,3,H,3.0,2.0,H,22.0,6.0,6.0,3.0,9.0,0.0,9.0,6.0,1.0,0.0,0.0,0.0,1.28,6.0,9.5,1.25,6.0,11.0,1.3,5.96,9.68,1.28,6.16,10.63,1.53,2.5,1.5,2.62
2020-21,Premier League,1,league,E0,2020-09-12,20:00,West Ham,Newcastle,S Attwell,0,2,A,0.0,0.0,D,15.0,15.0,3.0,2.0,8.0,7.0,13.0,7.0,2.0,2.0,0.0,0.0,2.15,3.4,3.4,1.95,3.6,3.75,2.15,3.48,3.42,2.01,3.57,3.79,1.9,1.9,1.9,1.9
2020-21,La Liga,1,league,SP1,2020-09-13,13:00,Alaves,Betis,,0,1,A,0.0,0.0,D,7.0,11.0,2.0,4.0,6.0,4.0,19.0,17.0,3.0,3.0,0.0,0.0,2.8,3.2,2.6,3.3,3.1,2.35,2.83,3.21,2.59,3.35,3.1,2.35,2.2,1.66,2.37,1.57
2020-21,La Liga,1,league,SP1,2020-09-13,15:00,Valladolid,Sociedad,,1,1,D,1.0,0.0,H,8.0,8.0,3.0,2.0,5.0,3.0,15.0,17.0,4.0,1.0,0.0,0.0,2.8,3.2,2.6,3.0,3.0,2.55,2.88,3.2,2.55,3.04,2.88,2.69,2.3,1.61,3.2,1.36
2020-21,La Liga,1,league,SP1,2020-09-13,17:30,Villarreal,Huesca,,1,1,D,0.0,1.0,A,15.0,10.0,4.0,3.0,6.0,6.0,10.0,22.0,1.0,1.0,0.0,0.0,1.57,4.0,6.0,1.5,4.33,6.5,1.57,4.1,5.92,1.54,4.23,6.26,1.9,1.9,1.9,1.9
2020-21,La Liga,1,league,SP1,2020-09-13,20:00,Valencia,Levante,,4,2,H,2.0,2.0,D,14.0,19.0,8.0,8.0,3.0,4.0,9.0,14.0,1.0,3.0,0.0,0.0,2.1,3.5,3.5,2.45,3.3,2.9,2.1,3.46,3.53,2.41,3.27,3.07,1.8,2.0,2.0,1.8
2020-21,Premier League,1,league,E0,2020-09-13,14:00,West Brom,Leicester,A Taylor,0,3,A,0.0,0.0,D,7.0,13.0,1.0,7.0,2.0,5.0,12.0,9.0,1.0,1.0,0.0,0.0,3.8,3.6,1.95,3.25,3.4,2.2,3.87,3.57,1.97,3.32,3.33,2.28,1.9,1.9,2.2,1.66
2020-21,Premier League,1,league,E0,2020-09-13,16:30,Tottenham,Everton,M Atkinson,0,1,A,0.0,0.0,D,9.0,15.0,5.0,4.0,5.0,3.0,15.0,7.0,1.0,0.0,0.0,0.0,1.83,3.6,4.33,2.0,3.4,3.8,1.9,3.55,4.2,2.07,3.39,3.79,1.9,1.9,2.0,1.8
2020-21,Premier League,1,league,E0,2020-09-14,20:15,Brighton,Chelsea,C Pawson,1,3,A,0.0,1.0,A,13.0,10.0,3.0,5.0,4.0,3.0,8.0,13.0,1.0,0.0,0.0,0.0,5.0,4.33,1.61,5.75,4.4,1.53,5.12,4.13,1.65,5.91,4.35,1.56,1.72,2.1,1.72,2.1
2020-21,Premier League,1,league,E0,2020-09-14,18:00,Sheffield United,Wolves,M Dean,0,2,A,0.0,2.0,A,9.0,11.0,2.0,4.0,12.0,5.0,13.0,7.0,2.0,1.0,0.0,0.0,3.25,3.1,2.37,3.2,2.9,2.55,3.36,3.0,2.41,3.23,2.86,2.62,2.62,1.5,3.2,1.36
2020-21,Bundesliga,1,league,D1,2020-09-18,19:30,Bayern Munich,Schalke 04,,8,0,H,3.0,0.0,H,22.0,5.0,12.0,1.0,9.0,2.0,11.0,12.0,1.0,2.0,0.0,0.0,1.1,11.0,21.0,1.1,11.0,21.0,1.09,11.59,24.69,1.11,10.83,19.76,1.22,4.33,1.22,4.33
2020-21,Bundesliga,1,league,D1,2020-09-19,14:30,Ein Frankfurt,Bielefeld,,1,1,D,0.0,0.0,D,18.0,14.0,6.0,4.0,14.0,3.0,14.0,13.0,2.0,2.0,0.0,0.0,1.61,4.2,5.25,1.72,4.0,4.5,1.65,4.19,4.91,1.74,4.04,4.44,1.57,2.37,1.61,2.3
2020-21,Bundesliga,1,league,D1,2020-09-19,14:30,FC Koln,Hoffenheim,,2,3,A,1.0,2.0,A,13.0,13.0,6.0,7.0,1.0,6.0,12.0,13.0,0.0,0.0,0.0,0.0,2.6,3.5,2.6,2.5,3.75,2.62,2.6,3.6,2.59,2.59,3.51,2.67,1.57,2.37,1.61,2.3
2020-21,Bundesliga,1,league,D1,2020-09-19,14:30,Stuttgart,Freiburg,,2,3,A,0.0,2.0,A,22.0,7.0,7.0,6.0,7.0,2.0,12.0,16.0,2.0,2.0,0.0,0.0,2.25,3.5,3.1,2.1,3.75,3.25,2.26,3.48,3.16,2.15,3.7,3.22,1.8,2.0,1.57,2.37
2020-21,Bundesliga,1,league,D1,2020-09-19,14:30,Union Berlin,Augsburg,,1,3,A,0.0,1.0,A,13.0,9.0,3.0,5.0,8.0,1.0,9.0,9.0,2.0,0.0,0.0,0.0,2.3,3.3,3.2,2.3,3.3,3.2,2.34,3.25,3.19,2.34,3.24,3.22,2.0,1.8,2.2,1.66
2020-21,Bundesliga,1,league,D1,2020-09-19,14:30,Werder Bremen,Hertha,,1,4,A,0.0,2.0,A,17.0,13.0,7.0,6.0,7.0,4.0,13.0,17.0,2.0,0.0,0.0,0.0,2.6,3.5,2.62,2.45,3.5,2.8,2.62,3.48,2.64,2.55,3.4,2.77,1.72,2.1,1.8,2.0
2020-21,Bundesliga,1,league,D1,2020-09-19,17:30,Dortmund,M'gladbach,,3,0,H,1.0,0.0,H,9.0,8.0,4.0,2.0,1.0,3.0,10.0,9.0,1.0,1.0,0.0,0.0,1.6,4.33,5.0,1.6,4.2,5.25,1.63,4.36,4.91,1.65,4.11,5.17,1.44,2.75,1.66,2.2
2020-21,La Liga,1,league,SP1,2020-09-19,15:00,Villarreal,Eibar,,2,1,H,0.0,0.0,D,14.0,12.0,8.0,4.0,4.0,3.0,5.0,12.0,1.0,1.0,0.0,0.0,1.57,4.0,6.0,1.66,3.8,5.25,1.6,4.05,5.72,1.68,3.7,5.57,1.9,1.9,2.3,1.61
2020-21,La Liga,1,league,SP1,2020-09-19,17:30,Getafe,Osasuna,,1,0,H,0.0,0.0,D,7.0,10.0,1.0,3.0,4.0,1.0,19.0,13.0,4.0,2.0,0.0,0.0,1.95,3.25,4.33,1.9,3.3,4.33,1.99,3.18,4.36,1.99,3.1,4.54,2.75,1.44,3.2,1.36
2020-21,La Liga,1,league,SP1,2020-09-19,20:00,Celta,Valencia,,2,1,H,1.0,0.0,H,23.0,9.0,6.0,3.0,6.0,6.0,12.0,13.0,3.0,1.0,0.0,0.0,2.2,3.6,3.1,2.1,3.5,3.4,2.24,3.5,3.17,2.16,3.36,3.52,2.0,1.8,2.2,1.66
2020-21,Premier League,1,league,E0,2020-09-19,12:30,Everton,West Brom,M Dean,5,2,H,2.0,1.0,H,17.0,6.0,7.0,4.0,11.0,1.0,9.0,11.0,1.0,0.0,0.0,1.0,1.5,4.2,6.5,1.57,4.0,6.0,1.54,4.25,6.3,1.59,4.03,6.15,1.87,2.03,1.9,1.9
2020-21,Premier League,1,league,E0,2020-09-19,15:00,Leeds,Fulham,A Taylor,4,3,H,2.0,1.0,H,10.0,14.0,7.0,6.0,5.0,3.0,13.0,18.0,1.0,2.0,0.0,0.0,1.61,3.9,5.75,1.66,3.8,5.25,1.64,3.97,5.5,1.73,3.81,5.05,1.97,1.93,2.01,1.89
2020-21,Premier League,1,league,E0,2020-09-19,17:30,Man United,Crystal Palace,M Atkinson,1,3,A,0.0,1.0,A,13.0,14.0,4.0,5.0,9.0,3.0,13.0,10.0,2.0,1.0,0.0,0.0,1.3,5.5,9.5,1.36,5.0,8.0,1.32,5.57,9.56,1.37,5.07,8.7,1.66,2.2,1.66,2.2
2020-21,Premier League,1,league,E0,2020-09-19,20:00,Arsenal,West Ham,M Oliver,2,1,H,1.0,1.0,D,7.0,14.0,3.0,3.0,7.0,5.0,11.0,13.0,0.0,1.0,0.0,0.0,1.53,4.5,5.5,1.45,4.5,7.0,1.53,4.51,5.91,1.51,4.46,6.48,1.66,2.2,1.66,2.2
2020-21,Bundesliga,1,league,D1,2020-09-20,14:30,RB Leipzig,Mainz,,3,1,H,2.0,0.0,H,23.0,8.0,10.0,1.0,7.0,5.0,5.0,11.0,1.0,2.0,0.0,0.0,1.33,5.75,8.0,1.36,5.25,7.5,1.37,5.48,7.5,1.38,5.35,7.27,1.36,3.2,1.4,3.0
2020-21,Bundesliga,1,league,D1,2020-09-20,17:00,Wolfsburg,Leverkusen,,0,0,D,0.0,0.0,D,9.0,6.0,1.0,2.0,4.0,4.0,13.0,12.0,1.0,2.0,0.0,0.0,2.87,3.5,2.37,3.1,3.6,2.2,2.89,3.44,2.43,3.05,3.58,2.29,1.72,2.1,1.61,2.3
2020-21,La Liga,1,league,SP1,2020-09-20,15:00,Huesca,Cadiz,,0,2,A,0.0,1.0,A,4.0,6.0,0.0,4.0,2.0,1.0,18.0,23.0,3.0,3.0,0.0,0.0,2.1,3.1,4.0,1.9,3.0,4.75,2.17,3.01,3.92,1.99,2.98,4.75,2.62,1.5,3.2,1.36
2020-21,La Liga,1,league,SP1,2020-09-20,17:30,Betis,Valladolid,,2,0,H,2.0,0.0,H,16.0,9.0,6.0,2.0,5.0,3.0,18.0,10.0,3.0,0.0,0.0,0.0,1.85,3.6,4.33,1.8,3.6,4.75,1.87,3.52,4.38,1.85,3.45,4.68,2.1,1.72,2.37,1.57
2020-21,La Liga,1,league,SP1,2020-09-20,17:30,Granada,Alaves,,2,1,H,1.0,1.0,D,10.0,5.0,3.0,3.0,4.0,4.0,9.0,12.0,0.0,3.0,0.0,0.0,2.05,3.1,4.2,2.15,3.0,3.75,2.08,3.07,4.17,2.26,2.89,3.87,2.75,1.44,3.2,1.36
2020-21,La Liga,1,league,SP1,2020-09-20,20:00,Sociedad,Real Madrid,,0,0,D,0.0,0.0,D,6.0,16.0,1.0,4.0,1.0,11.0,17.0,12.0,2.0,2.0,0.0,0.0,4.75,3.8,1.72,4.5,3.8,1.75,4.65,3.8,1.76,4.52,3.76,1.79,1.72,2.1,1.9,1.9
2020-21,Premier League,1,league,E0,2020-09-20,12:00,Southampton,Tottenham,D Coote,2,5,A,1.0,1.0,D,14.0,9.0,7.0,6.0,3.0,2.0,16.0,18.0,4.0,3.0,0.0,0.0,3.0,3.3,2.37,3.3,3.4,2.2,3.1,3.35,2.37,3.34,3.37,2.25,2.02,1.88,2.02,1.88
2020-21,Premier League,1,league,E0,2020-09-20,14:00,Newcastle,Brighton,K Friend,0,3,A,0.0,2.0,A,6.0,13.0,0.0,6.0,7.0,1.0,16.0,15.0,3.0,0.0,0.0,1.0,2.6,3.1,2.87,2.5,3.25,2.9,2.68,3.15,2.82,2.64,3.17,2.88,2.37,1.57,2.2,1.66
2020-21,Premier League,1,league,E0,2020-09-20,16:30,Chelsea,Liverpool,P Tierney,0,2,A,0.0,0.0,D,5.0,18.0,3.0,6.0,1.0,11.0,10.0,6.0,0.0,0.0,1.0,0.0,3.1,3.6,2.2,3.4,3.9,2.0,3.15,3.72,2.18,3.39,3.82,2.07,1.61,2.3,1.61,2.3
2020-21,Premier League,1,league,E0,2020-09-20,19:00,Leicester,Burnley,L Mason,4,2,H,1.0,1.0,D,14.0,16.0,6.0,5.0,15.0,4.0,11.0,13.0,1.0,2.0,0.0,0.0,1.61,4.0,5.5,1.5,4.33,6.5,1.63,3.98,5.64,1.56,4.19,6.26,1.9,1.9,1.9,2.0
2020-21,Premier League,1,league,E0,2020-09-21,18:00,Aston Villa,Sheffield United,G Scott,1,0,H,0.0,0.0,D,18.0,4.0,2.0,1.0,10.0,4.0,12.0,13.0,3.0,1.0,0.0,1.0,2.7,3.1,2.75,2.45,3.2,3.1,2.71,3.19,2.75,2.46,3.16,3.16,2.2,1.66,2.2,1.66
2020-21,Premier League,1,league,E0,2020-09-21,20:15,Wolves,Man City,A Marriner,1,3,A,0.0,2.0,A,10.0,14.0,1.0,9.0,4.0,6.0,6.0,8.0,0.0,3.0,0.0,0.0,6.5,4.33,1.5,7.0,4.5,1.44,6.11,4.35,1.54,6.81,4.5,1.49,1.72,2.1,1.8,2.0
2020-21,Bundesliga,1,league,D1,2020-09-25,19:30,Hertha,Ein Frankfurt,,1,3,A,0.0,2.0,A,12.0,10.0,6.0,3.0,4.0,3.0,13.0,16.0,3.0,4.0,0.0,0.0,2.25,3.75,2.9,2.25,3.75,2.9,2.28,3.75,2.96,2.31,3.75,2.88,1.53,2.5,1.53,2.5
2020-21,Bundesliga,1,league,D1,2020-09-26,14:30,Augsburg,Dortmund,,2,0,H,1.0,0.0,H,6.0,16.0,4.0,7.0,3.0,11.0,7.0,8.0,3.0,4.0,0.0,0.0,7.0,4.75,1.44,6.5,4.5,1.44,6.99,4.82,1.43,6.62,4.56,1.47,1.53,2.5,1.66,2.2
2020-21,Bundesliga,1,league,D1,2020-09-26,14:30,Bielefeld,FC Koln,,1,0,H,0.0,0.0,D,7.0,12.0,3.0,2.0,4.0,7.0,12.0,15.0,3.0,3.0,0.0,0.0,2.62,3.5,2.6,2.37,3.5,2.9,2.71,3.52,2.53,2.46,3.46,2.83,1.66,2.2,1.72,2.1
2020-21,Bundesliga,1,league,D1,2020-09-26,14:30,Leverkusen,RB Leipzig,,1,1,D,1.0,1.0,D,11.0,7.0,4.0,2.0,4.0,1.0,16.0,10.0,1.0,3.0,0.0,0.0,3.0,3.5,2.3,3.25,3.6,2.1,3.03,3.65,2.25,3.13,3.7,2.18,1.57,2.37,1.53,2.5
2020-21,Bundesliga,1,league,D1,2020-09-26,14:30,Mainz,Stuttgart,,1,4,A,1.0,1.0,D,11.0,15.0,3.0,7.0,3.0,9.0,10.0,17.0,2.0,4.0,1.0,1.0,2.37,3.5,2.9,2.45,3.6,2.7,2.42,3.53,2.84,2.46,3.61,2.74,1.61,2.3,1.5,2.62
2020-21,Bundesliga,1,league,D1,2020-09-26,14:30,M'gladbach,Union Berlin,,1,1,D,0.0,0.0,D,14.0,15.0,5.0,2.0,7.0,5.0,11.0,15.0,1.0,2.0,0.0,0.0,1.44,4.5,7.5,1.44,4.33,7.5,1.44,4.61,7.3,1.46,4.61,6.91,1.72,2.1,1.66,2.2
2020-21,Bundesliga,1,league,D1,2020-09-26,17:30,Schalke 04,Werder Bremen,,1,3,A,0.0,2.0,A,17.0,17.0,4.0,8.0,8.0,3.0,20.0,14.0,7.0,2.0,1.0,0.0,2.5,3.4,2.8,2.6,3.4,2.62,2.55,3.44,2.74,2.65,3.3,2.72,1.72,2.1,1.9,1.9
2020-21,La Liga,1,league,SP1,2020-09-26,12:00,Alaves,Getafe,,0,0,D,0.0,0.0,D,9.0,11.0,0.0,4.0,1.0,5.0,13.0,13.0,2.0,2.0,0.0,0.0,3.5,2.9,2.37,3.5,2.8,2.45,3.49,2.82,2.45,3.55,2.76,2.47,3.2,1.36,3.4,1.33
2020-21,La Liga,1,league,SP1,2020-09-26,15:00,Valencia,Huesca,,1,1,D,1.0,0.0,H,5.0,17.0,2.0,4.0,4.0,4.0,14.0,20.0,0.0,1.0,0.0,0.0,2.0,3.4,4.0,2.15,3.4,3.4,2.05,3.36,3.79,2.15,3.33,3.54,2.1,1.72,2.1,1.72
2020-21,La Liga,1,league,SP1,2020-09-26,17:30,Elche,Sociedad,,0,3,A,0.0,0.0,D,5.0,27.0,2.0,7.0,2.0,11.0,11.0,12.0,3.0,1.0,0.0,0.0,4.2,3.3,1.95,6.5,3.8,1.55,4.2,3.31,1.96,6.51,3.74,1.59,2.5,1.53,2.5,1.53
2020-21,La Liga,1,league,SP1,2020-09-26,20:00,Betis,Real Madrid,,2,3,A,2.0,1.0,H,15.0,11.0,5.0,4.0,8.0,3.0,9.0,10.0,5.0,2.0,1.0,0.0,4.0,4.0,1.8,4.5,4.0,1.7,4.16,3.8,1.84,4.62,3.94,1.73,1.72,2.1,1.8,2.0
2020-21,Premier League,1,league,E0,2020-09-26,12:30,Brighton,Man United,C Kavanagh,2,3,A,1.0,1.0,D,18.0,7.0,5.0,3.0,7.0,1.0,18.0,16.0,4.0,2.0,0.0,0.0,4.75,3.75,1.72,5.25,4.0,1.61,4.83,3.75,1.75,5.37,4.15,1.62,1.9,1.9,1.66,2.2
2020-21,Premier League,1,league,E0,2020-09-26,15:00,Crystal Palace,Everton,K Friend,1,2,A,1.0,2.0,A,8.0,10.0,1.0,5.0,7.0,6.0,16.0,15.0,3.0,1.0,0.0,0.0,3.75,3.25,2.1,3.5,3.3,2.15,3.69,3.32,2.12,3.49,3.31,2.2,2.1,1.72,2.0,1.8
2020-21,Premier League,1,league,E0,2020-09-26,17:30,West Brom,Chelsea,J Moss,3,3,D,3.0,0.0,H,9.0,22.0,3.0,10.0,3.0,9.0,8.0,16.0,1.0,3.0,0.0,0.0,9.0,4.75,1.36,6.5,4.75,1.44,8.24,5.02,1.38,6.71,4.76,1.46,1.66,2.2,1.53,2.5
2020-21,Premier League,1,league,E0,2020-09-26,20:00,Burnley,Southampton,A Marriner,0,1,A,0.0,1.0,A,10.0,5.0,2.0,1.0,8.0,2.0,8.0,10.0,1.0,0.0,0.0,0.0,3.2,3.3,2.3,3.3,3.4,2.2,3.3,3.25,2.31,3.26,3.39,2.27,2.1,1.72,1.9,1.9
2020-21,Bundesliga,1,league,D1,2020-09-27,14:30,Hoffenheim,Bayern Munich,,4,1,H,2.0,1.0,H,17.0,14.0,8.0,2.0,3.0,5.0,15.0,11.0,3.0,2.0,0.0,0.0,11.0,7.5,1.2,12.0,8.0,1.18,10.51,6.93,1.23,10.37,7.45,1.23,1.25,4.0,1.22,4.33
2020-21,Bundesliga,1,league,D1,2020-09-27,17:00,Freiburg,Wolfsburg,,1,1,D,1.0,1.0,D,21.0,8.0,7.0,2.0,9.0,1.0,10.0,13.0,0.0,3.0,0.0,0.0,3.2,3.3,2.3,2.87,3.5,2.37,3.06,3.45,2.3,2.85,3.37,2.49,1.9,1.9,1.72,2.1
2020-21,La Liga,1,league,SP1,2020-09-27,11:00,Osasuna,Levante,,1,3,A,1.0,1.0,D,9.0,11.0,4.0,5.0,3.0,7.0,15.0,16.0,2.0,0.0,0.0,0.0,2.3,3.2,3.25,2.15,3.5,3.3,2.29,3.34,3.19,2.2,3.37,3.37,2.1,1.72,2.0,1.8
2020-21,La Liga,1,league,SP1,2020-09-27,13:00,Eibar,Ath Bilbao,,1,2,A,0.0,1.0,A,7.0,9.0,1.0,5.0,5.0,4.0,15.0,12.0,1.0,0.0,0.0,0.0,3.0,3.0,2.55,3.5,2.9,2.3,3.04,2.94,2.63,3.51,2.88,2.39,2.75,1.44,3.2,1.36
2020-21,La Liga,1,league,SP1,2020-09-27,15:00,Ath Madrid,Granada,,6,1,H,1.0,0.0,H,17.0,11.0,10.0,6.0,1.0,1.0,16.0,14.0,3.0,1.0,0.0,0.0,1.5,4.0,7.5,1.4,4.33,8.5,1.5,4.0,7.49,1.42,4.3,9.07,2.3,1.61,2.2,1.66
2020-21,La Liga,1,league,SP1,2020-09-27,17:30,Cadiz,Sevilla,,1,3,A,0.0,0.0,D,12.0,14.0,5.0,5.0,6.0,5.0,9.0,14.0,4.0,2.0,0.0,0.0,5.0,3.6,1.7,5.5,3.6,1.66,5.24,3.36,1.78,5.64,3.45,1.72,2.5,1.53,2.62,1.5
2020-21,La Liga,1,league,SP1,2020-09-27,17:30,Valladolid,Celta,,1,1,D,0.0,1.0,A,10.0,5.0,4.0,1.0,4.0,1.0,26.0,18.0,3.0,4.0,0.0,0.0,2.8,3.0,2.7,3.4,2.9,2.4,2.9,2.89,2.77,3.39,2.87,2.46,3.0,1.4,3.0,1.4
2020-21,La Liga,1,league,SP1,2020-09-27,20:00,Barcelona,Villarreal,,4,0,H,4.0,0.0,H,17.0,5.0,9.0,1.0,8.0,4.0,9.0,10.0,0.0,1.0,0.0,0.0,1.53,4.33,6.0,1.5,4.75,6.0,1.54,4.49,5.73,1.52,4.71,5.71,1.5,2.62,1.36,3.2
2020-21,Premier League,1,league,E0,2020-09-27,12:00,Sheffield United,Leeds,P Tierney,0,1,A,0.0,0.0,D,14.0,17.0,4.0,9.0,5.0,7.0,18.0,4.0,2.0,1.0,0.0,0.0,2.7,3.3,2.62,2.8,3.4,2.5,2.72,3.37,2.63,2.95,3.34,2.47,1.9,1.9,2.0,1.8
2020-21,Premier League,1,league,E0,2020-09-27,14:00,Tottenham,Newcastle,P Bankes,1,1,D,1.0,0.0,H,23.0,6.0,12.0,1.0,10.0,4.0,15.0,9.0,1.0,4.0,0.0,0.0,1.45,4.5,7.0,1.4,4.8,8.0,1.47,4.5,6.95,1.41,4.82,7.75,1.72,2.1,1.66,2.2
2020-21,Premier League,1,league,E0,2020-09-27,16:30,Man City,Leicester,M Oliver,2,5,A,1.0,1.0,D,16.0,7.0,5.0,7.0,3.0,4.0,13.0,8.0,1.0,3.0,0.0,0.0,1.28,6.0,9.5,1.28,5.75,9.5,1.29,5.93,9.68,1.31,5.83,9.22,1.4,3.0,1.44,2.75
2020-21,Premier League,1,league,E0,2020-09-27,19:00,West Ham,Wolves,M Atkinson,4,0,H,1.0,0.0,H,15.0,11.0,7.0,2.0,1.0,3.0,7.0,11.0,0.0,1.0,0.0,0.0,3.6,3.5,2.05,3.3,3.3,2.25,3.74,3.38,2.07,3.36,3.26,2.28,2.1,1.72,2.2,1.66
2020-21,Premier League,1,league,E0,2020-09-28,17:45,Fulham,Aston Villa,S Attwell,0,3,A,0.0,2.0,A,16.0,12.0,3.0,5.0,5.0,3.0,18.0,14.0,6.0,3.0,0.0,0.0,2.9,3.25,2.5,3.0,3.4,2.37,2.92,3.26,2.52,3.01,3.38,2.41,2.0,1.8,1.9,1.9
2020-21,Premier League,1,league,E0,2020-09-28,20:00,Liverpool,Arsenal,C Pawson,3,1,H,2.0,1.0,H,21.0,4.0,8.0,3.0,7.0,3.0,11.0,7.0,2.0,2.0,0.0,0.0,1.45,4.75,6.5,1.44,5.25,6.0,1.49,4.68,6.3,1.49,5.03,5.83,1.53,2.5,1.4,3.0
2020-21,La Liga,1,league,SP1,2020-09-29,18:00,Sociedad,Valencia,,0,1,A,0.0,0.0,D,11.0,9.0,3.0,5.0,9.0,3.0,16.0,15.0,1.0,5.0,0.0,0.0,1.53,4.2,5.75,1.5,4.33,6.0,1.56,4.29,5.86,1.5,4.42,6.41,1.8,2.0,1.72,2.1
2020-21,La Liga,1,league,SP1,2020-09-29,20:30,Getafe,Betis,,3,0,H,3.0,0.0,H,8.0,10.0,4.0,2.0,1.0,4.0,15.0,17.0,4.0,4.0,0.0,1.0,2.45,3.1,3.0,2.3,3.0,3.5,2.51,3.07,3.11,2.39,2.99,3.39,2.5,1.53,2.5,1.53
2020-21,La Liga,1,league,SP1,2020-09-30,18:00,Huesca,Ath Madrid,,0,0,D,0.0,0.0,D,9.0,16.0,3.0,2.0,5.0,7.0,13.0,10.0,1.0,0.0,0.0,0.0,7.5,4.2,1.45,7.0,4.0,1.53,8.01,4.05,1.48,6.77,3.85,1.56,2.2,1.66,2.3,1.61
2020-21,La Liga,1,league,SP1,2020-09-30,18:00,Villarreal,Alaves,,3,1,H,2.0,1.0,H,10.0,8.0,6.0,3.0,2.0,0.0,11.0,13.0,0.0,2.0,0.0,0.0,1.57,3.8,5.75,1.53,4.2,6.0,1.61,3.9,5.84,1.55,4.1,6.21,2.0,1.8,1.9,2.0
2020-21,La Liga,1,league,SP1,2020-09-30,20:30,Eibar,Elche,,0,1,A,0.0,1.0,A,12.0,5.0,4.0,2.0,3.0,2.0,9.0,14.0,2.0,2.0,0.0,0.0,1.8,3.5,4.5,1.72,3.5,5.25,1.83,3.5,4.63,1.7,3.53,5.57,2.5,1.53,2.37,1.57
2020-21,La Liga,1,league,SP1,2020-09-30,20:30,Real Madrid,Valladolid,,1,0,H,0.0,0.0,D,15.0,11.0,5.0,5.0,4.0,7.0,11.0,7.0,2.0,1.0,0.0,0.0,1.22,6.0,11.0,1.22,6.5,12.0,1.26,6.04,11.55,1.23,6.42,13.32,1.57,2.37,1.61,2.3
2020-21,La Liga,1,league,SP1,2020-10-01,18:00,Ath Bilbao,Cadiz,,0,1,A,0.0,0.0,D,13.0,3.0,4.0,1.0,5.0,2.0,15.0,16.0,3.0,5.0,0.0,2.0,1.53,3.8,6.5,1.61,3.5,6.5,1.57,3.73,6.82,1.7,3.37,6.17,2.5,1.53,3.0,1.4
2020-21,La Liga,1,league,SP1,2020-10-01,18:00,Sevilla,Levante,,1,0,H,0.0,0.0,D,16.0,3.0,2.0,1.0,2.0,4.0,14.0,17.0,5.0,2.0,0.0,0.0,1.4,4.5,7.5,1.5,4.5,6.0,1.44,4.59,7.25,1.48,4.51,6.53,1.72,2.1,1.57,2.37
2020-21,La Liga,1,league,SP1,2020-10-01,20:30,Celta,Barcelona,,0,3,A,0.0,1.0,A,10.0,6.0,3.0,3.0,3.0,7.0,22.0,10.0,5.0,5.0,0.0,1.0,5.75,4.2,1.53,6.0,4.75,1.45,5.76,4.4,1.55,6.36,4.85,1.46,1.61,2.3,1.53,2.5
2020-21,Bundesliga,1,league,D1,2020-10-02,19:30,Union Berlin,Mainz,,4,0,H,1.0,0.0,H,13.0,5.0,7.0,0.0,4.0,2.0,13.0,11.0,1.0,4.0,0.0,0.0,2.05,3.6,3.4,2.0,3.5,3.5,2.14,3.56,3.37,2.09,3.58,3.45,1.8,2.0,1.72,2.1
