season,comp,Date,match,outcome,model_p,mkt_p,odds,won,edge,odds_bucket,flat_stake_2pct,kelly_stake
2024-25,Ligue 1,2024-09-01,Lille vs Paris SG,H,0.2247,0.23512101817111747,4.07,0,-0.010421018171117458,3.0-5.0,0.0,0.0
2024-25,La Liga,2024-09-01,Sevilla vs Girona,H,0.3648,0.40390751897888416,2.37,0,-0.03910751897888415,2.0-3.0,0.0,0.0
2024-25,Ligue 1,2024-09-01,Angers vs Nice,H,0.2218,0.2353752895372333,4.06,0,-0.013575289537233304,3.0-5.0,0.0,0.0
2024-25,La Liga,2024-09-01,Getafe vs Sociedad,H,0.3215,0.27210584430025636,3.52,0,0.04939415569974365,3.0-5.0,1.0,0.013063492063492065
2024-25,La Liga,2024-09-01,Real Madrid vs Betis,H,0.6427,0.7434293284055616,1.29,1,-0.10072932840556159,1.0-1.5 (fav),0.0,0.0
2024-25,Ligue 1,2024-09-01,Monaco vs Lens,H,0.4738,0.5121274609241185,1.86,0,-0.03832746092411854,1.5-2.0,0.0,0.0
2024-25,La Liga,2024-09-01,Osasuna vs Celta,H,0.3862,0.3897199831462223,2.46,1,-0.0035199831462223163,2.0-3.0,0.0,0.0
2024-25,La Liga,2024-09-13,Betis vs Leganes,H,0.6142,0.5828098096700637,1.65,1,0.031390190329936285,1.5-2.0,1.0,0.005165384615384551
2024-25,Ligue 1,2024-09-13,St Etienne vs Lille,H,0.2311,0.19141429603231452,5.01,1,0.039685703967685476,5.0+ (longshot),1.0,0.009838591022443886
2024-25,Bundesliga,2024-09-13,Dortmund vs Heidenheim,H,0.6176,0.6910117991958709,1.39,1,-0.07341179919587082,1.0-1.5 (fav),0.0,0.0
2024-25,La Liga,2024-09-14,Espanol vs Alaves,H,0.3777,0.35289193638180527,2.72,1,0.02480806361819471,2.0-3.0,1.0,0.003974418604651167
2024-25,La Liga,2024-09-14,Mallorca vs Villarreal,H,0.3526,0.3832709014738143,2.5,0,-0.030670901473814294,2.0-3.0,0.0,0.0
2024-25,Bundesliga,2024-09-14,Holstein Kiel vs Bayern Munich,H,0.0776,0.08513908823601526,11.32,0,-0.007539088236015262,5.0+ (longshot),0.0,0.0
2024-25,La Liga,2024-09-14,Sevilla vs Getafe,H,0.4204,0.42790982769188857,2.24,1,-0.007509827691888571,2.0-3.0,0.0,0.0
2024-25,Bundesliga,2024-09-14,RB Leipzig vs Union Berlin,H,0.6444,0.6502812260791426,1.48,0,-0.005881226079142654,1.0-1.5 (fav),0.0,0.0
2024-25,Bundesliga,2024-09-14,M'gladbach vs Stuttgart,H,0.0983,0.34133791380855766,2.81,0,-0.24303791380855766,2.0-3.0,0.0,0.0
2024-25,Bundesliga,2024-09-14,Hoffenheim vs Leverkusen,H,0.1903,0.16601991342767267,5.78,0,0.02428008657232733,5.0+ (longshot),1.0,0.005226673640167362
2024-25,Bundesliga,2024-09-14,Freiburg vs Bochum,H,0.6375,0.560704567399128,1.71,1,0.07679543260087196,1.5-2.0,1.0,0.03173415492957747
2024-25,La Liga,2024-09-14,Sociedad vs Real Madrid,H,0.1835,0.18894910522733338,5.07,0,-0.005449105227333384,5.0+ (longshot),0.0,0.0
2024-25,Ligue 1,2024-09-14,Marseille vs Nice,H,0.5453,0.5435316295445235,1.76,1,0.001768370455476509,1.5-2.0,0.0,0.0
2024-25,Ligue 1,2024-09-14,Auxerre vs Monaco,H,0.1894,0.24689289252312913,3.88,0,-0.05749289252312911,3.0-5.0,0.0,0.0
2024-25,Ligue 1,2024-09-14,Paris SG vs Brest,H,0.7223,0.745687389856445,1.28,1,-0.02338738985644495,1.0-1.5 (fav),0.0,0.0
2024-25,Premier League,2024-09-14,Southampton vs Man United,H,0.2412,0.21055279994249157,4.56,0,0.030647200057508428,3.0-5.0,1.0,0.007013483146067413
2024-25,Premier League,2024-09-14,Liverpool vs Nott'm Forest,H,0.6853,0.7862073692735889,1.22,0,-0.1009073692735889,1.0-1.5 (fav),0.0,0.0
2024-25,Bundesliga,2024-09-14,Wolfsburg vs Ein Frankfurt,H,0.3383,0.3565475095230452,2.69,0,-0.018247509523045213,2.0-3.0,0.0,0.0
2024-25,Premier League,2024-09-14,Fulham vs West Ham,H,0.4366,0.39616992077849167,2.42,0,0.04043007922150832,2.0-3.0,1.0,0.00995985915492955
2024-25,Premier League,2024-09-14,Crystal Palace vs Leicester,H,0.5535,0.5893815425976693,1.63,0,-0.03588154259766929,1.5-2.0,0.0,0.0
2024-25,Premier League,2024-09-14,Man City vs Brentford,H,0.6727,0.8184709700539154,1.17,1,-0.14577097005391548,1.0-1.5 (fav),0.0,0.0
2024-25,Premier League,2024-09-14,Aston Villa vs Everton,H,0.4591,0.6348303808106139,1.51,1,-0.17573038081061393,1.5-2.0,0.0,0.0
2024-25,Premier League,2024-09-14,Bournemouth vs Chelsea,H,0.3325,0.28857535911955723,3.33,0,0.04392464088044279,3.0-5.0,1.0,0.01150482832618027
2024-25,Serie A,2024-09-14,Empoli vs Juventus,H,0.1811,0.18337311979975432,5.22,0,-0.0022731197997543084,5.0+ (longshot),0.0,0.0
2024-25,Serie A,2024-09-14,Milan vs Venezia,H,0.7428,0.7371562942852841,1.3,1,0.005643705714715952,1.0-1.5 (fav),0.0,0.0
2024-25,La Liga,2024-09-15,Las Palmas vs Ath Bilbao,H,0.1868,0.2518500388724121,3.8,0,-0.06505003887241209,3.0-5.0,0.0,0.0
2024-25,La Liga,2024-09-15,Girona vs Barcelona,H,0.2778,0.23689732222485274,4.05,0,0.04090267777514725,3.0-5.0,1.0,0.010253278688524584
2024-25,La Liga,2024-09-15,Celta vs Valladolid,H,0.5884,0.5697390140277833,1.68,1,0.01866098597221677,1.5-2.0,0.0,0.0
2024-25,Bundesliga,2024-09-15,Mainz vs Werder Bremen,H,0.5278,0.46974697469746984,2.04,0,0.0580530253025302,2.0-3.0,1.0,0.018440384615384643
2024-25,Bundesliga,2024-09-15,Augsburg vs St Pauli,H,0.42,0.45878850965138157,2.09,1,-0.038788509651381586,2.0-3.0,0.0,0.0
2024-25,Ligue 1,2024-09-15,Nantes vs Reims,H,0.3968,0.3993981455951978,2.39,0,-0.0025981455951978316,2.0-3.0,0.0,0.0
2024-25,Ligue 1,2024-09-15,Rennes vs Montpellier,H,0.6665,0.5851507306156478,1.63,1,0.08134926938435216,1.5-2.0,1.0,0.034283730158730166
2024-25,Serie A,2024-09-15,Monza vs Inter,H,0.1115,0.12665005468673632,7.54,0,-0.015150054686736317,5.0+ (longshot),0.0,0.0
2024-25,Serie A,2024-09-15,Cagliari vs Napoli,H,0.1664,0.221049469839127,4.33,0,-0.054649469839126996,3.0-5.0,0.0,0.0
