date,team,opponent,elo,opp_elo
2020-09-03,Germany,Spain,2013.9,2077.7
2020-09-03,Spain,Germany,2077.7,2013.9
2020-09-03,Ukraine,Switzerland,1896.9,1952.9
2020-09-03,Switzerland,Ukraine,1952.9,1896.9
2020-09-03,Russia,Serbia,1848.5,1830.5
2020-09-03,Serbia,Russia,1830.5,1848.5
2020-09-03,Turkey,Hungary,1828.6,1668.5
2020-09-03,Hungary,Turkey,1668.5,1828.6
2020-09-03,Bulgaria,Republic of Ireland,1617.8,1780.5
2020-09-03,Republic of Ireland,Bulgaria,1780.5,1617.8
2020-09-03,Finland,Wales,1699.1,1824.4
2020-09-03,Wales,Finland,1824.4,1699.1
2020-09-03,Moldova,Kosovo,1280.1,1631.1
2020-09-03,Kosovo,Moldova,1631.1,1280.1
2020-09-03,Slovenia,Greece,1626.3,1660.7
2020-09-03,Greece,Slovenia,1660.7,1626.3
2020-09-03,Latvia,Andorra,1306.3,1150.3
2020-09-03,Andorra,Latvia,1150.3,1306.3
2020-09-03,Faroe Islands,Malta,1271.1,1211.6
2020-09-03,Malta,Faroe Islands,1211.6,1271.1
2020-09-04,Italy,Bosnia and Herzegovina,2018.1,1734.1
2020-09-04,Bosnia and Herzegovina,Italy,1734.1,2018.1
2020-09-04,Netherlands,Poland,2060.7,1841.2
2020-09-04,Poland,Netherlands,1841.2,2060.7
2020-09-04,Norway,Austria,1763.7,1782.4
2020-09-04,Austria,Norway,1782.4,1763.7
2020-09-04,Romania,Northern Ireland,1741.8,1722.8
2020-09-04,Northern Ireland,Romania,1722.8,1741.8
2020-09-04,Scotland,Israel,1688.9,1581.6
2020-09-04,Israel,Scotland,1581.6,1688.9
2020-09-04,Slovakia,Czech Republic,1778.3,1774.2
2020-09-04,Czech Republic,Slovakia,1774.2,1778.3
2020-09-04,Lithuania,Kazakhstan,1360.2,1407.4
2020-09-04,Kazakhstan,Lithuania,1407.4,1360.2
2020-09-04,Belarus,Albania,1536.1,1579.0
2020-09-04,Albania,Belarus,1579.0,1536.1
2020-09-05,Iceland,England,1744.8,2013.4
2020-09-05,England,Iceland,2013.4,1744.8
2020-09-05,Denmark,Belgium,1936.5,2139.8
2020-09-05,Belgium,Denmark,2139.8,1936.5
2020-09-05,Portugal,Croatia,2028.7,1969.9
2020-09-05,Croatia,Portugal,1969.9,2028.7
2020-09-05,Sweden,France,1910.2,2096.8
2020-09-05,France,Sweden,2096.8,1910.2
2020-09-05,Cyprus,Montenegro,1448.2,1561.9
2020-09-05,Montenegro,Cyprus,1561.9,1448.2
2020-09-05,Azerbaijan,Luxembourg,1426.4,1377.2
2020-09-05,Luxembourg,Azerbaijan,1377.2,1426.4
2020-09-05,North Macedonia,Armenia,1595.6,1509.1
2020-09-05,Armenia,North Macedonia,1509.1,1595.6
2020-09-05,Estonia,Georgia,1501.4,1610.6
2020-09-05,Georgia,Estonia,1610.6,1501.4
2020-09-05,Gibraltar,San Marino,1247.2,907.1
2020-09-05,San Marino,Gibraltar,907.1,1247.2
2020-09-06,Spain,Ukraine,2079.8,1914.4
2020-09-06,Ukraine,Spain,1914.4,2079.8
2020-09-06,Switzerland,Germany,1935.4,2011.8
2020-09-06,Germany,Switzerland,2011.8,1935.4
2020-09-06,Hungary,Russia,1701.1,1868.7
2020-09-06,Russia,Hungary,1868.7,1701.1
2020-09-06,Serbia,Turkey,1810.4,1795.9
2020-09-06,Turkey,Serbia,1795.9,1810.4
2020-09-06,Wales,Bulgaria,1843.0,1621.3
2020-09-06,Bulgaria,Wales,1621.3,1843.0
2020-09-06,Republic of Ireland,Finland,1776.9,1680.6
2020-09-06,Finland,Republic of Ireland,1680.6,1776.9
2020-09-06,Slovenia,Moldova,1622.6,1295.4
2020-09-06,Moldova,Slovenia,1295.4,1622.6
2020-09-06,Kosovo,Greece,1615.7,1664.4
2020-09-06,Greece,Kosovo,1664.4,1615.7
2020-09-06,Andorra,Faroe Islands,1162.9,1282.5
2020-09-06,Faroe Islands,Andorra,1282.5,1162.9
2020-09-06,Malta,Latvia,1200.2,1293.8
2020-09-06,Latvia,Malta,1293.8,1200.2
2020-09-07,Bosnia and Herzegovina,Poland,1750.1,1835.7
2020-09-07,Poland,Bosnia and Herzegovina,1835.7,1750.1
2020-09-07,Netherlands,Italy,2066.2,2002.1
2020-09-07,Italy,Netherlands,2002.1,2066.2
2020-09-07,Northern Ireland,Norway,1729.4,1739.1
2020-09-07,Norway,Northern Ireland,1739.1,1729.4
2020-09-07,Austria,Romania,1807.0,1735.2
2020-09-07,Romania,Austria,1735.2,1807.0
2020-09-07,Czech Republic,Scotland,1812.9,1678.2
2020-09-07,Scotland,Czech Republic,1678.2,1812.9
2020-09-07,Israel,Slovakia,1592.2,1739.5
2020-09-07,Slovakia,Israel,1739.5,1592.2
2020-09-07,Kazakhstan,Belarus,1441.9,1501.2
2020-09-07,Belarus,Kazakhstan,1501.2,1441.9
2020-09-07,Albania,Lithuania,1613.9,1325.7
2020-09-07,Lithuania,Albania,1325.7,1613.9
2020-09-08,Belgium,Iceland,2161.1,1733.8
2020-09-08,Iceland,Belgium,1733.8,2161.1
2020-09-08,Denmark,England,1915.1,2024.4
2020-09-08,England,Denmark,2024.4,1915.1
2020-09-08,France,Croatia,2111.9,1949.9
2020-09-08,Croatia,France,1949.9,2111.9
2020-09-08,Sweden,Portugal,1895.1,2048.7
2020-09-08,Portugal,Sweden,2048.7,1895.1
2020-09-08,Luxembourg,Montenegro,1405.3,1590.7
2020-09-08,Montenegro,Luxembourg,1590.7,1405.3
2020-09-08,Cyprus,Azerbaijan,1419.4,1398.3
2020-09-08,Azerbaijan,Cyprus,1398.3,1419.4
2020-09-08,Armenia,Estonia,1498.9,1481.9
2020-09-08,Estonia,Armenia,1481.9,1498.9
2020-09-08,Georgia,North Macedonia,1630.1,1605.8
2020-09-08,North Macedonia,Georgia,1605.8,1630.1
2020-09-08,San Marino,Liechtenstein,904.1,1198.8
2020-09-08,Liechtenstein,San Marino,1198.8,904.1
2020-10-06,Nicaragua,Guatemala,1329.8,1603.5
2020-10-06,Guatemala,Nicaragua,1603.5,1329.8
2020-10-07,Andorra,Cape Verde,1144.0,1519.3
2020-10-07,Cape Verde,Andorra,1519.3,1144.0
2020-10-07,Austria,Greece,1777.9,1687.4
2020-10-07,Greece,Austria,1687.4,1777.9
2020-10-07,Cyprus,Czech Republic,1392.7,1781.1
2020-10-07,Czech Republic,Cyprus,1781.1,1392.7
2020-10-07,Denmark,Faroe Islands,1915.7,1301.4
2020-10-07,Faroe Islands,Denmark,1301.4,1915.7
2020-10-07,Estonia,Lithuania,1461.7,1361.8
2020-10-07,Lithuania,Estonia,1361.8,1461.7
2020-10-07,France,Ukraine,2122.8,1901.0
2020-10-07,Ukraine,France,1901.0,2122.8
2020-10-07,Germany,Turkey,2013.2,1802.3
2020-10-07,Turkey,Germany,1802.3,2013.2
2020-10-07,Italy,Moldova,2030.9,1292.2
2020-10-07,Moldova,Italy,1292.2,2030.9
2020-10-07,Luxembourg,Liechtenstein,1390.1,1208.1
2020-10-07,Liechtenstein,Luxembourg,1208.1,1390.1
2020-10-07,Malta,Gibraltar,1199.8,1250.1
2020-10-07,Gibraltar,Malta,1250.1,1199.8
2020-10-07,Montenegro,Latvia,1605.9,1294.1
2020-10-07,Latvia,Montenegro,1294.1,1605.9
2020-10-07,Netherlands,Mexico,2037.4,1993.5
2020-10-07,Mexico,Netherlands,1993.5,2037.4
2020-10-07,Poland,Finland,1856.5,1710.8
2020-10-07,Finland,Poland,1710.8,1856.5
2020-10-07,Portugal,Spain,2074.1,2093.2
2020-10-07,Spain,Portugal,2093.2,2074.1
2020-10-07,Slovenia,San Marino,1625.7,894.9
2020-10-07,San Marino,Slovenia,894.9,1625.7
2020-10-07,Switzerland,Croatia,1934.1,1939.0
2020-10-07,Croatia,Switzerland,1939.0,1934.1
2020-10-07,Zambia,Malawi,1545.2,1461.1
2020-10-07,Malawi,Zambia,1461.1,1545.2
2020-10-08,Belgium,Ivory Coast,2164.6,1713.6
2020-10-08,Ivory Coast,Belgium,1713.6,2164.6
2020-10-08,England,Wales,2023.9,1848.4
2020-10-08,Wales,England,1848.4,2023.9
2020-10-08,Russia,Sweden,1884.9,1869.7
2020-10-08,Sweden,Russia,1869.7,1884.9
2020-10-08,South Africa,Namibia,1627.5,1434.7
2020-10-08,Namibia,South Africa,1434.7,1627.5
2020-10-08,Uzbekistan,Iran,1682.1,1835.0
2020-10-08,Iran,Uzbekistan,1835.0,1682.1
2020-10-08,Paraguay,Peru,1803.6,1934.4
2020-10-08,Peru,Paraguay,1934.4,1803.6
2020-10-08,Uruguay,Chile,2021.3,1878.5
2020-10-08,Chile,Uruguay,1878.5,2021.3
2020-10-08,Argentina,Ecuador,2036.8,1794.6
2020-10-08,Ecuador,Argentina,1794.6,2036.8
2020-10-08,Iceland,Romania,1730.4,1764.4
2020-10-08,Romania,Iceland,1764.4,1730.4
2020-10-08,Bulgaria,Hungary,1615.9,1685.0
2020-10-08,Hungary,Bulgaria,1685.0,1615.9
2020-10-08,Bosnia and Herzegovina,Northern Ireland,1729.3,1682.4
2020-10-08,Northern Ireland,Bosnia and Herzegovina,1682.4,1729.3
2020-10-08,Slovakia,Republic of Ireland,1736.8,1746.6
2020-10-08,Republic of Ireland,Slovakia,1746.6,1736.8
2020-10-08,Scotland,Israel,1710.0,1595.0
2020-10-08,Israel,Scotland,1595.0,1710.0
2020-10-08,Norway,Serbia,1786.1,1804.0
2020-10-08,Serbia,Norway,1804.0,1786.1
2020-10-08,Georgia,Belarus,1623.2,1523.6
2020-10-08,Belarus,Georgia,1523.6,1623.2
2020-10-08,North Macedonia,Kosovo,1612.7,1592.8
2020-10-08,Kosovo,North Macedonia,1592.8,1612.7
2020-10-09,Burkina Faso,DR Congo,1630.7,1601.7
2020-10-09,DR Congo,Burkina Faso,1601.7,1630.7
2020-10-09,Congo,Gambia,1499.3,1437.0
2020-10-09,Gambia,Congo,1437.0,1499.3
2020-10-09,Japan,Cameroon,1836.9,1683.3
2020-10-09,Cameroon,Japan,1683.3,1836.9
2020-10-09,Kenya,Zambia,1504.4,1550.3
2020-10-09,Zambia,Kenya,1550.3,1504.4
2020-10-09,Mali,Ghana,1651.2,1755.1
2020-10-09,Ghana,Mali,1755.1,1651.2
2020-10-09,Mauritania,Sierra Leone,1500.4,1456.3
2020-10-09,Sierra Leone,Mauritania,1456.3,1500.4
2020-10-09,Morocco,Senegal,1755.7,1869.1
2020-10-09,Senegal,Morocco,1869.1,1755.7
2020-10-09,Nigeria,Algeria,1792.9,1860.6
2020-10-09,Algeria,Nigeria,1860.6,1792.9
2020-10-09,Tunisia,Sudan,1725.0,1389.0
2020-10-09,Sudan,Tunisia,1389.0,1725.0
2020-10-09,Colombia,Venezuela,2056.4,1891.5
2020-10-09,Venezuela,Colombia,1891.5,2056.4
2020-10-09,Brazil,Bolivia,2132.3,1636.6
2020-10-09,Bolivia,Brazil,1636.6,2132.3
2020-10-10,Spain,Switzerland,2095.5,1921.4
2020-10-10,Switzerland,Spain,1921.4,2095.5
2020-10-10,Ukraine,Germany,1895.2,2006.1
2020-10-10,Germany,Ukraine,2006.1,1895.2
2020-10-10,Luxembourg,Cyprus,1373.4,1389.5
2020-10-10,Cyprus,Luxembourg,1389.5,1373.4
2020-10-10,Montenegro,Azerbaijan,1597.6,1425.0
2020-10-10,Azerbaijan,Montenegro,1425.0,1597.6
2020-10-10,Faroe Islands,Latvia,1300.8,1302.4
2020-10-10,Latvia,Faroe Islands,1302.4,1300.8
2020-10-10,Andorra,Malta,1140.6,1212.7
2020-10-10,Malta,Andorra,1212.7,1140.6
2020-10-10,Liechtenstein,Gibraltar,1224.8,1237.3
2020-10-10,Gibraltar,Liechtenstein,1237.3,1224.8
2020-10-10,Cape Verde,Guinea,1522.7,1553.3
2020-10-10,Guinea,Cape Verde,1553.3,1522.7
2020-10-10,Costa Rica,Panama,1759.8,1622.8
2020-10-10,Panama,Costa Rica,1622.8,1759.8
2020-10-10,Honduras,Nicaragua,1743.1,1334.4
2020-10-10,Nicaragua,Honduras,1334.4,1743.1
2020-10-10,Niger,Chad,1365.8,1343.4
2020-10-10,Chad,Niger,1343.4,1365.8
2020-10-11,Bosnia and Herzegovina,Netherlands,1721.3,2023.5
2020-10-11,Netherlands,Bosnia and Herzegovina,2023.5,1721.3
2020-10-11,Poland,Italy,1863.9,2031.2
2020-10-11,Italy,Poland,2031.2,1863.9
2020-10-11,England,Belgium,2029.8,2155.4
2020-10-11,Belgium,England,2155.4,2029.8
2020-10-11,Iceland,Denmark,1746.6,1916.3
2020-10-11,Denmark,Iceland,1916.3,1746.6
2020-10-11,Croatia,Sweden,1951.7,1882.9
2020-10-11,Sweden,Croatia,1882.9,1951.7
2020-10-11,France,Portugal,2128.5,2071.8
2020-10-11,Portugal,France,2071.8,2128.5
2020-10-11,Norway,Romania,1761.5,1748.1
2020-10-11,Romania,Norway,1748.1,1761.5
2020-10-11,Northern Ireland,Austria,1690.4,1782.9
2020-10-11,Austria,Northern Ireland,1782.9,1690.4
2020-10-11,Scotland,Slovakia,1699.0,1731.7
2020-10-11,Slovakia,Scotland,1731.7,1699.0
2020-10-11,Israel,Czech Republic,1606.0,1784.3
2020-10-11,Czech Republic,Israel,1784.3,1606.0
2020-10-11,Serbia,Hungary,1828.6,1717.7
2020-10-11,Hungary,Serbia,1717.7,1828.6
2020-10-11,Russia,Turkey,1871.7,1809.4
2020-10-11,Turkey,Russia,1809.4,1871.7
2020-10-11,Republic of Ireland,Wales,1751.7,1842.4
2020-10-11,Wales,Republic of Ireland,1842.4,1751.7
2020-10-11,Finland,Bulgaria,1703.5,1583.2
2020-10-11,Bulgaria,Finland,1583.2,1703.5
2020-10-11,Armenia,Georgia,1519.2,1632.8
2020-10-11,Georgia,Armenia,1632.8,1519.2
2020-10-11,Estonia,North Macedonia,1438.9,1626.0
2020-10-11,North Macedonia,Estonia,1626.0,1438.9
2020-10-11,Kosovo,Slovenia,1579.5,1626.0
2020-10-11,Slovenia,Kosovo,1626.0,1579.5
2020-10-11,Greece,Moldova,1682.4,1291.9
2020-10-11,Moldova,Greece,1291.9,1682.4
2020-10-11,Kazakhstan,Albania,1419.6,1577.8
2020-10-11,Albania,Kazakhstan,1577.8,1419.6
2020-10-11,Lithuania,Belarus,1384.6,1513.9
2020-10-11,Belarus,Lithuania,1513.9,1384.6
2020-10-11,Gabon,Benin,1552.2,1586.6
2020-10-11,Benin,Gabon,1586.6,1552.2
2020-10-11,Malawi,Zimbabwe,1455.9,1526.5
2020-10-11,Zimbabwe,Malawi,1526.5,1455.9
2020-10-11,South Africa,Zambia,1620.7,1541.9
2020-10-11,Zambia,South Africa,1541.9,1620.7
2020-10-11,Tanzania,Burundi,1437.3,1385.4
2020-10-11,Burundi,Tanzania,1385.4,1437.3
2020-10-12,Burkina Faso,Madagascar,1646.7,1538.0
2020-10-12,Madagascar,Burkina Faso,1538.0,1646.7
2020-10-12,Ghana,Qatar,1732.5,1782.7
2020-10-12,Qatar,Ghana,1782.7,1732.5
2020-10-12,Togo,Sudan,1426.1,1386.3
2020-10-12,Sudan,Togo,1386.3,1426.1
2020-10-12,United Arab Emirates,Uzbekistan,1582.2,1673.7
2020-10-12,Uzbekistan,United Arab Emirates,1673.7,1582.2
2020-10-13,Cameroon,South Sudan,1687.4,1225.9
2020-10-13,South Sudan,Cameroon,1225.9,1687.4
2020-10-13,Germany,Switzerland,2025.4,1914.6
2020-10-13,Switzerland,Germany,1914.6,2025.4
2020-10-13,Ukraine,Spain,1875.8,2102.3
2020-10-13,Spain,Ukraine,2102.3,1875.8
2020-10-13,Azerbaijan,Cyprus,1414.7,1366.6
2020-10-13,Cyprus,Azerbaijan,1366.6,1414.7
2020-10-13,Montenegro,Luxembourg,1607.9,1396.3
2020-10-13,Luxembourg,Montenegro,1396.3,1607.9
2020-10-13,Latvia,Malta,1307.9,1214.3
2020-10-13,Malta,Latvia,1214.3,1307.9
2020-10-13,Faroe Islands,Andorra,1295.3,1139.0
2020-10-13,Andorra,Faroe Islands,1139.0,1295.3
2020-10-13,Liechtenstein,San Marino,1199.9,894.5
2020-10-13,San Marino,Liechtenstein,894.5,1199.9
2020-10-13,Costa Rica,Panama,1743.8,1638.7
2020-10-13,Panama,Costa Rica,1638.7,1743.8
2020-10-13,Japan,Ivory Coast,1832.8,1722.8
2020-10-13,Ivory Coast,Japan,1722.8,1832.8
2020-10-13,Mexico,Algeria,2007.4,1868.7
2020-10-13,Algeria,Mexico,1868.7,2007.4
2020-10-13,Morocco,DR Congo,1771.3,1585.7
2020-10-13,DR Congo,Morocco,1585.7,1771.3
2020-10-13,Mozambique,Angola,1481.4,1455.2
2020-10-13,Angola,Mozambique,1455.2,1481.4
2020-10-13,Niger,Sierra Leone,1375.7,1450.2
2020-10-13,Sierra Leone,Niger,1450.2,1375.7
2020-10-13,Nigeria,Tunisia,1784.8,1727.7
2020-10-13,Tunisia,Nigeria,1727.7,1784.8
2020-10-13,Bolivia,Argentina,1634.1,2041.7
2020-10-13,Argentina,Bolivia,2041.7,1634.1
2020-10-13,Ecuador,Uruguay,1789.7,2029.3
2020-10-13,Uruguay,Ecuador,2029.3,1789.7
2020-10-13,Venezuela,Paraguay,1879.0,1805.4
2020-10-13,Paraguay,Venezuela,1805.4,1879.0
2020-10-13,Peru,Brazil,1932.7,2134.8
2020-10-13,Brazil,Peru,2134.8,1932.7
2020-10-13,Chile,Colombia,1870.6,2068.9
2020-10-13,Colombia,Chile,2068.9,1870.6
2020-10-14,Italy,Netherlands,2027.4,2013.0
2020-10-14,Netherlands,Italy,2013.0,2027.4
2020-10-14,Poland,Bosnia and Herzegovina,1867.7,1731.8
2020-10-14,Bosnia and Herzegovina,Poland,1731.8,1867.7
2020-10-14,Iceland,Belgium,1718.5,2133.9
2020-10-14,Belgium,Iceland,2133.9,1718.5
2020-10-14,England,Denmark,2051.3,1944.3
2020-10-14,Denmark,England,1944.3,2051.3
2020-10-14,Portugal,Sweden,2080.3,1871.9
2020-10-14,Sweden,Portugal,1871.9,2080.3
2020-10-14,Croatia,France,1962.7,2120.1
2020-10-14,France,Croatia,2120.1,1962.7
2020-10-14,Norway,Northern Ireland,1787.2,1669.9
2020-10-14,Northern Ireland,Norway,1669.9,1787.2
2020-10-14,Romania,Austria,1722.4,1803.3
2020-10-14,Austria,Romania,1803.3,1722.4
2020-10-14,Scotland,Czech Republic,1715.2,1799.9
2020-10-14,Czech Republic,Scotland,1799.9,1715.2
2020-10-14,Slovakia,Israel,1715.6,1590.4
2020-10-14,Israel,Slovakia,1590.4,1715.6
2020-10-14,Russia,Hungary,1863.0,1748.5
2020-10-14,Hungary,Russia,1748.5,1863.0
2020-10-14,Turkey,Serbia,1818.1,1797.8
2020-10-14,Serbia,Turkey,1797.8,1818.1
2020-10-14,Finland,Republic of Ireland,1716.7,1751.2
2020-10-14,Republic of Ireland,Finland,1751.2,1716.7
2020-10-14,Bulgaria,Wales,1570.1,1843.0
2020-10-14,Wales,Bulgaria,1843.0,1570.1
2020-10-14,North Macedonia,Georgia,1621.1,1626.5
2020-10-14,Georgia,North Macedonia,1626.5,1621.1
2020-10-14,Estonia,Armenia,1443.8,1525.5
2020-10-14,Armenia,Estonia,1525.5,1443.8
2020-10-14,Greece,Kosovo,1685.7,1556.4
2020-10-14,Kosovo,Greece,1556.4,1685.7
2020-10-14,Moldova,Slovenia,1288.5,1649.1
2020-10-14,Slovenia,Moldova,1649.1,1288.5
2020-10-14,Lithuania,Albania,1386.3,1574.5
2020-10-14,Albania,Lithuania,1574.5,1386.3
2020-10-14,Belarus,Kazakhstan,1512.3,1422.9
2020-10-14,Kazakhstan,Belarus,1422.9,1512.3
2020-11-06,Ethiopia,Sudan,1402.1,1387.5
2020-11-06,Sudan,Ethiopia,1387.5,1402.1
2020-11-07,Bahrain,Tajikistan,1635.6,1390.2
2020-11-07,Tajikistan,Bahrain,1390.2,1635.6
2020-11-11,Albania,Kosovo,1569.5,1568.0
2020-11-11,Kosovo,Albania,1568.0,1569.5
2020-11-11,Belgium,Switzerland,2139.5,1925.4
2020-11-11,Switzerland,Belgium,1925.4,2139.5
2020-11-11,Bulgaria,Gibraltar,1559.3,1262.2
2020-11-11,Gibraltar,Bulgaria,1262.2,1559.3
2020-11-11,Denmark,Sweden,1975.0,1861.7
2020-11-11,Sweden,Denmark,1861.7,1975.0
2020-11-11,France,Finland,2136.8,1732.9
2020-11-11,Finland,France,1732.9,2136.8
2020-11-11,Germany,Czech Republic,2014.6,1780.8
2020-11-11,Czech Republic,Germany,1780.8,2014.6
2020-11-11,Greece,Cyprus,1674.2,1369.4
2020-11-11,Cyprus,Greece,1369.4,1674.2
2020-11-11,Italy,Estonia,2021.0,1442.7
2020-11-11,Estonia,Italy,1442.7,2021.0
2020-11-11,Lithuania,Faroe Islands,1391.3,1306.4
2020-11-11,Faroe Islands,Lithuania,1306.4,1391.3
2020-11-11,Luxembourg,Austria,1430.6,1824.4
2020-11-11,Austria,Luxembourg,1824.4,1430.6
2020-11-11,Malta,Liechtenstein,1244.4,1183.4
2020-11-11,Liechtenstein,Malta,1183.4,1244.4
2020-11-11,Montenegro,Kazakhstan,1573.6,1407.8
2020-11-11,Kazakhstan,Montenegro,1407.8,1573.6
2020-11-11,Netherlands,Spain,2019.4,2075.3
2020-11-11,Spain,Netherlands,2075.3,2019.4
2020-11-11,Poland,Ukraine,1882.0,1902.8
2020-11-11,Ukraine,Poland,1902.8,1882.0
2020-11-11,Portugal,Andorra,2090.4,1127.8
2020-11-11,Andorra,Portugal,1127.8,2090.4
2020-11-11,Romania,Belarus,1701.3,1527.4
2020-11-11,Belarus,Romania,1527.4,1701.3
2020-11-11,San Marino,Latvia,911.0,1277.8
2020-11-11,Latvia,San Marino,1277.8,911.0
2020-11-11,Slovenia,Azerbaijan,1662.8,1411.9
2020-11-11,Azerbaijan,Slovenia,1411.9,1662.8
2020-11-11,Turkey,Croatia,1811.5,1945.9
2020-11-11,Croatia,Turkey,1945.9,1811.5
2020-11-11,Guinea,Chad,1562.5,1333.4
2020-11-11,Chad,Guinea,1333.4,1562.5
2020-11-11,Mauritania,Burundi,1506.5,1399.5
2020-11-11,Burundi,Mauritania,1399.5,1506.5
2020-11-11,Kenya,Comoros,1512.8,1352.9
2020-11-11,Comoros,Kenya,1352.9,1512.8
2020-11-11,Senegal,Guinea-Bissau,1853.5,1412.7
2020-11-11,Guinea-Bissau,Senegal,1412.7,1853.5
2020-11-11,Libya,Equatorial Guinea,1576.6,1411.0
2020-11-11,Equatorial Guinea,Libya,1411.0,1576.6
2020-11-12,Hungary,Iceland,1759.5,1712.9
2020-11-12,Iceland,Hungary,1712.9,1759.5
2020-11-12,Northern Ireland,Slovakia,1661.0,1684.2
2020-11-12,Slovakia,Northern Ireland,1684.2,1661.0
2020-11-12,Serbia,Scotland,1804.5,1734.3
2020-11-12,Scotland,Serbia,1734.3,1804.5
2020-11-12,Georgia,North Macedonia,1631.8,1615.8
2020-11-12,North Macedonia,Georgia,1615.8,1631.8
2020-11-12,Bosnia and Herzegovina,Iran,1717.5,1843.5
2020-11-12,Iran,Bosnia and Herzegovina,1843.5,1717.5
2020-11-12,England,Republic of Ireland,2020.6,1734.9
2020-11-12,Republic of Ireland,England,1734.9,2020.6
2020-11-12,Jordan,Iraq,1602.3,1727.9
2020-11-12,Iraq,Jordan,1727.9,1602.3
2020-11-12,Lebanon,Bahrain,1531.4,1639.5
2020-11-12,Bahrain,Lebanon,1639.5,1531.4
2020-11-12,Moldova,Russia,1274.8,1852.0
2020-11-12,Russia,Moldova,1852.0,1274.8
2020-11-12,United Arab Emirates,Tajikistan,1571.9,1386.3
2020-11-12,Tajikistan,United Arab Emirates,1386.3,1571.9
2020-11-12,Uzbekistan,Syria,1683.9,1614.6
2020-11-12,Syria,Uzbekistan,1614.6,1683.9
2020-11-12,Wales,United States,1853.8,1827.1
2020-11-12,United States,Wales,1827.1,1853.8
2020-11-12,Bolivia,Ecuador,1628.3,1831.1
2020-11-12,Ecuador,Bolivia,1831.1,1628.3
2020-11-12,Argentina,Paraguay,2047.5,1834.6
2020-11-12,Paraguay,Argentina,1834.6,2047.5
2020-11-12,Burkina Faso,Malawi,1653.7,1455.1
2020-11-12,Malawi,Burkina Faso,1455.1,1653.7
2020-11-12,Uganda,South Sudan,1618.8,1235.1
2020-11-12,South Sudan,Uganda,1235.1,1618.8
2020-11-12,Ghana,Sudan,1754.0,1390.6
2020-11-12,Sudan,Ghana,1390.6,1754.0
2020-11-12,Gabon,Gambia,1538.7,1448.8
2020-11-12,Gambia,Gabon,1448.8,1538.7
2020-11-12,Cape Verde,Rwanda,1513.6,1406.0
2020-11-12,Rwanda,Cape Verde,1406.0,1513.6
2020-11-12,Cameroon,Mozambique,1678.2,1462.6
2020-11-12,Mozambique,Cameroon,1462.6,1678.2
2020-11-12,Zambia,Botswana,1556.6,1402.9
2020-11-12,Botswana,Zambia,1402.9,1556.6
2020-11-12,Algeria,Zimbabwe,1872.5,1527.3
2020-11-12,Zimbabwe,Algeria,1527.3,1872.5
2020-11-12,Congo,Eswatini,1487.5,1247.6
2020-11-12,Eswatini,Congo,1247.6,1487.5
2020-11-12,Ivory Coast,Madagascar,1715.8,1531.0
2020-11-12,Madagascar,Ivory Coast,1531.0,1715.8
2020-11-13,Bangladesh,Nepal,1057.3,1142.1
2020-11-13,Nepal,Bangladesh,1142.1,1057.3
2020-11-13,Costa Rica,Qatar,1728.5,1761.3
2020-11-13,Qatar,Costa Rica,1761.3,1728.5
2020-11-13,Japan,Panama,1839.7,1654.0
2020-11-13,Panama,Japan,1654.0,1839.7
2020-11-13,Colombia,Uruguay,2063.4,1987.8
2020-11-13,Uruguay,Colombia,1987.8,2063.4
2020-11-13,Chile,Peru,1876.1,1911.2
2020-11-13,Peru,Chile,1911.2,1876.1
2020-11-13,Brazil,Venezuela,2156.2,1849.7
2020-11-13,Venezuela,Brazil,1849.7,2156.2
2020-11-13,Mali,Namibia,1673.8,1441.5
2020-11-13,Namibia,Mali,1441.5,1673.8
2020-11-13,South Africa,São Tomé and Príncipe,1605.9,1251.7
2020-11-13,São Tomé and Príncipe,South Africa,1251.7,1605.9
2020-11-13,Morocco,Central African Republic,1764.5,1455.3
2020-11-13,Central African Republic,Morocco,1455.3,1764.5
2020-11-13,Tunisia,Tanzania,1729.3,1423.2
2020-11-13,Tanzania,Tunisia,1423.2,1729.3
2020-11-13,Niger,Ethiopia,1385.0,1398.9
2020-11-13,Ethiopia,Niger,1398.9,1385.0
2020-11-13,Nigeria,Sierra Leone,1783.2,1440.9
2020-11-13,Sierra Leone,Nigeria,1440.9,1783.2
2020-11-14,Portugal,France,2090.5,2108.4
2020-11-14,France,Portugal,2108.4,2090.5
2020-11-14,Sweden,Croatia,1854.9,1944.9
2020-11-14,Croatia,Sweden,1944.9,1854.9
2020-11-14,Germany,Ukraine,2017.2,1891.2
2020-11-14,Ukraine,Germany,1891.2,2017.2
2020-11-14,Switzerland,Spain,1922.6,2076.6
2020-11-14,Spain,Switzerland,2076.6,1922.6
2020-11-14,Azerbaijan,Montenegro,1419.6,1567.2
2020-11-14,Montenegro,Azerbaijan,1567.2,1419.6
2020-11-14,Cyprus,Luxembourg,1367.6,1425.1
2020-11-14,Luxembourg,Cyprus,1425.1,1367.6
2020-11-14,Malta,Andorra,1254.3,1127.7
2020-11-14,Andorra,Malta,1127.7,1254.3
2020-11-14,Latvia,Faroe Islands,1284.0,1301.3
2020-11-14,Faroe Islands,Latvia,1301.3,1284.0
2020-11-14,San Marino,Gibraltar,904.8,1259.0
2020-11-14,Gibraltar,San Marino,1259.0,904.8
2020-11-14,Mexico,South Korea,2003.6,1853.7
