season,Date,HomeTeam,AwayTeam,FTR,dc_pA,dc_pD,dc_pH,dcx_pA,dcx_pD,dcx_pH
2020-21,2020-09-12,Fulham,Arsenal,A,0.6739,0.1975,0.1286,0.29,0.26,0.45
2020-21,2020-09-12,Liverpool,Leeds,H,0.29,0.26,0.45,0.29,0.26,0.45
2020-21,2020-09-12,Crystal Palace,Southampton,H,0.3185,0.2921,0.3894,0.29,0.26,0.45
2020-21,2020-09-12,West Ham,Newcastle,A,0.2572,0.2716,0.4712,0.29,0.26,0.45
2020-21,2020-09-12,Cadiz,Osasuna,A,0.29,0.26,0.45,0.29,0.26,0.45
2020-21,2020-09-12,Granada,Ath Bilbao,H,0.2869,0.3023,0.4108,0.29,0.26,0.45
2020-21,2020-09-12,Eibar,Celta,D,0.2952,0.2808,0.4241,0.29,0.26,0.45
2020-21,2020-09-13,Tottenham,Everton,A,0.1638,0.2342,0.602,0.29,0.26,0.45
2020-21,2020-09-13,Villarreal,Huesca,D,0.1521,0.2043,0.6436,0.29,0.26,0.45
2020-21,2020-09-13,West Brom,Leicester,A,0.4568,0.2945,0.2487,0.29,0.26,0.45
2020-21,2020-09-13,Alaves,Betis,A,0.3478,0.2909,0.3613,0.29,0.26,0.45
2020-21,2020-09-13,Valencia,Levante,H,0.2361,0.2547,0.5093,0.29,0.26,0.45
2020-21,2020-09-13,Valladolid,Sociedad,D,0.3851,0.3192,0.2956,0.29,0.26,0.45
2020-21,2020-09-14,Brighton,Chelsea,A,0.5227,0.2625,0.2148,0.29,0.26,0.45
2020-21,2020-09-14,Sheffield United,Wolves,A,0.3132,0.3542,0.3326,0.29,0.26,0.45
2020-21,2020-09-18,Bayern Munich,Schalke 04,H,0.0379,0.1019,0.8602,0.29,0.26,0.45
2020-21,2020-09-19,Celta,Valencia,H,0.3603,0.2831,0.3566,0.29,0.26,0.45
2020-21,2020-09-19,Arsenal,West Ham,H,0.1734,0.2134,0.6132,0.29,0.26,0.45
2020-21,2020-09-19,Man United,Crystal Palace,A,0.1199,0.2242,0.6559,0.29,0.26,0.45
2020-21,2020-09-19,Leeds,Fulham,H,0.29,0.26,0.45,0.29,0.26,0.45
2020-21,2020-09-19,Everton,West Brom,H,0.2002,0.2892,0.5106,0.29,0.26,0.45
2020-21,2020-09-19,Getafe,Osasuna,H,0.1971,0.2808,0.5222,0.29,0.26,0.45
2020-21,2020-09-19,Union Berlin,Augsburg,A,0.3063,0.2672,0.4265,0.29,0.26,0.45
2020-21,2020-09-19,Werder Bremen,Hertha,A,0.3047,0.2587,0.4366,0.29,0.26,0.45
2020-21,2020-09-19,Stuttgart,Freiburg,A,0.3794,0.292,0.3286,0.29,0.26,0.45
2020-21,2020-09-19,FC Koln,Hoffenheim,A,0.4611,0.233,0.3059,0.29,0.26,0.45
2020-21,2020-09-19,Ein Frankfurt,Bielefeld,D,0.29,0.26,0.45,0.29,0.26,0.45
2020-21,2020-09-19,Dortmund,M'gladbach,H,0.2149,0.2251,0.56,0.29,0.26,0.45
2020-21,2020-09-19,Villarreal,Eibar,H,0.1915,0.2448,0.5636,0.29,0.26,0.45
2020-21,2020-09-20,Southampton,Tottenham,A,0.4818,0.2609,0.2573,0.29,0.26,0.45
2020-21,2020-09-20,Leicester,Burnley,H,0.1904,0.2566,0.553,0.29,0.26,0.45
2020-21,2020-09-20,Chelsea,Liverpool,A,0.4691,0.252,0.2789,0.29,0.26,0.45
2020-21,2020-09-20,Betis,Valladolid,H,0.2469,0.3062,0.4469,0.29,0.26,0.45
2020-21,2020-09-20,Newcastle,Brighton,A,0.2441,0.3061,0.4497,0.29,0.26,0.45
2020-21,2020-09-20,Granada,Alaves,H,0.1913,0.2656,0.5431,0.29,0.26,0.45
2020-21,2020-09-20,Huesca,Cadiz,A,0.29,0.26,0.45,0.29,0.26,0.45
2020-21,2020-09-20,Wolfsburg,Leverkusen,D,0.3737,0.2616,0.3647,0.29,0.26,0.45
2020-21,2020-09-20,RB Leipzig,Mainz,H,0.0976,0.1699,0.7325,0.29,0.26,0.45
2020-21,2020-09-20,Sociedad,Real Madrid,D,0.5149,0.2513,0.2338,0.29,0.26,0.45
2020-21,2020-09-21,Aston Villa,Sheffield United,H,0.399,0.3267,0.2743,0.29,0.26,0.45
2020-21,2020-09-21,Wolves,Man City,A,0.5735,0.2506,0.1759,0.29,0.26,0.45
2020-21,2020-09-25,Hertha,Ein Frankfurt,A,0.3451,0.255,0.3999,0.29,0.26,0.45
2020-21,2020-09-26,M'gladbach,Union Berlin,D,0.1465,0.2199,0.6336,0.29,0.26,0.45
2020-21,2020-09-26,Burnley,Southampton,A,0.2944,0.2807,0.4249,0.29,0.26,0.45
2020-21,2020-09-26,West Brom,Chelsea,D,0.6082,0.2242,0.1676,0.29,0.26,0.45
2020-21,2020-09-26,Crystal Palace,Everton,A,0.3323,0.3048,0.363,0.29,0.26,0.45
2020-21,2020-09-26,Brighton,Man United,A,0.526,0.2746,0.1993,0.29,0.26,0.45
2020-21,2020-09-26,Betis,Real Madrid,A,0.6014,0.2269,0.1717,0.29,0.26,0.45
2020-21,2020-09-26,Alaves,Getafe,D,0.4117,0.3382,0.2501,0.29,0.26,0.45
2020-21,2020-09-26,Valencia,Huesca,D,0.1593,0.2228,0.618,0.29,0.26,0.45
2020-21,2020-09-26,Mainz,Stuttgart,A,0.2437,0.2679,0.4884,0.29,0.26,0.45
2020-21,2020-09-26,Leverkusen,RB Leipzig,D,0.4019,0.2582,0.3399,0.29,0.26,0.45
2020-21,2020-09-26,Bielefeld,FC Koln,H,0.3588,0.3477,0.2935,0.29,0.26,0.45
2020-21,2020-09-26,Augsburg,Dortmund,H,0.6117,0.2066,0.1818,0.29,0.26,0.45
2020-21,2020-09-26,Elche,Sociedad,A,0.4598,0.2852,0.2549,0.29,0.26,0.45
2020-21,2020-09-26,Schalke 04,Werder Bremen,A,0.3458,0.274,0.3802,0.29,0.26,0.45
2020-21,2020-09-27,Sheffield United,Leeds,A,0.2839,0.2332,0.483,0.29,0.26,0.45
2020-21,2020-09-27,Tottenham,Newcastle,D,0.1321,0.2238,0.6441,0.29,0.26,0.45
2020-21,2020-09-27,West Ham,Wolves,H,0.399,0.2933,0.3077,0.29,0.26,0.45
2020-21,2020-09-27,Man City,Leicester,A,0.0895,0.1568,0.7537,0.29,0.26,0.45
2020-21,2020-09-27,Hoffenheim,Bayern Munich,H,0.6602,0.1883,0.1514,0.29,0.26,0.45
2020-21,2020-09-27,Barcelona,Villarreal,H,0.1141,0.1708,0.7151,0.29,0.26,0.45
2020-21,2020-09-27,Freiburg,Wolfsburg,D,0.3441,0.2833,0.3726,0.29,0.26,0.45
2020-21,2020-09-27,Cadiz,Sevilla,A,0.4453,0.3267,0.2279,0.29,0.26,0.45
2020-21,2020-09-27,Ath Madrid,Granada,H,0.1484,0.2715,0.58,0.29,0.26,0.45
2020-21,2020-09-27,Eibar,Ath Bilbao,A,0.3268,0.3188,0.3544,0.29,0.26,0.45
2020-21,2020-09-27,Osasuna,Levante,A,0.3126,0.2548,0.4326,0.29,0.26,0.45
2020-21,2020-09-27,Valladolid,Celta,D,0.3296,0.3257,0.3447,0.29,0.26,0.45
2020-21,2020-09-28,Fulham,Aston Villa,A,0.4004,0.2823,0.3173,0.29,0.26,0.45
2020-21,2020-09-28,Liverpool,Arsenal,H,0.1677,0.2177,0.6146,0.29,0.26,0.45
2020-21,2020-09-29,Sociedad,Valencia,A,0.2926,0.2761,0.4314,0.29,0.26,0.45
2020-21,2020-09-29,Getafe,Betis,H,0.2177,0.2952,0.4871,0.29,0.26,0.45
2020-21,2020-09-30,Eibar,Elche,A,0.2124,0.285,0.5026,0.29,0.26,0.45
2020-21,2020-09-30,Villarreal,Alaves,H,0.1546,0.2418,0.6036,0.29,0.26,0.45
2020-21,2020-09-30,Huesca,Ath Madrid,D,0.6226,0.2464,0.1309,0.29,0.26,0.45
2020-21,2020-09-30,Real Madrid,Valladolid,H,0.0789,0.1975,0.7236,0.29,0.26,0.45
2020-21,2020-10-01,Ath Bilbao,Cadiz,A,0.1992,0.3436,0.4572,0.29,0.26,0.45
2020-21,2020-10-01,Sevilla,Levante,H,0.184,0.2317,0.5843,0.29,0.26,0.45
2020-21,2020-10-01,Celta,Barcelona,A,0.6654,0.195,0.1396,0.29,0.26,0.45
2020-21,2020-10-02,Union Berlin,Mainz,H,0.3201,0.276,0.4039,0.29,0.26,0.45
2020-21,2020-10-03,Sociedad,Getafe,H,0.2965,0.3189,0.3846,0.29,0.26,0.45
2020-21,2020-10-03,Newcastle,Burnley,H,0.3027,0.3076,0.3898,0.29,0.26,0.45
2020-21,2020-10-03,Leeds,Man City,D,0.8301,0.0942,0.0757,0.29,0.26,0.45
2020-21,2020-10-03,Everton,Brighton,H,0.2098,0.2787,0.5115,0.29,0.26,0.45
2020-21,2020-10-03,Chelsea,Crystal Palace,H,0.1616,0.2368,0.6017,0.29,0.26,0.45
2020-21,2020-10-03,Valencia,Betis,A,0.2363,0.2586,0.5051,0.29,0.26,0.45
2020-21,2020-10-03,Elche,Huesca,D,0.298,0.2853,0.4166,0.29,0.26,0.45
2020-21,2020-10-03,Ath Madrid,Villarreal,D,0.1669,0.2732,0.5598,0.29,0.26,0.45
2020-21,2020-10-03,RB Leipzig,Schalke 04,H,0.0846,0.1663,0.7492,0.29,0.26,0.45
2020-21,2020-10-03,Werder Bremen,Bielefeld,H,0.1839,0.3309,0.4852,0.29,0.26,0.45
2020-21,2020-10-03,Stuttgart,Leverkusen,D,0.5404,0.2483,0.2113,0.29,0.26,0.45
2020-21,2020-10-03,FC Koln,M'gladbach,A,0.4847,0.2448,0.2704,0.29,0.26,0.45
2020-21,2020-10-03,Ein Frankfurt,Hoffenheim,H,0.3511,0.2412,0.4076,0.29,0.26,0.45
2020-21,2020-10-03,Dortmund,Freiburg,H,0.1164,0.1773,0.7063,0.29,0.26,0.45
2020-21,2020-10-03,Valladolid,Eibar,A,0.3122,0.3369,0.3509,0.29,0.26,0.45
2020-21,2020-10-04,Barcelona,Sevilla,D,0.1403,0.2003,0.6593,0.29,0.26,0.45
2020-21,2020-10-04,Alaves,Ath Bilbao,H,0.3803,0.3287,0.291,0.29,0.26,0.45
2020-21,2020-10-04,Osasuna,Celta,H,0.3052,0.2706,0.4242,0.29,0.26,0.45
2020-21,2020-10-04,Bayern Munich,Hertha,H,0.0464,0.1031,0.8505,0.29,0.26,0.45
2020-21,2020-10-04,Levante,Real Madrid,A,0.6105,0.217,0.1725,0.29,0.26,0.45
2020-21,2020-10-04,Wolfsburg,Augsburg,D,0.2172,0.2481,0.5347,0.29,0.26,0.45
2020-21,2020-10-04,Cadiz,Granada,D,0.385,0.3343,0.2808,0.29,0.26,0.45
2020-21,2020-10-04,Southampton,West Brom,H,0.1909,0.2445,0.5647,0.29,0.26,0.45
2020-21,2020-10-04,Leicester,West Ham,A,0.2074,0.2326,0.56,0.29,0.26,0.45
2020-21,2020-10-04,Arsenal,Sheffield United,H,0.1791,0.2836,0.5373,0.29,0.26,0.45
2020-21,2020-10-04,Aston Villa,Liverpool,H,0.706,0.1872,0.1068,0.29,0.26,0.45
2020-21,2020-10-04,Man United,Tottenham,A,0.2895,0.2738,0.4368,0.29,0.26,0.45
2020-21,2020-10-04,Wolves,Fulham,H,0.089,0.1991,0.7119,0.29,0.26,0.45
2020-21,2020-10-17,Man City,Arsenal,H,0.1312,0.1926,0.6763,0.2828,0.2942,0.423
2020-21,2020-10-17,Mainz,Leverkusen,A,0.5102,0.2536,0.2362,0.2828,0.2942,0.423
2020-21,2020-10-17,Newcastle,Man United,A,0.4895,0.2809,0.2296,0.2828,0.2942,0.423
2020-21,2020-10-17,Chelsea,Southampton,D,0.1658,0.2187,0.6156,0.2828,0.2942,0.423
2020-21,2020-10-17,Celta,Ath Madrid,A,0.5454,0.2876,0.167,0.2828,0.2942,0.423
2020-21,2020-10-17,Everton,Liverpool,D,0.543,0.2415,0.2154,0.2828,0.2942,0.423
2020-21,2020-10-17,Getafe,Barcelona,H,0.5509,0.2663,0.1828,0.2828,0.2942,0.423
2020-21,2020-10-17,M'gladbach,Wolfsburg,D,0.2309,0.2711,0.4981,0.29,0.26,0.45
2020-21,2020-10-17,Granada,Sevilla,H,0.4077,0.2831,0.3092,0.2828,0.2942,0.423
2020-21,2020-10-17,Bielefeld,Bayern Munich,A,0.6107,0.3097,0.0797,0.2828,0.2942,0.423
2020-21,2020-10-17,Hoffenheim,Dortmund,A,0.4559,0.2365,0.3076,0.2828,0.2942,0.423
2020-21,2020-10-17,Hertha,Stuttgart,A,0.2424,0.255,0.5026,0.2828,0.2942,0.423
2020-21,2020-10-17,Freiburg,Werder Bremen,D,0.2991,0.2677,0.4333,0.2828,0.2942,0.423
2020-21,2020-10-17,Augsburg,RB Leipzig,A,0.5843,0.2332,0.1824,0.2828,0.2942,0.423
2020-21,2020-10-17,Real Madrid,Cadiz,A,0.0813,0.1953,0.7234,0.2828,0.2942,0.423
2020-21,2020-10-18,Betis,Sociedad,A,0.3861,0.2727,0.3412,0.2828,0.2942,0.423
2020-21,2020-10-18,Tottenham,West Ham,D,0.1638,0.2141,0.6221,0.2828,0.2942,0.423
2020-21,2020-10-18,Crystal Palace,Brighton,D,0.2485,0.3093,0.4422,0.2828,0.2942,0.423
2020-21,2020-10-18,Sheffield United,Fulham,D,0.1391,0.2926,0.5682,0.2828,0.2942,0.423
2020-21,2020-10-18,Alaves,Elche,A,0.146,0.3767,0.4773,0.2828,0.2942,0.423
2020-21,2020-10-18,Huesca,Valladolid,D,0.2918,0.341,0.3673,0.2828,0.2942,0.423
2020-21,2020-10-18,Ath Bilbao,Levante,H,0.276,0.2925,0.4315,0.2828,0.2942,0.423
2020-21,2020-10-18,Eibar,Osasuna,D,0.3068,0.2849,0.4084,0.2828,0.2942,0.423
2020-21,2020-10-18,Schalke 04,Union Berlin,D,0.3583,0.2889,0.3527,0.2828,0.2942,0.423
2020-21,2020-10-18,FC Koln,Ein Frankfurt,D,0.4439,0.2411,0.3151,0.2828,0.2942,0.423
2020-21,2020-10-18,Leicester,Aston Villa,A,0.183,0.2297,0.5873,0.2828,0.2942,0.423
2020-21,2020-10-18,Villarreal,Valencia,H,0.2634,0.2707,0.4659,0.2828,0.2942,0.423
2020-21,2020-10-19,West Brom,Burnley,D,0.3758,0.2982,0.326,0.29,0.26,0.45
2020-21,2020-10-19,Leeds,Wolves,A,0.2975,0.2629,0.4396,0.2828,0.2942,0.423
2020-21,2020-10-23,Stuttgart,FC Koln,D,0.287,0.2554,0.4576,0.2828,0.2942,0.423
2020-21,2020-10-23,Elche,Valencia,H,0.5159,0.3441,0.14,0.2828,0.2942,0.423
2020-21,2020-10-23,Aston Villa,Leeds,A,0.4461,0.233,0.3208,0.2828,0.2942,0.423
2020-21,2020-10-24,Union Berlin,Freiburg,D,0.3088,0.2817,0.4095,0.2828,0.2942,0.423
2020-21,2020-10-24,Dortmund,Schalke 04,H,0.0768,0.1498,0.7733,0.2828,0.2942,0.423
2020-21,2020-10-24,Bayern Munich,Ein Frankfurt,H,0.0738,0.1269,0.7993,0.2828,0.2942,0.423
2020-21,2020-10-24,Mainz,M'gladbach,A,0.5027,0.2593,0.2381,0.29,0.26,0.45
2020-21,2020-10-24,RB Leipzig,Hertha,H,0.1224,0.1895,0.6881,0.2828,0.2942,0.423
2020-21,2020-10-24,Barcelona,Real Madrid,A,0.2414,0.2447,0.5139,0.2828,0.2942,0.423
2020-21,2020-10-24,Ath Madrid,Betis,H,0.1073,0.2286,0.6642,0.2828,0.2942,0.423
2020-21,2020-10-24,Sevilla,Eibar,A,0.1569,0.2499,0.5932,0.2828,0.2942,0.423
2020-21,2020-10-24,West Ham,Man City,D,0.6909,0.1813,0.1278,0.2828,0.2942,0.423
2020-21,2020-10-24,Fulham,Crystal Palace,A,0.4529,0.3041,0.243,0.2828,0.2942,0.423
2020-21,2020-10-24,Man United,Chelsea,D,0.2881,0.2577,0.4543,0.2828,0.2942,0.423
2020-21,2020-10-24,Liverpool,Sheffield United,H,0.1058,0.2336,0.6606,0.2828,0.2942,0.423
2020-21,2020-10-24,Osasuna,Ath Bilbao,H,0.3233,0.3078,0.3689,0.2828,0.2942,0.423
2020-21,2020-10-25,Valladolid,Alaves,A,0.2591,0.3519,0.389,0.2828,0.2942,0.423
2020-21,2020-10-25,Wolfsburg,Bielefeld,H,0.1378,0.4358,0.4263,0.2828,0.2942,0.423
2020-21,2020-10-25,Werder Bremen,Hoffenheim,D,0.4301,0.2471,0.3228,0.2828,0.2942,0.423
2020-21,2020-10-25,Cadiz,Villarreal,D,0.428,0.3013,0.2708,0.2828,0.2942,0.423
2020-21,2020-10-25,Getafe,Granada,A,0.2527,0.31,0.4373,0.2828,0.2942,0.423
2020-21,2020-10-25,Southampton,Everton,H,0.3598,0.2775,0.3627,0.2828,0.2942,0.423
2020-21,2020-10-25,Wolves,Newcastle,D,0.1949,0.3058,0.4993,0.2828,0.2942,0.423
2020-21,2020-10-25,Arsenal,Leicester,A,0.2567,0.255,0.4883,0.2828,0.2942,0.423
2020-21,2020-10-25,Sociedad,Huesca,H,0.1619,0.2436,0.5944,0.2828,0.2942,0.423
2020-21,2020-10-26,Leverkusen,Augsburg,H,0.1683,0.2256,0.6061,0.2828,0.2942,0.423
2020-21,2020-10-26,Levante,Celta,D,0.2786,0.2631,0.4583,0.2828,0.2942,0.423
2020-21,2020-10-26,Brighton,West Brom,D,0.25,0.2861,0.464,0.29,0.26,0.45
2020-21,2020-10-26,Burnley,Tottenham,A,0.5251,0.2667,0.2082,0.2828,0.2942,0.423
2020-21,2020-10-30,Schalke 04,Stuttgart,D,0.3313,0.2885,0.3802,0.2828,0.2942,0.423
2020-21,2020-10-30,Eibar,Cadiz,A,0.2622,0.3191,0.4187,0.2828,0.2942,0.423
2020-21,2020-10-30,Wolves,Crystal Palace,H,0.1933,0.3074,0.4993,0.2828,0.2942,0.423
2020-21,2020-10-31,Bielefeld,Dortmund,A,0.6458,0.2333,0.121,0.2828,0.2942,0.423
2020-21,2020-10-31,Augsburg,Mainz,H,0.2633,0.2552,0.4816,0.2828,0.2942,0.423
2020-21,2020-10-31,Ath Bilbao,Sevilla,H,0.3807,0.3219,0.2975,0.2828,0.2942,0.423
2020-21,2020-10-31,Real Madrid,Huesca,H,0.0654,0.1419,0.7927,0.2828,0.2942,0.423
2020-21,2020-10-31,Burnley,Chelsea,A,0.496,0.2673,0.2367,0.2828,0.2942,0.423
2020-21,2020-10-31,Ein Frankfurt,Werder Bremen,D,0.2505,0.2381,0.5114,0.2828,0.2942,0.423
2020-21,2020-10-31,Osasuna,Ath Madrid,A,0.5469,0.2799,0.1732,0.2828,0.2942,0.423
2020-21,2020-10-31,M'gladbach,RB Leipzig,H,0.4019,0.2616,0.3364,0.29,0.26,0.45
2020-21,2020-10-31,Alaves,Barcelona,D,0.7231,0.1788,0.0981,0.2828,0.2942,0.423
2020-21,2020-10-31,Sheffield United,Man City,A,0.633,0.2398,0.1271,0.2828,0.2942,0.423
2020-21,2020-10-31,Liverpool,West Ham,H,0.107,0.1612,0.7318,0.2828,0.2942,0.423
2020-21,2020-10-31,FC Koln,Bayern Munich,A,0.8103,0.1193,0.0705,0.2828,0.2942,0.423
2020-21,2020-11-01,Valencia,Getafe,D,0.3095,0.3278,0.3627,0.2828,0.2942,0.423
2020-21,2020-11-01,Freiburg,Leverkusen,A,0.4546,0.2657,0.2797,0.2828,0.2942,0.423
2020-21,2020-11-01,Hertha,Wolfsburg,D,0.3454,0.2787,0.3759,0.2828,0.2942,0.423
2020-21,2020-11-01,Betis,Elche,H,0.3359,0.3169,0.3471,0.2828,0.2942,0.423
2020-21,2020-11-01,Celta,Sociedad,A,0.4335,0.2734,0.2932,0.2828,0.2942,0.423
2020-21,2020-11-01,Granada,Levante,D,0.2485,0.2508,0.5007,0.2828,0.2942,0.423
2020-21,2020-11-01,Tottenham,Brighton,H,0.1077,0.1979,0.6944,0.2828,0.2942,0.423
2020-21,2020-11-01,Man United,Arsenal,A,0.2642,0.2601,0.4757,0.2828,0.2942,0.423
2020-21,2020-11-01,Newcastle,Everton,H,0.3754,0.291,0.3335,0.2828,0.2942,0.423
2020-21,2020-11-01,Aston Villa,Southampton,A,0.3393,0.2746,0.3861,0.2828,0.2942,0.423
2020-21,2020-11-02,Leeds,Leicester,A,0.3,0.2472,0.4528,0.2828,0.2942,0.423
2020-21,2020-11-02,Villarreal,Valladolid,H,0.1554,0.265,0.5796,0.2828,0.2942,0.423
2020-21,2020-11-02,Hoffenheim,Union Berlin,A,0.1719,0.2186,0.6095,0.2828,0.2942,0.423
2020-21,2020-11-02,Fulham,West Brom,H,0.3932,0.2995,0.3073,0.29,0.26,0.45
2020-21,2020-11-06,Southampton,Newcastle,H,0.2637,0.2795,0.4569,0.2828,0.2942,0.423
2020-21,2020-11-06,Werder Bremen,FC Koln,D,0.2623,0.2396,0.498,0.2828,0.2942,0.423
2020-21,2020-11-06,Elche,Celta,D,0.2356,0.3147,0.4497,0.2828,0.2942,0.423
2020-21,2020-11-06,Brighton,Burnley,D,0.3166,0.3109,0.3725,0.2828,0.2942,0.423
2020-21,2020-11-07,Sevilla,Osasuna,H,0.1665,0.2462,0.5872,0.2828,0.2942,0.423
2020-21,2020-11-07,Everton,Man United,A,0.4448,0.2654,0.2898,0.2828,0.2942,0.423
2020-21,2020-11-07,Augsburg,Hertha,A,0.341,0.2636,0.3954,0.2828,0.2942,0.423
2020-21,2020-11-07,West Ham,Fulham,H,0.0967,0.1709,0.7324,0.2828,0.2942,0.423
2020-21,2020-11-07,Crystal Palace,Leeds,H,0.4579,0.2672,0.275,0.2828,0.2942,0.423
2020-21,2020-11-07,Ath Madrid,Cadiz,H,0.1919,0.3738,0.4343,0.2828,0.2942,0.423
2020-21,2020-11-07,Barcelona,Betis,H,0.0597,0.1157,0.8246,0.2828,0.2942,0.423
2020-21,2020-11-07,Dortmund,Bayern Munich,A,0.4704,0.229,0.3006,0.2828,0.2942,0.423
2020-21,2020-11-07,Union Berlin,Bielefeld,H,0.2163,0.3149,0.4687,0.2828,0.2942,0.423
2020-21,2020-11-07,Stuttgart,Ein Frankfurt,D,0.3885,0.2652,0.3463,0.2828,0.2942,0.423
2020-21,2020-11-07,RB Leipzig,Freiburg,H,0.1207,0.192,0.6872,0.2828,0.2942,0.423
2020-21,2020-11-07,Mainz,Schalke 04,D,0.2802,0.2717,0.4481,0.2828,0.2942,0.423
2020-21,2020-11-07,Chelsea,Sheffield United,H,0.1722,0.2713,0.5565,0.2828,0.2942,0.423
2020-21,2020-11-07,Huesca,Eibar,D,0.336,0.2884,0.3756,0.2828,0.2942,0.423
2020-21,2020-11-08,Valencia,Real Madrid,H,0.5379,0.2541,0.208,0.2828,0.2942,0.423
2020-21,2020-11-08,Arsenal,Aston Villa,A,0.1447,0.2171,0.6382,0.2828,0.2942,0.423
2020-21,2020-11-08,Man City,Liverpool,D,0.2229,0.2268,0.5503,0.2828,0.2942,0.423
2020-21,2020-11-08,Leicester,Wolves,H,0.2666,0.2933,0.44,0.2828,0.2942,0.423
2020-21,2020-11-08,West Brom,Tottenham,A,0.6204,0.2318,0.1478,0.29,0.26,0.45
2020-21,2020-11-08,Sociedad,Granada,H,0.2416,0.2591,0.4993,0.2828,0.2942,0.423
2020-21,2020-11-08,Levante,Alaves,D,0.235,0.2703,0.4947,0.2828,0.2942,0.423
2020-21,2020-11-08,Getafe,Villarreal,A,0.3016,0.3177,0.3806,0.2828,0.2942,0.423
2020-21,2020-11-08,Leverkusen,M'gladbach,H,0.2875,0.2602,0.4523,0.29,0.26,0.45
2020-21,2020-11-08,Wolfsburg,Hoffenheim,H,0.3559,0.2698,0.3742,0.2828,0.2942,0.423
2020-21,2020-11-08,Valladolid,Ath Bilbao,H,0.3627,0.3531,0.2841,0.2828,0.2942,0.423
2020-21,2020-11-20,Osasuna,Huesca,D,0.2611,0.2706,0.4684,0.2828,0.2942,0.423
2020-21,2020-11-21,Sevilla,Celta,H,0.1571,0.2423,0.6006,0.2828,0.2942,0.423
2020-21,2020-11-21,Ath Madrid,Barcelona,H,0.2956,0.2928,0.4116,0.2828,0.2942,0.423
2020-21,2020-11-21,Villarreal,Real Madrid,D,0.4457,0.2634,0.2909,0.2828,0.2942,0.423
2020-21,2020-11-21,Bayern Munich,Werder Bremen,D,0.0383,0.0862,0.8755,0.2828,0.2942,0.423
2020-21,2020-11-21,Aston Villa,Brighton,A,0.2457,0.2751,0.4792,0.2828,0.2942,0.423
2020-21,2020-11-21,Newcastle,Chelsea,A,0.5235,0.2564,0.2201,0.2828,0.2942,0.423
2020-21,2020-11-21,Levante,Elche,D,0.2719,0.2875,0.4406,0.2828,0.2942,0.423
2020-21,2020-11-21,Tottenham,Man City,H,0.4981,0.2526,0.2493,0.2828,0.2942,0.423
2020-21,2020-11-21,Ein Frankfurt,RB Leipzig,D,0.5246,0.2382,0.2372,0.2828,0.2942,0.423
2020-21,2020-11-21,Schalke 04,Wolfsburg,A,0.4382,0.2892,0.2725,0.2828,0.2942,0.423
2020-21,2020-11-21,M'gladbach,Augsburg,D,0.1564,0.213,0.6306,0.29,0.26,0.45
2020-21,2020-11-21,Hoffenheim,Stuttgart,D,0.1755,0.2198,0.6047,0.2828,0.2942,0.423
2020-21,2020-11-21,Bielefeld,Leverkusen,A,0.7349,0.1866,0.0785,0.2828,0.2942,0.423
2020-21,2020-11-21,Man United,West Brom,H,0.0696,0.1678,0.7626,0.29,0.26,0.45
2020-21,2020-11-21,Hertha,Dortmund,A,0.5595,0.2278,0.2127,0.2828,0.2942,0.423
2020-21,2020-11-22,Fulham,Everton,A,0.5811,0.2431,0.1758,0.2828,0.2942,0.423
2020-21,2020-11-22,Granada,Valladolid,A,0.1988,0.2997,0.5015,0.2828,0.2942,0.423
2020-21,2020-11-22,Sheffield United,West Ham,A,0.3428,0.3082,0.3491,0.2828,0.2942,0.423
2020-21,2020-11-22,Freiburg,Mainz,A,0.2462,0.2552,0.4986,0.2828,0.2942,0.423
2020-21,2020-11-22,FC Koln,Union Berlin,A,0.3645,0.2603,0.3752,0.2828,0.2942,0.423
2020-21,2020-11-22,Eibar,Getafe,D,0.3648,0.335,0.3002,0.2828,0.2942,0.423
2020-21,2020-11-22,Cadiz,Sociedad,A,0.3801,0.3124,0.3075,0.2828,0.2942,0.423
2020-21,2020-11-22,Alaves,Valencia,D,0.4247,0.2992,0.2761,0.2828,0.2942,0.423
2020-21,2020-11-22,Liverpool,Leicester,H,0.1768,0.2204,0.6027,0.2828,0.2942,0.423
2020-21,2020-11-22,Leeds,Arsenal,D,0.5405,0.2122,0.2473,0.2828,0.2942,0.423
2020-21,2020-11-23,Ath Bilbao,Betis,H,0.253,0.2829,0.4641,0.2828,0.2942,0.423
2020-21,2020-11-23,Wolves,Southampton,D,0.2374,0.2874,0.4753,0.2828,0.2942,0.423
2020-21,2020-11-23,Burnley,Crystal Palace,H,0.3141,0.3178,0.3681,0.2828,0.2942,0.423
2020-21,2020-11-27,Valladolid,Levante,D,0.3478,0.3117,0.3405,0.2828,0.2942,0.423
2020-21,2020-11-27,Wolfsburg,Werder Bremen,H,0.2325,0.2651,0.5024,0.2828,0.2942,0.423
2020-21,2020-11-27,Crystal Palace,Newcastle,A,0.275,0.3063,0.4187,0.2828,0.2942,0.423
2020-21,2020-11-28,Man City,Burnley,H,0.0471,0.1272,0.8257,0.2828,0.2942,0.423
2020-21,2020-11-28,Augsburg,Freiburg,D,0.3194,0.2696,0.4109,0.2828,0.2942,0.423
2020-21,2020-11-28,Brighton,Liverpool,D,0.6635,0.2101,0.1265,0.2828,0.2942,0.423
